"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1004,56,558,251,107,32
"Sin nivel (031)",56,11,12,13,13,7
"Educación inicial (032)",3,1,1,1,,
"Primaria (033)",430,35,192,121,62,20
"Secundaria (034)",343,9,237,74,20,3
"Superior no univ. incompleta (035)",48,,37,10,1,
"Superior no univ. completa (036)",61,,43,16,2,
"Superior univ. incompleta (037)",26,,20,4,2,
"Superior univ. completa (038)",37,,16,12,7,2
"No PEA (040)",56289,24389,16177,7721,5064,2938
"Sin nivel (041)",4450,675,575,867,1299,1034
"Educación inicial (042)",1384,1270,78,36,,
"Primaria (043)",33219,18603,5852,4463,2754,1547
"Secundaria (044)",14227,3841,7808,1715,672,191
"Superior no univ. incompleta (045)",1116,,880,171,44,21
"Superior no univ. completa (046)",798,,304,268,157,69
"Superior univ. incompleta (047)",667,,561,65,36,5
"Superior univ. completa (048)",428,,119,136,102,71
,,,,,,
"URBANA (060)",60085,14204,18896,14385,9243,3357
"Sin nivel (061)",2411,214,255,456,763,723
"Educación inicial (062)",716,662,38,16,,
"Primaria (063)",26811,10257,4368,5353,4712,2121
"Secundaria (064)",20059,3071,10020,4520,2167,281
"Superior no univ. incompleta (065)",2397,,1513,656,205,23
"Superior no univ. completa (066)",3831,,1241,1851,644,95
"Superior univ. incompleta (067)",1395,,830,364,186,15
"Superior univ. completa (068)",2465,,631,1169,566,99
"PEA (070)",26983,682,9273,9893,6044,1091
"Sin nivel (071)",727,16,89,180,288,154
"Educación inicial (072)",25,3,12,10,,
"Primaria (073)",9543,438,2254,3143,2931,777
"Secundaria (074)",9444,225,4441,3132,1554,92
"Superior no univ. incompleta (075)",1354,,692,497,162,3
"Superior no univ. completa (076)",3074,,965,1592,491,26
"Superior univ. incompleta (077)",770,,304,302,154,10
"Superior univ. completa (078)",2046,,516,1037,464,29
"Ocupada (080)",26273,654,8883,9707,5963,1066
"Sin nivel (081)",702,12,86,176,280,148
"Educación inicial (082)",23,3,11,9,,
"Primaria (083)",9303,423,2169,3061,2887,763
"Secundaria (084)",9163,216,4250,3071,1537,89
"Superior no univ. incompleta (085)",1310,,657,489,161,3
"Superior no univ. completa (086)",3017,,925,1577,489,26
"Superior univ. incompleta (087)",745,,284,299,152,10
"Superior univ. completa (088)",2010,,501,1025,457,27
"Desocupada (090)",710,28,390,186,81,25
"Sin nivel (091)",25,4,3,4,8,6
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",240,15,85,82,44,14
"Secundaria (094)",281,9,191,61,17,3
"Superior no univ. incompleta (095)",44,,35,8,1,
"Superior no univ. completa (096)",57,,40,15,2,
"Superior univ. incompleta (097)",25,,20,3,2,
"Superior univ. completa (098)",36,,15,12,7,2
"No PEA (100)",33102,13522,9623,4492,3199,2266
"Sin nivel (101)",1684,198,166,276,475,569
"Educación inicial (102)",691,659,26,6,,
"Primaria (103)",17268,9819,2114,2210,1781,1344
"Secundaria (104)",10615,2846,5579,1388,613,189
"Superior no univ. incompleta (105)",1043,,821,159,43,20
"Superior no univ. completa (106)",757,,276,259,153,69
"Superior univ. incompleta (107)",625,,526,62,32,5
"Superior univ. completa (108)",419,,115,132,102,70
,,,,,,
"RURAL (120)",38833,11627,13504,7917,4484,1301
"Sin nivel (121)",3996,535,642,912,1228,679
"Educación inicial (122)",740,621,74,45,,
"Primaria (123)",26703,9411,8200,5513,2973,606
"Secundaria (124)",6939,1060,4302,1309,256,12
"Superior no univ. incompleta (125)",178,,124,45,8,1
"Superior no univ. completa (126)",152,,84,57,11,
"Superior univ. incompleta (127)",80,,55,19,5,1
"Superior univ. completa (128)",45,,23,17,3,2
"PEA (130)",15646,760,6950,4688,2619,629
"Sin nivel (131)",1230,58,233,321,404,214
"Educación inicial (132)",47,10,22,15,,
"Primaria (133)",10752,627,4462,3260,2000,403
"Secundaria (134)",3327,65,2073,982,197,10
"Superior no univ. incompleta (135)",105,,65,33,7,
"Superior no univ. completa (136)",111,,56,48,7,
"Superior univ. incompleta (137)",38,,20,16,1,1
"Superior univ. completa (138)",36,,19,13,3,1
"Ocupada (140)",15352,732,6782,4623,2593,622
"Sin nivel (141)",1199,51,224,312,399,213
"Educación inicial (142)",46,9,22,15,,
"Primaria (143)",10562,607,4355,3221,1982,397
"Secundaria (144)",3265,65,2027,969,194,10
"Superior no univ. incompleta (145)",101,,63,31,7,
"Superior no univ. completa (146)",107,,53,47,7,
"Superior univ. incompleta (147)",37,,20,15,1,1
"Superior univ. completa (148)",35,,18,13,3,1
"Desocupada (150)",294,28,168,65,26,7
"Sin nivel (151)",31,7,9,9,5,1
"Educación inicial (152)",1,1,,,,
"Primaria (153)",190,20,107,39,18,6
"Secundaria (154)",62,,46,13,3,
"Superior no univ. incompleta (155)",4,,2,2,,
"Superior no univ. completa (156)",4,,3,1,,
"Superior univ. incompleta (157)",1,,,1,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",23187,10867,6554,3229,1865,672
"Sin nivel (161)",2766,477,409,591,824,465
"Educación inicial (162)",693,611,52,30,,
"Primaria (163)",15951,8784,3738,2253,973,203
"Secundaria (164)",3612,995,2229,327,59,2
"Superior no univ. incompleta (165)",73,,59,12,1,1
"Superior no univ. completa (166)",41,,28,9,4,
"Superior univ. incompleta (167)",42,,35,3,4,
"Superior univ. completa (168)",9,,4,4,,1
