"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LA UNION (000)",15662,7814,7848,7550,3732,3818,8112,4082,4030
"Menores de 1 año (001)",282,156,126,129,67,62,153,89,64
"Menores de 1 mes (002)",33,15,18,13,5,8,20,10,10
"De 1 a 11 meses (003)",249,141,108,116,62,54,133,79,54
"De 1 a 4 años (004)",1574,785,789,674,341,333,900,444,456
"1 año (005)",334,168,166,139,70,69,195,98,97
"2 años (006)",386,186,200,164,89,75,222,97,125
"3 años (007)",429,212,217,181,87,94,248,125,123
"4 años (008)",425,219,206,190,95,95,235,124,111
"De 5 a 9 años (009)",1940,970,970,888,450,438,1052,520,532
"5 años (010)",387,189,198,174,85,89,213,104,109
"6 años (011)",357,190,167,167,89,78,190,101,89
"7 años (012)",397,199,198,168,93,75,229,106,123
"8 años (013)",419,206,213,193,92,101,226,114,112
"9 años (014)",380,186,194,186,91,95,194,95,99
"De 10 a 14 años (015)",1914,999,915,990,513,477,924,486,438
"10 años (016)",415,216,199,178,91,87,237,125,112
"11 años (017)",364,206,158,183,98,85,181,108,73
"12 años (018)",394,192,202,209,101,108,185,91,94
"13 años (019)",361,177,184,187,93,94,174,84,90
"14 años (020)",380,208,172,233,130,103,147,78,69
"De 15 a 19 años (021)",1163,638,525,682,367,315,481,271,210
"15 años (022)",289,149,140,181,98,83,108,51,57
"16 años (023)",290,166,124,183,100,83,107,66,41
"17 años (024)",235,135,100,134,70,64,101,65,36
"18 años (025)",204,111,93,111,66,45,93,45,48
"19 años (026)",145,77,68,73,33,40,72,44,28
"De 20 a 24 años (027)",792,408,384,390,204,186,402,204,198
"20 años (028)",163,88,75,72,42,30,91,46,45
"21 años (029)",123,55,68,69,33,36,54,22,32
"22 años (030)",171,89,82,91,44,47,80,45,35
"23 años (031)",164,86,78,77,39,38,87,47,40
"24 años (032)",171,90,81,81,46,35,90,44,46
"De 25 a 29 años (033)",892,436,456,430,206,224,462,230,232
"25 años (034)",155,71,84,73,35,38,82,36,46
"26 años (035)",182,85,97,87,35,52,95,50,45
"27 años (036)",187,97,90,102,57,45,85,40,45
"28 años (037)",195,104,91,90,46,44,105,58,47
"29 años (038)",173,79,94,78,33,45,95,46,49
"De 30 a 34 años (039)",990,459,531,506,227,279,484,232,252
"30 años (040)",228,107,121,114,55,59,114,52,62
"31 años (041)",152,80,72,84,41,43,68,39,29
"32 años (042)",233,99,134,118,47,71,115,52,63
"33 años (043)",171,80,91,86,36,50,85,44,41
"34 años (044)",206,93,113,104,48,56,102,45,57
"De 35 a 39 años (045)",1040,510,530,513,231,282,527,279,248
"35 años (046)",237,122,115,117,54,63,120,68,52
"36 años (047)",209,106,103,115,49,66,94,57,37
