"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",5,31,25,,80.6,,
"No PEA (040)",4077,12113,10745,197,88.7,1.6,
"De 12 a 14 años (041)",582,3,3,,100,,
"De 15 a 19 años (042)",558,69,67,18,97.1,26.1,
"De 20 a 24 años (043)",415,434,422,57,97.2,13.1,
"De 25 a 29 años (044)",324,647,627,53,96.9,8.2,
"De 30 a 34 años (045)",291,786,742,33,94.4,4.2,
"De 35 a 39 años (046)",294,1068,1009,32,94.5,3,
"De 40 a 44 años (047)",251,1012,948,4,93.7,0.4,
"De 45 a 49 años (048)",199,1027,933,,90.8,,
"De 50 y más años (049)",1163,7067,5994,,84.8,,
,,,,,,,
"URBANA (060)",2909,7649,7033,102,91.9,1.3,
"De 12 a 14 años (061)",295,3,3,,100,,
"De 15 a 19 años (062)",357,32,31,10,96.9,31.3,
"De 20 a 24 años (063)",280,215,213,26,99.1,12.1,
"De 25 a 29 años (064)",264,417,409,25,98.1,6,
"De 30 a 34 años (065)",255,578,557,15,96.4,2.6,
"De 35 a 39 años (066)",296,862,839,22,97.3,2.6,
"De 40 a 44 años (067)",252,846,800,4,94.6,0.5,
"De 45 a 49 años (068)",198,781,744,,95.3,,
"De 50 y más años (069)",712,3915,3437,,87.8,,
"PEA (070)",1147,3273,3030,30,92.6,0.9,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",66,13,12,3,92.3,23.1,
"De 20 a 24 años (073)",104,72,70,5,97.2,6.9,
"De 25 a 29 años (074)",127,159,154,6,96.9,3.8,
"De 30 a 34 años (075)",138,287,280,6,97.6,2.1,
"De 35 a 39 años (076)",159,412,402,7,97.6,1.7,
"De 40 a 44 años (077)",145,491,452,3,92.1,0.6,
"De 45 a 49 años (078)",115,381,366,,96.1,,
"De 50 y más años (079)",281,1458,1294,,88.8,,
"Ocupada (080)",1116,3199,2962,29,92.6,0.9,
"De 12 a 14 años (081)",12,,,,,,
"De 15 a 19 años (082)",63,11,10,3,90.9,27.3,
"De 20 a 24 años (083)",98,69,67,5,97.1,7.2,
"De 25 a 29 años (084)",123,156,151,6,96.8,3.8,
"De 30 a 34 años (085)",135,282,275,6,97.5,2.1,
"De 35 a 39 años (086)",156,407,397,7,97.5,1.7,
"De 40 a 44 años (087)",140,472,433,2,91.7,0.4,
"De 45 a 49 años (088)",113,375,360,,96,,
"De 50 y más años (089)",276,1427,1269,,88.9,,
"Desocupada (090)",31,74,68,1,91.9,1.4,
"De 15 a 19 años (092)",3,2,2,,100,,
"De 20 a 24 años (093)",6,3,3,,100,,
"De 25 a 29 años (094)",4,3,3,,100,,
"De 30 a 34 años (095)",3,5,5,,100,,
"De 35 a 39 años (096)",3,5,5,,100,,
"De 40 a 44 años (097)",5,19,19,1,100,5.3,
"De 45 a 49 años (098)",2,6,6,,100,,
"De 50 y más años (099)",5,31,25,,80.6,,
"No PEA (100)",1762,4376,4003,72,91.5,1.6,
"De 12 a 14 años (101)",283,3,3,,100,,
"De 15 a 19 años (102)",291,19,19,7,100,36.8,
"De 20 a 24 años (103)",176,143,143,21,100,14.7,
"De 25 a 29 años (104)",137,258,255,19,98.8,7.4,
"De 30 a 34 años (105)",117,291,277,9,95.2,3.1,
"De 35 a 39 años (106)",137,450,437,15,97.1,3.3,
"De 40 a 44 años (107)",107,355,348,1,98,0.3,
"De 45 a 49 años (108)",83,400,378,,94.5,,
"De 50 y más años (109)",431,2457,2143,,87.2,,
,,,,,,,
"RURAL (120)",3446,11608,10238,175,88.2,1.5,
"De 12 a 14 años (121)",310,,,,,,
"De 15 a 19 años (122)",346,79,77,19,97.5,24.1,
"De 20 a 24 años (123)",377,415,401,54,96.6,13,
"De 25 a 29 años (124)",329,581,561,41,96.6,7.1,
"De 30 a 34 años (125)",289,801,757,34,94.5,4.2,
"De 35 a 39 años (126)",268,983,923,21,93.9,2.1,
"De 40 a 44 años (127)",258,1095,1011,6,92.3,0.5,
"De 45 a 49 años (128)",204,1084,975,,89.9,,
"De 50 y más años (129)",1065,6570,5533,,84.2,,
"PEA (130)",1131,3871,3496,50,90.3,1.3,
"De 12 a 14 años (131)",11,,,,,,
"De 15 a 19 años (132)",79,29,29,8,100,27.6,
"De 20 a 24 años (133)",138,124,122,17,98.4,13.7,
"De 25 a 29 años (134)",142,192,189,7,98.4,3.6,
"De 30 a 34 años (135)",115,306,292,10,95.4,3.3,
"De 35 a 39 años (136)",111,365,351,5,96.2,1.4,
"De 40 a 44 años (137)",114,438,411,3,93.8,0.7,
"De 45 a 49 años (138)",88,457,420,,91.9,,
"De 50 y más años (139)",333,1960,1682,,85.8,,
"Ocupada (140)",1110,3823,3451,48,90.3,1.3,
"De 12 a 14 años (141)",9,,,,,,
"De 15 a 19 años (142)",75,29,29,8,100,27.6,
"De 20 a 24 años (143)",133,116,114,15,98.3,12.9,
"De 25 a 29 años (144)",139,192,189,7,98.4,3.6,
"De 30 a 34 años (145)",113,293,282,10,96.2,3.4,
"De 35 a 39 años (146)",110,365,351,5,96.2,1.4,
"De 40 a 44 años (147)",112,426,399,3,93.7,0.7,
"De 45 a 49 años (148)",86,442,405,,91.6,,
"De 50 y más años (149)",333,1960,1682,,85.8,,
"Desocupada (150)",21,48,45,2,93.8,4.2,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",4,,,,,,
"De 20 a 24 años (153)",5,8,8,2,100,25,
"De 25 a 29 años (154)",3,,,,,,
"De 30 a 34 años (155)",2,13,10,,76.9,,
"De 35 a 39 años (156)",1,,,,,,
"De 40 a 44 años (157)",2,12,12,,100,,
"De 45 a 49 años (158)",2,15,15,,100,,
"No PEA (160)",2315,7737,6742,125,87.1,1.6,
"De 12 a 14 años (161)",299,,,,,,
"De 15 a 19 años (162)",267,50,48,11,96,22,
"De 20 a 24 años (163)",239,291,279,37,95.9,12.7,
"De 25 a 29 años (164)",187,389,372,34,95.6,8.7,
"De 30 a 34 años (165)",174,495,465,24,93.9,4.8,
"De 35 a 39 años (166)",157,618,572,16,92.6,2.6,
"De 40 a 44 años (167)",144,657,600,3,91.3,0.5,
"De 45 a 49 años (168)",116,627,555,,88.5,,
"De 50 y más años (169)",732,4610,3851,,83.5,,
