"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJAMARCA (000)",122362,115781,37526,19535,16930,12024,13773,8084,4376,3533,6581,278920
"De 12 a 14 años (001)",10306,10238,10187,46,5,,,,,,68,56
"De 15 a 19 años (002)",16832,16409,14388,1766,210,33,12,,,,423,2333
"De 20 a 24 años (003)",17017,14828,6648,5524,2046,464,121,25,,,2189,11677
"De 25 a 29 años (004)",14540,12809,2504,4700,3472,1426,635,63,9,,1731,19082
"De 30 a 34 años (005)",12328,11515,1177,2938,3490,2104,1451,308,32,15,813,24795
"De 35 a 39 años (006)",10837,10403,673,1516,2742,2362,2171,720,170,49,434,30104
"De 40 a 44 años (007)",8840,8590,478,895,1750,1774,2154,1027,365,147,250,30426
"De 45 a 49 años (008)",7377,7214,340,615,1164,1284,1840,1148,524,299,163,30002
"De 50 y más años (009)",24285,23775,1131,1535,2051,2577,5389,4793,3276,3023,510,130445
"Conviviente (010)",38157,37156,3261,9705,7918,5096,5563,3068,1480,1065,1001,109460
"De 12 a 14 años (011)",130,72,49,21,2,,,,,,58,25
"De 15 a 19 años (012)",2678,2359,960,1220,156,19,4,,,,319,1605
"De 20 a 24 años (013)",6797,6490,1043,3587,1433,326,85,16,,,307,7891
"De 25 a 29 años (014)",6897,6752,536,2557,2220,973,422,40,4,,145,11992
"De 30 a 34 años (015)",5637,5587,218,1244,1794,1214,898,189,23,7,50,13768
"De 35 a 39 años (016)",4585,4547,124,487,1094,1101,1178,431,105,27,38,15044
"De 40 a 44 años (017)",3358,3341,85,220,549,650,1001,558,199,79,17,13822
"De 45 a 49 años (018)",2493,2477,65,124,288,346,719,522,267,146,16,12168
"De 50 y más años (019)",5582,5531,181,245,382,467,1256,1312,882,806,51,33145
"Separado(a) (020)",6659,6549,114,2622,1505,885,844,358,139,82,110,16374
