"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA MAR (000)",26558,2241,3545,15332,496,4789,155
"Agric., ganadería, caza y silvicultura (001)",19348,44,2635,12137,361,4171,
"Pesca (002)",11,,8,3,,,
"Explotación de minas y canteras (003)",30,12,17,1,,,
"Industrias manufactureras (004)",246,4,48,161,13,20,
"Suministro de electricidad, gas y agua (005)",15,8,7,,,,
"Construcción (006)",620,37,464,92,9,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2243,167,21,1669,58,328,
"Venta, mant.y rep. veh.autom.y motoc. (008)",130,22,6,91,6,5,
"Comercio al por mayor (009)",90,17,4,58,2,9,
"Comercio al por menor (010)",2023,128,11,1520,50,314,
"Hoteles y restaurantes (011)",607,138,16,391,18,44,
"Trans., almac. y comunicaciones (012)",463,120,45,275,12,11,
"Intermediación financiera (013)",20,20,,,,,
"Activid.inmobil., empres. y alquileres (014)",115,78,5,25,5,2,
"Admin.pub. y defensa; p. segur.soc.afil (015)",491,333,158,,,,
"Enseñanza (016)",1010,920,1,86,1,2,
"Servicios sociales y de salud (017)",179,156,,23,,,
"Otras activ. serv.comun.soc y personales (018)",145,57,3,77,3,5,
"Hogares privados con servicio doméstico (019)",155,,,,,,155
"Actividad economica no especificada (021)",860,147,117,392,16,188,
"Hombres (022)",19228,1433,2652,12291,409,2413,30
"Agric., ganadería, caza y silvicultura (023)",15203,37,1842,10753,331,2240,
"Pesca (024)",11,,8,3,,,
"Explotación de minas y canteras (025)",29,12,16,1,,,
"Industrias manufactureras (026)",204,4,44,135,10,11,
"Suministro de electricidad, gas y agua (027)",15,8,7,,,,
"Construcción (028)",598,34,449,90,8,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",951,95,19,735,26,76,
"Venta, mant.y rep. veh.autom.y motoc. (030)",108,14,6,81,5,2,
"Comercio al por mayor (031)",59,13,3,41,1,1,
"Comercio al por menor (032)",784,68,10,613,20,73,
"Hoteles y restaurantes (033)",158,61,7,69,8,13,
"Trans., almac. y comunicaciones (034)",446,107,44,274,12,9,
"Intermediación financiera (035)",17,17,,,,,
"Activid.inmobil., empres. y alquileres (036)",97,65,5,21,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (037)",418,277,141,,,,
"Enseñanza (038)",547,519,1,25,1,1,
"Servicios sociales y de salud (039)",84,66,,18,,,
"Otras activ. serv.comun.soc y personales (040)",64,34,3,26,1,,
"Hogares privados con servicio doméstico (041)",30,,,,,,30
"Actividad economica no especificada (043)",356,97,66,141,7,45,
"Mujeres (044)",7330,808,893,3041,87,2376,125
"Agric., ganadería, caza y silvicultura (045)",4145,7,793,1384,30,1931,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",42,,4,26,3,9,
"Construcción (050)",22,3,15,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1292,72,2,934,32,252,
"Venta, mant.y rep. veh.autom.y motoc. (052)",22,8,,10,1,3,
"Comercio al por mayor (053)",31,4,1,17,1,8,
"Comercio al por menor (054)",1239,60,1,907,30,241,
"Hoteles y restaurantes (055)",449,77,9,322,10,31,
"Trans., almac. y comunicaciones (056)",17,13,1,1,,2,
"Intermediación financiera (057)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (058)",18,13,,4,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",73,56,17,,,,
"Enseñanza (060)",463,401,,61,,1,
"Servicios sociales y de salud (061)",95,90,,5,,,
"Otras activ. serv.comun.soc y personales (062)",81,23,,51,2,5,
"Hogares privados con servicio doméstico (063)",125,,,,,,125
"Actividad economica no especificada (065)",504,50,51,251,9,143,
,,,,,,,
"URBANA (066)",12204,1681,1746,6370,308,1999,100
"Agric., ganadería, caza y silvicultura (067)",6852,24,1264,3813,199,1552,
"Pesca (068)",8,,5,3,,,
"Explotación de minas y canteras (069)",12,5,6,1,,,
"Industrias manufactureras (070)",190,2,34,130,11,13,
"Suministro de electricidad, gas y agua (071)",8,3,5,,,,
"Construcción (072)",335,26,241,55,7,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1885,148,14,1393,53,277,
"Venta, mant.y rep. veh.autom.y motoc. (074)",128,22,6,89,6,5,
"Comercio al por mayor (075)",67,15,3,40,2,7,
"Comercio al por menor (076)",1690,111,5,1264,45,265,
"Hoteles y restaurantes (077)",527,108,14,350,13,42,
"Trans., almac. y comunicaciones (078)",359,88,24,229,7,11,
"Intermediación financiera (079)",20,20,,,,,
"Activid.inmobil., empres. y alquileres (080)",98,66,3,22,5,2,
"Admin.pub. y defensa; p. segur.soc.afil (081)",330,281,49,,,,
"Enseñanza (082)",700,631,,66,1,2,
"Servicios sociales y de salud (083)",125,103,,22,,,
"Otras activ. serv.comun.soc y personales (084)",134,48,2,76,3,5,
"Hogares privados con servicio doméstico (085)",100,,,,,,100
"Actividad economica no especificada (087)",521,128,85,210,9,89,
"Hombres (088)",7964,1049,1271,4407,245,975,17
"Agric., ganadería, caza y silvicultura (089)",5049,22,852,3160,178,837,
"Pesca (090)",8,,5,3,,,
"Explotación de minas y canteras (091)",11,5,5,1,,,
"Industrias manufactureras (092)",164,2,31,112,9,10,
"Suministro de electricidad, gas y agua (093)",8,3,5,,,,
"Construcción (094)",329,24,237,55,7,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",806,86,12,618,24,66,
"Venta, mant.y rep. veh.autom.y motoc. (096)",106,14,6,79,5,2,
"Comercio al por mayor (097)",44,13,2,28,1,,
"Comercio al por menor (098)",656,59,4,511,18,64,
"Hoteles y restaurantes (099)",137,45,6,65,8,13,
"Trans., almac. y comunicaciones (100)",343,75,24,228,7,9,
"Intermediación financiera (101)",17,17,,,,,
"Activid.inmobil., empres. y alquileres (102)",81,53,3,19,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (103)",268,230,38,,,,
"Enseñanza (104)",360,340,,18,1,1,
"Servicios sociales y de salud (105)",58,41,,17,,,
"Otras activ. serv.comun.soc y personales (106)",54,25,2,26,1,,
"Hogares privados con servicio doméstico (107)",17,,,,,,17
"Actividad economica no especificada (109)",254,81,51,85,5,32,
"Mujeres (110)",4240,632,475,1963,63,1024,83
"Agric., ganadería, caza y silvicultura (111)",1803,2,412,653,21,715,
"Explotación de minas y canteras (113)",1,,1,,,,
"Industrias manufactureras (114)",26,,3,18,2,3,
"Construcción (116)",6,2,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1079,62,2,775,29,211,
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,8,,10,1,3,
"Comercio al por mayor (119)",23,2,1,12,1,7,
"Comercio al por menor (120)",1034,52,1,753,27,201,
"Hoteles y restaurantes (121)",390,63,8,285,5,29,
"Trans., almac. y comunicaciones (122)",16,13,,1,,2,
"Intermediación financiera (123)",3,3,,,,,
