"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LUCANAS (000)",17527,16627,129,2773,2850,2428,3783,2681,1426,557,900,67743
"De 12 a 14 años (001)",36,12,,11,1,,,,,,24,13
"De 15 a 19 años (002)",436,392,7,322,49,10,4,,,,44,466
"De 20 a 24 años (003)",1550,1306,20,767,392,94,30,3,,,244,1977
"De 25 a 29 años (004)",1867,1654,9,588,577,312,147,20,1,,213,3434
"De 30 a 34 años (005)",1832,1721,7,331,509,420,376,72,6,,111,4739
"De 35 a 39 años (006)",1809,1738,7,196,383,387,504,196,61,4,71,6134
"De 40 a 44 años (007)",1680,1631,6,110,236,288,519,325,119,28,49,7104
"De 45 a 49 años (008)",1403,1379,9,95,144,184,411,324,149,63,24,6767
"De 50 y más años (009)",6914,6794,64,353,559,733,1792,1741,1090,462,120,37109
"Conviviente (010)",5132,4971,29,1322,1236,763,896,439,210,76,161,15413
"De 12 a 14 años (011)",28,6,,6,,,,,,,22,6
"De 15 a 19 años (012)",298,258,4,209,41,2,2,,,,40,305
"De 20 a 24 años (013)",889,851,9,471,288,63,20,,,,38,1318
"De 25 a 29 años (014)",1021,993,4,323,370,184,100,11,1,,28,2116
"De 30 a 34 años (015)",829,819,1,145,244,199,199,29,2,,10,2293
"De 35 a 39 años (016)",632,626,2,68,141,145,186,61,23,,6,2185
"De 40 a 44 años (017)",453,449,1,32,58,73,137,102,41,5,4,2013
"De 45 a 49 años (018)",324,323,2,20,38,42,95,72,41,13,1,1584
"De 50 y más años (019)",658,646,6,48,56,55,157,164,102,58,12,3593
"Separado(a) (020)",839,821,5,231,180,114,165,86,33,7,18,2559
"De 15 a 19 años (022)",20,20,,19,1,,,,,,,21
"De 20 a 24 años (023)",89,83,2,58,20,3,,,,,6,107
