"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia URUBAMBA (000)",19685,13955,2525,1555,1650
"Hombres (001)",13371,9050,1862,1144,1315
"Mujeres (002)",6314,4905,663,411,335
"De 06 a 14 años (003)",291,248,35,7,1
"Hombres (004)",195,162,28,4,1
"Mujeres (005)",96,86,7,3,
"De 15 a 29 años (006)",6239,4259,859,546,575
"Hombres (007)",4027,2614,609,388,416
"Mujeres (008)",2212,1645,250,158,159
"De 30 a 44 años (009)",7076,4811,937,638,690
"Hombres (010)",4787,3089,675,466,557
"Mujeres (011)",2289,1722,262,172,133
"De 45 a 64 años (012)",4767,3479,585,342,361
"Hombres (013)",3406,2355,465,267,319
"Mujeres (014)",1361,1124,120,75,42
"De 65 y más años (015)",1312,1158,109,22,23
"Hombres (016)",956,830,85,19,22
"Mujeres (017)",356,328,24,3,1
,,,,,
"URBANA (018)",11185,7197,1417,1253,1318
"Hombres (019)",6720,3884,917,891,1028
"Mujeres (020)",4465,3313,500,362,290
"De 06 a 14 años (021)",191,167,18,5,1
"Hombres (022)",118,101,13,3,1
"Mujeres (023)",73,66,5,2,
"De 15 a 29 años (024)",3790,2365,547,443,435
"Hombres (025)",2185,1220,351,309,305
"Mujeres (026)",1605,1145,196,134,130
"De 30 a 44 años (027)",4062,2470,519,511,562
"Hombres (028)",2411,1286,326,357,442
"Mujeres (029)",1651,1184,193,154,120
"De 45 a 64 años (030)",2530,1677,276,277,300
"Hombres (031)",1604,944,191,208,261
"Mujeres (032)",926,733,85,69,39
"De 65 y más años (033)",612,518,57,17,20
"Hombres (034)",402,333,36,14,19
"Mujeres (035)",210,185,21,3,1
,,,,,
"RURAL (036)",8500,6758,1108,302,332
"Hombres (037)",6651,5166,945,253,287
"Mujeres (038)",1849,1592,163,49,45
"De 06 a 14 años (039)",100,81,17,2,
"Hombres (040)",77,61,15,1,
"Mujeres (041)",23,20,2,1,
"De 15 a 29 años (042)",2449,1894,312,103,140
"Hombres (043)",1842,1394,258,79,111
"Mujeres (044)",607,500,54,24,29
"De 30 a 44 años (045)",3014,2341,418,127,128
"Hombres (046)",2376,1803,349,109,115
"Mujeres (047)",638,538,69,18,13
"De 45 a 64 años (048)",2237,1802,309,65,61
"Hombres (049)",1802,1411,274,59,58
"Mujeres (050)",435,391,35,6,3
"De 65 y más años (051)",700,640,52,5,3
"Hombres (052)",554,497,49,5,3
"Mujeres (053)",146,143,3,,
