"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",170,166,14,139,12,1,,,,,4,166
"De 20 a 24 años (023)",406,402,11,285,91,15,,,,,4,512
"De 25 a 29 años (024)",566,561,7,313,164,58,18,1,,,5,895
"De 30 a 34 años (025)",624,621,9,227,185,116,78,5,1,,3,1322
"De 35 a 39 años (026)",622,618,8,143,172,135,137,19,3,1,4,1636
"De 40 a 44 años (027)",480,477,8,71,123,96,115,47,13,4,3,1565
"De 45 a 49 años (028)",344,344,3,56,60,65,88,49,20,3,,1272
"De 50 y más años (029)",827,823,13,92,117,123,199,157,77,45,4,3727
"Casado(a) (030)",24846,24697,611,2124,4111,3923,5975,3860,2388,1705,149,112882
"De 12 a 14 años (031)",13,8,5,1,2,,,,,,5,5
"De 15 a 19 años (032)",176,162,37,98,22,5,,,,,14,157
"De 20 a 24 años (033)",867,852,61,348,302,103,36,2,,,15,1428
"De 25 a 29 años (034)",1983,1969,87,445,659,450,293,28,7,,14,4594
"De 30 a 34 años (035)",3053,3033,96,426,908,637,726,212,24,4,20,8915
"De 35 a 39 años (036)",3531,3516,54,256,745,806,1071,418,129,37,15,13026
"De 40 a 44 años (037)",3576,3560,43,147,553,674,1093,623,301,126,16,16047
"De 45 a 49 años (038)",3039,3030,29,111,367,497,821,597,389,219,9,15564
"De 50 y más años (039)",8608,8567,199,292,553,751,1935,1980,1538,1319,41,53146
"Viudo(a) (040)",5417,5361,144,269,442,515,1223,1212,851,705,56,31180
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",14,10,2,2,2,2,2,,,,4,20
"De 20 a 24 años (043)",20,18,1,6,9,1,1,,,,2,31
"De 25 a 29 años (044)",41,40,2,18,8,6,4,1,1,,1,84
"De 30 a 34 años (045)",81,81,,15,24,23,17,1,,1,,226
"De 35 a 39 años (046)",144,141,2,15,34,27,33,23,6,1,3,520
"De 40 a 44 años (047)",239,237,9,17,43,37,65,41,19,6,2,992
"De 45 a 49 años (048)",326,326,9,20,36,51,89,75,33,13,,1551
"De 50 y más años (049)",4551,4508,119,176,286,368,1012,1071,792,684,43,27756
"Divorciado(a) (050)",427,416,10,69,89,62,99,60,19,8,11,1501
"De 15 a 19 años (052)",4,1,,1,,,,,,,3,1
"De 20 a 24 años (053)",11,8,,6,2,,,,,,3,10
"De 25 a 29 años (054)",26,24,2,13,6,1,1,1,,,2,38
"De 30 a 34 años (055)",27,27,1,14,4,2,6,,,,,52
"De 35 a 39 años (056)",45,45,,8,18,6,10,2,1,,,125
"De 40 a 44 años (057)",65,65,,8,17,14,16,7,2,1,,224
"De 45 a 49 años (058)",47,46,2,2,12,12,12,6,,,1,151
"De 50 y más años (059)",202,200,5,17,30,27,54,44,16,7,2,900
"Soltero(a) (060)",32499,30180,25685,2992,955,355,193,,,,2319,6739
"De 12 a 14 años (061)",8279,8272,8262,8,2,,,,,,7,12
"De 15 a 19 años (062)",10362,10355,10008,331,13,3,,,,,7,366
"De 20 a 24 años (063)",6174,5245,4429,696,107,10,3,,,,929,952
"De 25 a 29 años (064)",3014,2304,1501,604,164,27,8,,,,710,1045
"De 30 a 34 años (065)",1576,1310,590,456,179,66,19,,,,266,1088
"De 35 a 39 años (066)",916,806,269,311,133,60,33,,,,110,889
"De 40 a 44 años (067)",624,555,161,194,110,57,33,,,,69,717
"De 45 a 49 años (068)",392,348,95,128,66,38,21,,,,44,458
"De 50 y más años (069)",1162,985,370,264,181,94,76,,,,177,1212
,,,,,,,,,,,,
"URBANA (080)",62944,60570,22641,9550,8503,5891,6925,3846,1991,1223,2374,130000
"De 12 a 14 años (081)",5995,5954,5929,20,5,,,,,,41,30
"De 15 a 19 años (082)",9455,9389,8512,757,95,22,3,,,,66,1025
"De 20 a 24 años (083)",8908,8013,4561,2384,854,174,35,5,,,895,4795
"De 25 a 29 años (084)",7526,6833,1796,2404,1666,682,265,17,3,,693,9033
"De 30 a 34 años (085)",6485,6231,739,1655,1903,1041,757,121,12,3,254,12727
"De 35 a 39 años (086)",5498,5390,341,892,1472,1190,1157,282,47,9,108,14688
"De 40 a 44 años (087)",4643,4571,203,469,956,965,1202,536,188,52,72,16100
"De 45 a 49 años (088)",3509,3468,124,299,564,670,930,557,239,85,41,14075
"De 50 y más años (089)",10925,10721,436,670,988,1147,2576,2328,1502,1074,204,57527
"Conviviente (090)",13197,12946,1571,4294,3341,1765,1315,470,138,52,251,26724
"De 12 a 14 años (091)",80,49,32,14,3,,,,,,31,20
"De 15 a 19 años (092)",1007,961,457,421,68,14,1,,,,46,603
"De 20 a 24 años (093)",2843,2754,544,1469,593,121,22,5,,,89,3143
"De 25 a 29 años (094)",3194,3143,305,1270,1007,411,143,6,1,,51,5160
"De 30 a 34 años (095)",2486,2470,113,678,837,482,308,48,2,2,16,5451
"De 35 a 39 años (096)",1581,1576,51,255,490,370,323,78,8,1,5,4308
"De 40 a 44 años (097)",933,928,24,103,192,208,232,132,29,8,5,3307
"De 45 a 49 años (098)",459,456,15,39,76,89,133,75,23,6,3,1783
"De 50 y más años (099)",614,609,30,45,75,70,153,126,75,35,5,2949
"Separado(a) (100)",3296,3274,61,1014,773,517,543,233,94,39,22,9186
"De 12 a 14 años (101)",7,6,4,2,,,,,,,1,2
"De 15 a 19 años (102)",107,104,11,84,8,1,,,,,3,103
"De 20 a 24 años (103)",290,287,6,202,66,13,,,,,3,373
"De 25 a 29 años (104)",447,442,7,251,129,44,11,,,,5,686
"De 30 a 34 años (105)",509,507,8,177,157,95,65,4,1,,2,1092
"De 35 a 39 años (106)",535,532,8,122,152,120,115,12,2,1,3,1382
"De 40 a 44 años (107)",412,410,8,58,111,78,99,42,12,2,2,1335
"De 45 a 49 años (108)",299,299,3,49,56,56,82,37,13,3,,1066
"De 50 y más años (109)",690,687,6,69,94,110,171,138,66,33,3,3147
"Casado(a) (110)",16595,16499,431,1617,3230,2946,4015,2291,1223,746,96,68119
"De 12 a 14 años (111)",9,5,4,1,,,,,,,4,1
"De 15 a 19 años (112)",87,76,26,40,6,4,,,,,11,64
"De 20 a 24 años (113)",394,387,48,181,115,32,11,,,,7,555
"De 25 a 29 años (114)",1150,1141,76,349,395,206,103,10,2,,9,2282
"De 30 a 34 años (115)",2083,2071,86,388,756,402,361,69,9,,12,5174
"De 35 a 39 años (116)",2477,2468,47,228,671,641,666,174,34,7,9,7855
"De 40 a 44 años (117)",2585,2573,32,129,509,599,793,333,140,38,12,10133
"De 45 a 49 años (118)",2171,2166,20,91,331,447,626,388,189,74,5,9773
"De 50 y más años (119)",5639,5612,92,210,447,615,1455,1317,849,627,27,32282
"Viudo(a) (120)",3535,3497,68,192,336,361,837,801,521,381,38,19588
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 15 a 19 años (122)",11,7,2,1,2,,2,,,,4,13
"De 20 a 24 años (123)",11,9,1,5,2,1,,,,,2,12
"De 25 a 29 años (124)",30,30,1,16,6,4,3,,,,,52
"De 30 a 34 años (125)",54,54,,11,21,12,9,,,1,,139
"De 35 a 39 años (126)",105,103,2,13,31,16,23,16,2,,2,342
"De 40 a 44 años (127)",165,163,5,12,39,30,45,22,6,4,2,612
"De 45 a 49 años (128)",228,228,7,18,31,39,65,52,14,2,,963
"De 50 y más años (129)",2930,2903,50,116,204,259,690,711,499,374,27,17455
"Divorciado(a) (130)",360,352,9,53,80,57,82,51,15,5,8,1250
"De 15 a 19 años (132)",3,1,,1,,,,,,,2,1
"De 20 a 24 años (133)",5,3,,2,1,,,,,,2,4
"De 25 a 29 años (134)",18,16,2,9,3,,1,1,,,2,25
"De 30 a 34 años (135)",20,20,1,12,2,2,3,,,,,34
"De 35 a 39 años (136)",39,39,,7,18,5,6,2,1,,,104
"De 40 a 44 años (137)",55,55,,6,16,13,12,7,1,,,179
"De 45 a 49 años (138)",44,43,2,2,12,11,11,5,,,1,138
"De 50 y más años (139)",176,175,4,14,28,26,49,36,13,5,1,765
"Soltero(a) (140)",25961,24002,20501,2380,743,245,133,,,,1959,5133
"De 12 a 14 años (141)",5898,5894,5889,3,2,,,,,,4,7
"De 15 a 19 años (142)",8240,8240,8016,210,11,3,,,,,,241
"De 20 a 24 años (143)",5365,4573,3962,525,77,7,2,,,,792,708
"De 25 a 29 años (144)",2687,2061,1405,509,126,17,4,,,,626,828
"De 30 a 34 años (145)",1333,1109,531,389,130,48,11,,,,224,837
"De 35 a 39 años (146)",761,672,233,267,110,38,24,,,,89,697
"De 40 a 44 años (147)",493,442,134,161,89,37,21,,,,51,534
"De 45 a 49 años (148)",308,276,77,100,58,28,13,,,,32,352
"De 50 y más años (149)",876,735,254,216,140,67,58,,,,141,929
,,,,,,,,,,,,
"RURAL (160)",21052,20500,5798,2564,2154,1806,3017,2214,1605,1342,552,68695
"De 12 a 14 años (161)",2420,2405,2390,11,4,,,,,,15,19
"De 15 a 19 años (162)",2764,2706,2149,485,65,7,,,,,58,636
"De 20 a 24 años (163)",2402,2219,579,892,557,150,38,3,,,183,2636
"De 25 a 29 años (164)",2031,1928,145,457,575,427,289,28,7,,103,4351
"De 30 a 34 años (165)",1873,1822,88,213,359,405,560,172,21,4,51,5915
"De 35 a 39 años (166)",1627,1597,47,121,159,275,552,298,112,33,30,6930
"De 40 a 44 años (167)",1457,1434,50,88,91,143,408,363,191,100,23,7624
"De 45 a 49 años (168)",1191,1174,30,64,66,93,262,261,238,160,17,7150
"De 50 y más años (169)",5287,5215,320,233,278,306,908,1089,1036,1045,72,33434
"Conviviente (170)",3562,3450,340,1037,795,468,502,180,86,42,112,8571
"De 12 a 14 años (171)",33,22,15,5,2,,,,,,11,9
"De 15 a 19 años (172)",486,440,143,250,43,4,,,,,46,348
"De 20 a 24 años (173)",989,953,94,466,307,74,11,1,,,36,1355
"De 25 a 29 años (174)",733,720,37,198,233,156,87,8,1,,13,1568
"De 30 a 34 años (175)",511,511,18,52,125,120,163,27,6,,,1588
"De 35 a 39 años (176)",286,285,4,25,39,61,102,40,12,2,1,1114
"De 40 a 44 años (177)",183,183,8,17,9,22,56,49,15,7,,872
"De 45 a 49 años (178)",93,92,1,7,13,11,28,16,12,4,1,446
"De 50 y más años (179)",248,244,20,17,24,20,55,39,40,29,4,1271
"Separado(a) (180)",752,746,17,315,151,92,92,45,20,14,6,1912
"De 12 a 14 años (181)",2,2,1,1,,,,,,,,1
"De 15 a 19 años (182)",63,62,3,55,4,,,,,,1,63
"De 20 a 24 años (183)",116,115,5,83,25,2,,,,,1,139
"De 25 a 29 años (184)",119,119,,62,35,14,7,1,,,,209
"De 30 a 34 años (185)",115,114,1,50,28,21,13,1,,,1,230
"De 35 a 39 años (186)",87,86,,21,20,15,22,7,1,,1,254
"De 40 a 44 años (187)",68,67,,13,12,18,16,5,1,2,1,230
"De 45 a 49 años (188)",45,45,,7,4,9,6,12,7,,,206
"De 50 y más años (189)",137,136,7,23,23,13,28,19,11,12,1,580
"Casado(a) (190)",8251,8198,180,507,881,977,1960,1569,1165,959,53,44763
"De 12 a 14 años (191)",4,3,1,,2,,,,,,1,4
"De 15 a 19 años (192)",89,86,11,58,16,1,,,,,3,93
"De 20 a 24 años (193)",473,465,13,167,187,71,25,2,,,8,873
"De 25 a 29 años (194)",833,828,11,96,264,244,190,18,5,,5,2312
"De 30 a 34 años (195)",970,962,10,38,152,235,365,143,15,4,8,3741
"De 35 a 39 años (196)",1054,1048,7,28,74,165,405,244,95,30,6,5171
"De 40 a 44 años (197)",991,987,11,18,44,75,300,290,161,88,4,5914
"De 45 a 49 años (198)",868,864,9,20,36,50,195,209,200,145,4,5791
"De 50 y más años (199)",2969,2955,107,82,106,136,480,663,689,692,14,20864
"Viudo(a) (200)",1882,1864,76,77,106,154,386,411,330,324,18,11592
"De 15 a 19 años (202)",3,3,,1,,2,,,,,,7
"De 20 a 24 años (203)",9,9,,1,7,,1,,,,,19
"De 25 a 29 años (204)",11,10,1,2,2,2,1,1,1,,1,32
"De 30 a 34 años (205)",27,27,,4,3,11,8,1,,,,87
"De 35 a 39 años (206)",39,38,,2,3,11,10,7,4,1,1,178
"De 40 a 44 años (207)",74,74,4,5,4,7,20,19,13,2,,380
"De 45 a 49 años (208)",98,98,2,2,5,12,24,23,19,11,,588
"De 50 y más años (209)",1621,1605,69,60,82,109,322,360,293,310,16,10301
"Divorciado(a) (210)",67,64,1,16,9,5,17,9,4,3,3,251
"De 15 a 19 años (212)",1,,,,,,,,,,1,
"De 20 a 24 años (213)",6,5,,4,1,,,,,,1,6
"De 25 a 29 años (214)",8,8,,4,3,1,,,,,,13
"De 30 a 34 años (215)",7,7,,2,2,,3,,,,,18
"De 35 a 39 años (216)",6,6,,1,,1,4,,,,,21
"De 40 a 44 años (217)",10,10,,2,1,1,4,,1,1,,45
"De 45 a 49 años (218)",3,3,,,,1,1,1,,,,13
"De 50 y más años (219)",26,25,1,3,2,1,5,8,3,2,1,135
"Soltero(a) (220)",6538,6178,5184,612,212,110,60,,,,360,1606
"De 12 a 14 años (221)",2381,2378,2373,5,,,,,,,3,5
"De 15 a 19 años (222)",2122,2115,1992,121,2,,,,,,7,125
"De 20 a 24 años (223)",809,672,467,171,30,3,1,,,,137,244
"De 25 a 29 años (224)",327,243,96,95,38,10,4,,,,84,217
"De 30 a 34 años (225)",243,201,59,67,49,18,8,,,,42,251
"De 35 a 39 años (226)",155,134,36,44,23,22,9,,,,21,192
"De 40 a 44 años (227)",131,113,27,33,21,20,12,,,,18,183
"De 45 a 49 años (228)",84,72,18,28,8,10,8,,,,12,106
"De 50 y más años (229)",286,250,116,48,41,27,18,,,,36,283
