"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (016)",592,17,537,4,21,,,,1,12,,
"Servicios sociales y de salud (017)",197,,79,72,17,6,,1,2,20,,
"Otras activ. serv.comun.soc y personales (018)",290,1,4,43,16,37,,4,13,172,,
"Hogares privados con servicio doméstico (019)",206,,,2,,1,,,,203,,
"Actividad economica no especificada (021)",258,,,1,16,,,,,,,241
"Hombres (022)",11372,50,375,377,197,483,2623,1480,1114,4510,83,80
"Agric., ganadería, caza y silvicultura (023)",5802,1,11,23,3,,2529,2,76,3157,,
"Pesca (024)",233,,,,,,94,,1,138,,
"Explotación de minas y canteras (025)",1633,2,82,121,56,2,,960,108,302,,
"Industrias manufactureras (026)",366,,6,10,2,2,,317,20,9,,
"Suministro de electricidad, gas y agua (027)",43,,2,5,2,,,13,8,13,,
"Construcción (028)",839,1,22,24,8,,,37,440,307,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",642,,1,35,4,339,,126,10,127,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",141,,,11,1,23,,100,5,1,,
"Comercio al por mayor (031)",34,,,2,,24,,,1,7,,
"Comercio al por menor (032)",467,,1,22,3,292,,26,4,119,,
"Hoteles y restaurantes (033)",151,,1,23,4,74,,,,49,,
"Trans., almac. y comunicaciones (034)",516,,4,18,11,2,,6,376,99,,
"Intermediación financiera (035)",9,,,2,6,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",232,,22,35,19,56,,10,25,65,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",359,36,16,20,63,3,,4,34,100,83,
"Enseñanza (038)",200,9,172,2,5,,,,1,11,,
"Servicios sociales y de salud (039)",80,,33,26,8,2,,1,2,8,,
"Otras activ. serv.comun.soc y personales (040)",164,1,3,32,3,3,,4,13,105,,
"Hogares privados con servicio doméstico (041)",19,,,,,,,,,19,,
"Actividad economica no especificada (043)",84,,,1,3,,,,,,,80
"Mujeres (044)",4938,18,457,190,187,922,525,100,15,2362,1,161
"Agric., ganadería, caza y silvicultura (045)",2153,,1,4,2,,522,,,1624,,
"Pesca (046)",5,,,,,,3,,,2,,
"Explotación de minas y canteras (047)",40,,10,7,14,,,7,,2,,
"Industrias manufactureras (048)",114,,1,5,4,12,,90,2,,,
"Construcción (050)",18,,,,1,,,,3,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",904,,3,38,3,696,,1,,163,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,,,2,1,2,,,,,,
"Comercio al por mayor (053)",26,,1,1,,24,,,,,,
"Comercio al por menor (054)",873,,2,35,2,670,,1,,163,,
"Hoteles y restaurantes (055)",370,,,26,4,173,,,,167,,
"Trans., almac. y comunicaciones (056)",77,,1,11,6,1,,1,8,49,,
"Intermediación financiera (057)",7,,1,,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",77,,12,14,31,,,1,1,18,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",177,10,16,24,66,1,,,1,58,1,
"Enseñanza (060)",392,8,365,2,16,,,,,1,,
"Servicios sociales y de salud (061)",117,,46,46,9,4,,,,12,,
"Otras activ. serv.comun.soc y personales (062)",126,,1,11,13,34,,,,67,,
"Hogares privados con servicio doméstico (063)",187,,,2,,1,,,,184,,
"Actividad economica no especificada (065)",174,,,,13,,,,,,,161
,,,,,,,,,,,,
"URBANA (066)",9342,57,665,450,291,1097,1328,1138,787,3284,69,176
"Agric., ganadería, caza y silvicultura (067)",3293,1,7,19,4,,1316,2,27,1917,,
"Pesca (068)",43,,,,,,12,,,31,,
"Explotación de minas y canteras (069)",1064,1,67,93,31,2,,671,64,135,,
"Industrias manufactureras (070)",373,,7,12,5,14,,310,19,6,,
"Suministro de electricidad, gas y agua (071)",30,,1,2,1,,,9,7,10,,
"Construcción (072)",594,1,14,19,7,,,27,331,195,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1252,,2,61,4,835,,100,8,242,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",109,,,7,2,17,,77,5,1,,
"Comercio al por mayor (075)",51,,1,3,,39,,,1,7,,
"Comercio al por menor (076)",1092,,1,51,2,779,,23,2,234,,
"Hoteles y restaurantes (077)",416,,1,38,5,194,,,,178,,
"Trans., almac. y comunicaciones (078)",445,,4,25,16,,,7,275,118,,
"Intermediación financiera (079)",14,,,2,10,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",196,,30,37,40,9,,5,16,59,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",409,37,24,40,105,2,,3,24,105,69,
"Enseñanza (082)",481,16,434,3,18,,,,1,9,,
"Servicios sociales y de salud (083)",167,,70,58,17,6,,1,2,13,,
"Otras activ. serv.comun.soc y personales (084)",232,1,4,40,15,34,,3,13,122,,
"Hogares privados con servicio doméstico (085)",143,,,,,1,,,,142,,
"Actividad economica no especificada (087)",190,,,1,13,,,,,,,176
"Hombres (088)",6115,42,292,294,134,343,1065,1056,776,1977,68,68
"Agric., ganadería, caza y silvicultura (089)",2304,1,6,17,2,,1054,2,27,1195,,
"Pesca (090)",42,,,,,,11,,,31,,
"Explotación de minas y canteras (091)",1036,1,61,87,22,2,,666,64,133,,
"Industrias manufactureras (092)",275,,6,8,1,2,,235,17,6,,
"Suministro de electricidad, gas y agua (093)",30,,1,2,1,,,9,7,10,,
"Construcción (094)",580,1,14,19,6,,,27,329,184,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",515,,,28,2,271,,99,8,107,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",105,,,6,1,15,,77,5,1,,
"Comercio al por mayor (097)",28,,,2,,18,,,1,7,,
"Comercio al por menor (098)",382,,,20,1,238,,22,2,99,,
"Hoteles y restaurantes (099)",111,,1,17,1,53,,,,39,,
"Trans., almac. y comunicaciones (100)",385,,3,15,11,,,6,269,81,,
"Intermediación financiera (101)",8,,,2,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",135,,21,28,13,9,,5,16,43,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",265,29,13,17,54,1,,3,23,57,68,
"Enseñanza (104)",162,9,137,2,4,,,,1,9,,
"Servicios sociales y de salud (105)",68,,26,22,8,2,,1,2,7,,
"Otras activ. serv.comun.soc y personales (106)",119,1,3,29,3,3,,3,13,64,,
"Hogares privados con servicio doméstico (107)",10,,,,,,,,,10,,
"Actividad economica no especificada (109)",70,,,1,1,,,,,,,68
"Mujeres (110)",3227,15,373,156,157,754,263,82,11,1307,1,108
"Agric., ganadería, caza y silvicultura (111)",989,,1,2,2,,262,,,722,,
"Pesca (112)",1,,,,,,1,,,,,
"Explotación de minas y canteras (113)",28,,6,6,9,,,5,,2,,
"Industrias manufactureras (114)",98,,1,4,4,12,,75,2,,,
"Construcción (116)",14,,,,1,,,,2,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",737,,2,33,2,564,,1,,135,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,1,1,2,,,,,,
"Comercio al por mayor (119)",23,,1,1,,21,,,,,,
"Comercio al por menor (120)",710,,1,31,1,541,,1,,135,,
"Hoteles y restaurantes (121)",305,,,21,4,141,,,,139,,
"Trans., almac. y comunicaciones (122)",60,,1,10,5,,,1,6,37,,
"Intermediación financiera (123)",6,,,,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",61,,9,9,27,,,,,16,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",144,8,11,23,51,1,,,1,48,1,
"Enseñanza (126)",319,7,297,1,14,,,,,,,
"Servicios sociales y de salud (127)",99,,44,36,9,4,,,,6,,
"Otras activ. serv.comun.soc y personales (128)",113,,1,11,12,31,,,,58,,
"Hogares privados con servicio doméstico (129)",133,,,,,1,,,,132,,
"Actividad economica no especificada (131)",120,,,,12,,,,,,,108
,,,,,,,,,,,,
"RURAL (132)",6968,11,167,117,93,308,1820,442,342,3588,15,65
"Agric., ganadería, caza y silvicultura (133)",4662,,5,8,1,,1735,,49,2864,,
"Pesca (134)",195,,,,,,85,,1,109,,
"Explotación de minas y canteras (135)",609,1,25,35,39,,,296,44,169,,
"Industrias manufactureras (136)",107,,,3,1,,,97,3,3,,
"Suministro de electricidad, gas y agua (137)",13,,1,3,1,,,4,1,3,,
"Construcción (138)",263,,8,5,2,,,10,112,126,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",294,,2,12,3,200,,27,2,48,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",37,,,6,,8,,23,,,,
"Comercio al por mayor (141)",9,,,,,9,,,,,,
"Comercio al por menor (142)",248,,2,6,3,183,,4,2,48,,
"Hoteles y restaurantes (143)",105,,,11,3,53,,,,38,,
"Trans., almac. y comunicaciones (144)",148,,1,4,1,3,,,109,30,,
"Intermediación financiera (145)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",113,,4,12,10,47,,6,10,24,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",127,9,8,4,24,2,,1,11,53,15,
"Enseñanza (148)",111,1,103,1,3,,,,,3,,
"Servicios sociales y de salud (149)",30,,9,14,,,,,,7,,
"Otras activ. serv.comun.soc y personales (150)",58,,,3,1,3,,1,,50,,
"Hogares privados con servicio doméstico (151)",63,,,2,,,,,,61,,
"Actividad economica no especificada (153)",68,,,,3,,,,,,,65
"Hombres (154)",5257,8,83,83,63,140,1558,424,338,2533,15,12
"Agric., ganadería, caza y silvicultura (155)",3498,,5,6,1,,1475,,49,1962,,
"Pesca (156)",191,,,,,,83,,1,107,,
"Explotación de minas y canteras (157)",597,1,21,34,34,,,294,44,169,,
"Industrias manufactureras (158)",91,,,2,1,,,82,3,3,,
"Suministro de electricidad, gas y agua (159)",13,,1,3,1,,,4,1,3,,
"Construcción (160)",259,,8,5,2,,,10,111,123,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",127,,1,7,2,68,,27,2,20,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",36,,,5,,8,,23,,,,
"Comercio al por mayor (163)",6,,,,,6,,,,,,
"Comercio al por menor (164)",85,,1,2,2,54,,4,2,20,,
"Hoteles y restaurantes (165)",40,,,6,3,21,,,,10,,
"Trans., almac. y comunicaciones (166)",131,,1,3,,2,,,107,18,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",97,,1,7,6,47,,5,9,22,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",94,7,3,3,9,2,,1,11,43,15,
"Enseñanza (170)",38,,35,,1,,,,,2,,
"Servicios sociales y de salud (171)",12,,7,4,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",45,,,3,,,,1,,41,,
"Hogares privados con servicio doméstico (173)",9,,,,,,,,,9,,
"Actividad economica no especificada (175)",14,,,,2,,,,,,,12
"Mujeres (176)",1711,3,84,34,30,168,262,18,4,1055,,53
"Agric., ganadería, caza y silvicultura (177)",1164,,,2,,,260,,,902,,
"Pesca (178)",4,,,,,,2,,,2,,
"Explotación de minas y canteras (179)",12,,4,1,5,,,2,,,,
"Industrias manufactureras (180)",16,,,1,,,,15,,,,
"Construcción (182)",4,,,,,,,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",167,,1,5,1,132,,,,28,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,,,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",163,,1,4,1,129,,,,28,,
"Hoteles y restaurantes (187)",65,,,5,,32,,,,28,,
"Trans., almac. y comunicaciones (188)",17,,,1,1,1,,,2,12,,
"Intermediación financiera (189)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",16,,3,5,4,,,1,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",33,2,5,1,15,,,,,10,,
"Enseñanza (192)",73,1,68,1,2,,,,,1,,
"Servicios sociales y de salud (193)",18,,2,10,,,,,,6,,
"Otras activ. serv.comun.soc y personales (194)",13,,,,1,3,,,,9,,
"Hogares privados con servicio doméstico (195)",54,,,2,,,,,,52,,
"Actividad economica no especificada (197)",54,,,,1,,,,,,,53
