"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CASTILLA (000)",16310,68,832,567,384,1405,3148,1580,1129,6872,84,241
"Agric., ganadería, caza y silvicultura (001)",7955,1,12,27,5,,3051,2,76,4781,,
"Pesca (002)",238,,,,,,97,,1,140,,
"Explotación de minas y canteras (003)",1673,2,92,128,70,2,,967,108,304,,
"Industrias manufactureras (004)",480,,7,15,6,14,,407,22,9,,
"Suministro de electricidad, gas y agua (005)",43,,2,5,2,,,13,8,13,,
"Construcción (006)",857,1,22,24,9,,,37,443,321,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1546,,4,73,7,1035,,127,10,290,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",146,,,13,2,25,,100,5,1,,
"Comercio al por mayor (009)",60,,1,3,,48,,,1,7,,
"Comercio al por menor (010)",1340,,3,57,5,962,,27,4,282,,
"Hoteles y restaurantes (011)",521,,1,49,8,247,,,,216,,
"Trans., almac. y comunicaciones (012)",593,,5,29,17,3,,7,384,148,,
"Intermediación financiera (013)",16,,1,2,11,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",309,,34,49,50,56,,11,26,83,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",536,46,32,44,129,4,,4,35,158,84,
