"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1800,,,,33,59,841,66,801
"Técnicos de nivel medio ytrab.asimilados (039)",406,4,,9,47,62,205,40,39
"Jefes y empleados de oficina (040)",370,,,3,81,39,165,18,64
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1827,92,2,391,851,118,241,54,78
"Agricult.trabaj. calif.agrop. y pesquros (042)",3559,550,3,1467,1264,95,104,35,41
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",827,9,3,186,441,59,71,28,30
"Obreros. construc., conf., papel, fab., instr (044)",752,14,,104,400,86,99,18,31
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3821,454,9,1214,1656,174,207,46,61
"Otra (046)",59,,,,5,2,32,9,11
"Ocupación no especificada (047)",437,62,,116,161,25,37,12,24
"Hombres (048)",8738,408,8,2262,3479,493,1097,238,753
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",49,,,1,14,3,12,3,16
"Profes., científicos e intelectuales (050)",955,,,,9,31,399,36,480
"Técnicos de nivel medio ytrab.asimilados (051)",267,3,,6,39,53,108,31,27
"Jefes y empleados de oficina (052)",218,,,2,70,23,66,11,46
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",652,9,,128,342,38,79,26,30
"Agricult.trabaj. calif.agrop. y pesquros (054)",2771,261,2,1184,1083,87,88,30,36
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",707,5,2,152,381,52,64,27,24
"Obreros. construc., conf., papel, fab., instr (056)",738,14,,100,394,84,98,17,31
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2098,101,4,632,1047,104,132,38,40
"Otra (058)",59,,,,5,2,32,9,11
"Ocupación no especificada (059)",224,15,,57,95,16,19,10,12
"Mujeres (060)",5184,777,9,1229,1476,231,923,91,448
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",15,,,,2,2,6,,5
"Profes., científicos e intelectuales (062)",845,,,,24,28,442,30,321
"Técnicos de nivel medio ytrab.asimilados (063)",139,1,,3,8,9,97,9,12
"Jefes y empleados de oficina (064)",152,,,1,11,16,99,7,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1175,83,2,263,509,80,162,28,48
"Agricult.trabaj. calif.agrop. y pesquros (066)",788,289,1,283,181,8,16,5,5
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",120,4,1,34,60,7,7,1,6
"Obreros. construc., conf., papel, fab., instr (068)",14,,,4,6,2,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1723,353,5,582,609,70,75,8,21
"Ocupación no especificada (071)",213,47,,59,66,9,18,2,12
,,,,,,,,,
"RURAL (072)",9658,1163,6,3706,3615,273,480,148,267
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",5,,,2,1,,1,,1
"Profes., científicos e intelectuales (074)",350,,,,20,25,158,4,143
"Técnicos de nivel medio ytrab.asimilados (075)",102,,,6,19,14,45,8,10
"Jefes y empleados de oficina (076)",52,,,1,24,6,10,4,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",433,24,,138,182,29,36,14,10
"Agricult.trabaj. calif.agrop. y pesquros (078)",3596,585,1,1831,1021,40,60,27,31
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1588,52,,343,971,73,78,39,32
"Obreros. construc., conf., papel, fab., instr (080)",180,1,,37,95,8,23,9,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3048,460,5,1221,1171,71,55,41,24
"Ocupación no especificada (083)",304,41,,127,111,7,14,2,2
"Hombres (084)",7352,558,5,2900,3053,215,316,128,177
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (086)",153,,,,2,9,67,1,74
"Técnicos de nivel medio ytrab.asimilados (087)",75,,,6,12,11,32,6,8
"Jefes y empleados de oficina (088)",40,,,1,18,5,7,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",152,2,,43,73,9,15,6,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",2998,337,1,1603,917,36,51,27,26
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1478,38,,311,918,68,75,37,31
"Obreros. construc., conf., papel, fab., instr (092)",177,1,,36,94,8,22,9,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2112,167,4,830,950,64,42,37,18
"Ocupación no especificada (095)",164,13,,69,69,5,4,2,2
"Mujeres (096)",2306,605,1,806,562,58,164,20,90
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,1,1,,,,
"Profes., científicos e intelectuales (098)",197,,,,18,16,91,3,69
"Técnicos de nivel medio ytrab.asimilados (099)",27,,,,7,3,13,2,2
"Jefes y empleados de oficina (100)",12,,,,6,1,3,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",281,22,,95,109,20,21,8,6
"Agricult.trabaj. calif.agrop. y pesquros (102)",598,248,,228,104,4,9,,5
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",110,14,,32,53,5,3,2,1
"Obreros. construc., conf., papel, fab., instr (104)",3,,,1,1,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",936,293,1,391,221,7,13,4,6
"Ocupación no especificada (107)",140,28,,58,42,2,10,,
