"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PAUCARTAMBO (000)",42069,2758,6548,6627,3936,6479,5733,7836,2152
"Sabe leer y escribir (001)",27967,,4075,6402,3693,5315,3890,4022,570
"No sabe leer y escribir (002)",14102,2758,2473,225,243,1164,1843,3814,1582
"Hombres (004)",21163,1426,3257,3361,2001,3280,2898,3931,1009
"Sabe leer y escribir (005)",16045,,2039,3274,1943,3016,2462,2887,424
"No sabe leer y escribir (006)",5118,1426,1218,87,58,264,436,1044,585
"Mujeres (008)",20906,1332,3291,3266,1935,3199,2835,3905,1143
"Sabe leer y escribir (009)",11922,,2036,3128,1750,2299,1428,1135,146
"No sabe leer y escribir (010)",8984,1332,1255,138,185,900,1407,2770,997
,,,,,,,,,
"URBANA (012)",7909,427,1037,1186,782,1301,1230,1547,399
"Sabe leer y escribir (013)",6376,,775,1175,770,1214,1072,1158,212
"No sabe leer y escribir (014)",1533,427,262,11,12,87,158,389,187
"Hombres (016)",3928,221,515,573,386,622,612,808,191
"Sabe leer y escribir (017)",3378,,384,569,383,596,577,732,137
"No sabe leer y escribir (018)",550,221,131,4,3,26,35,76,54
"Mujeres (020)",3981,206,522,613,396,679,618,739,208
"Sabe leer y escribir (021)",2998,,391,606,387,618,495,426,75
"No sabe leer y escribir (022)",983,206,131,7,9,61,123,313,133
,,,,,,,,,
"RURAL (024)",34160,2331,5511,5441,3154,5178,4503,6289,1753
"Sabe leer y escribir (025)",21591,,3300,5227,2923,4101,2818,2864,358
"No sabe leer y escribir (026)",12569,2331,2211,214,231,1077,1685,3425,1395
"Hombres (028)",17235,1205,2742,2788,1615,2658,2286,3123,818
"Sabe leer y escribir (029)",12667,,1655,2705,1560,2420,1885,2155,287
"No sabe leer y escribir (030)",4568,1205,1087,83,55,238,401,968,531
"Mujeres (032)",16925,1126,2769,2653,1539,2520,2217,3166,935
"Sabe leer y escribir (033)",8924,,1645,2522,1363,1681,933,709,71
"No sabe leer y escribir (034)",8001,1126,1124,131,176,839,1284,2457,864
