"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AREQUIPA (000)",364137,344834,119334,56156,63581,41838,38298,15652,6590,3385,19303,669431
"De 12 a 14 años (001)",23997,23897,23807,82,8,,,,,,100,98
"De 15 a 19 años (002)",44129,43753,41242,2248,198,40,25,,,,376,2864
"De 20 a 24 años (003)",44338,38258,25033,9980,2710,405,92,38,,,6080,17242
"De 25 a 29 años (004)",40599,35002,11973,12511,7819,2107,535,43,14,,5597,37098
"De 30 a 34 años (005)",37753,35047,6039,10215,11833,4870,1867,183,27,13,2706,57901
"De 35 a 39 años (006)",33824,32517,3294,6587,11759,6629,3646,503,80,19,1307,69620
"De 40 a 44 años (007)",29728,28822,2041,4217,9459,6937,4790,1063,252,63,906,74190
"De 45 a 49 años (008)",25049,24445,1521,3075,6926,5780,5045,1549,414,135,604,70936
"De 50 y más años (009)",84720,83093,4384,7241,12869,15070,22298,12273,5803,3155,1627,339482
"Conviviente (010)",66039,64775,7095,19717,17940,9440,7243,2226,813,301,1264,139796
"De 12 a 14 años (011)",202,126,82,43,1,,,,,,76,45
"De 15 a 19 años (012)",3138,2892,1317,1416,135,14,10,,,,246,1768
"De 20 a 24 años (013)",11213,10790,2495,5997,1922,289,58,29,,,423,11133
"De 25 a 29 años (014)",13768,13512,1585,5769,4474,1304,346,25,9,,256,20308
"De 30 a 34 años (015)",12346,12234,626,3273,4863,2344,1006,102,14,6,112,25117
"De 35 a 39 años (016)",9225,9179,345,1462,3227,2275,1572,252,35,11,46,23494
"De 40 a 44 años (017)",6258,6219,214,747,1694,1565,1485,392,94,28,39,18925
"De 45 a 49 años (018)",3806,3797,142,414,790,806,1074,406,131,34,9,13177
"De 50 y más años (019)",6083,6026,289,596,834,843,1692,1020,530,222,57,25829
