"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SIHUAS (000)",8288,1249,1341,4183,63,1317,135
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,37,,,1,,
"Profes., científicos e intelectuales (002)",816,781,,31,2,2,
"Técnicos de nivel medio y trab. asimilados (003)",123,73,,47,3,,
"Jefes y empleados de oficina (004)",181,181,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",310,39,5,211,8,47,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3491,,,3454,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",195,,74,114,2,5,
"Obreros construc.,conf.,papel, fab., instr. (008)",220,19,120,65,9,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2720,67,1109,187,,1222,135
"Otra (010)",14,14,,,,,
"Ocupación no especificada (011)",180,38,33,74,1,34,
"Hombres (012)",5682,728,1074,3220,49,606,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",32,31,,,1,,
"Profes., científicos e intelectuales (014)",460,444,,13,2,1,
"Técnicos de nivel medio y trab. asimilados (015)",85,46,,36,3,,
"Jefes y empleados de oficina (016)",109,109,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",120,17,,84,6,13,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2885,,,2858,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",172,,66,102,1,3,
"Obreros construc.,conf.,papel, fab., instr. (020)",219,19,120,65,9,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1528,36,875,42,,570,5
"Otra (022)",14,14,,,,,
"Ocupación no especificada (023)",58,12,13,20,,13,
"Mujeres (024)",2606,521,267,963,14,711,130
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,6,,,,,
"Profes., científicos e intelectuales (026)",356,337,,18,,1,
"Técnicos de nivel medio y trab. asimilados (027)",38,27,,11,,,
"Jefes y empleados de oficina (028)",72,72,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",190,22,5,127,2,34,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",606,,,596,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",23,,8,12,1,2,
"Obreros construc.,conf.,papel, fab., instr. (032)",1,,,,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1192,31,234,145,,652,130
"Ocupación no especificada (035)",122,26,20,54,1,21,
,,,,,,,
"URBANA (036)",2688,988,431,946,22,204,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,22,,,1,,
"Profes., científicos e intelectuales (038)",655,630,,21,2,2,
"Técnicos de nivel medio y trab. asimilados (039)",110,62,,45,3,,
"Jefes y empleados de oficina (040)",142,142,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",226,29,1,156,7,33,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",477,,,476,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",126,,46,74,2,4,
"Obreros construc.,conf.,papel, fab., instr. (044)",150,18,80,45,5,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",694,42,293,105,,157,97
"Otra (046)",14,14,,,,,
"Ocupación no especificada (047)",71,29,11,24,1,6,
"Hombres (048)",1634,560,365,596,18,93,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,18,,,1,,
"Profes., científicos e intelectuales (050)",356,344,,9,2,1,
"Técnicos de nivel medio y trab. asimilados (051)",78,41,,34,3,,
"Jefes y empleados de oficina (052)",77,77,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",82,12,,57,5,8,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",338,,,337,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",110,,40,67,1,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",149,18,80,45,5,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",378,25,238,33,,80,2
"Otra (058)",14,14,,,,,
"Ocupación no especificada (059)",33,11,7,14,,1,
"Mujeres (060)",1054,428,66,350,4,111,95
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",299,286,,12,,1,
"Técnicos de nivel medio y trab. asimilados (063)",32,21,,11,,,
"Jefes y empleados de oficina (064)",65,65,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",144,17,1,99,2,25,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",139,,,139,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",16,,6,7,1,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,,,,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",316,17,55,72,,77,95
"Ocupación no especificada (071)",38,18,4,10,1,5,
,,,,,,,
"RURAL (072)",5600,261,910,3237,41,1113,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,15,,,,,
"Profes., científicos e intelectuales (074)",161,151,,10,,,
"Técnicos de nivel medio y trab. asimilados (075)",13,11,,2,,,
"Jefes y empleados de oficina (076)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",84,10,4,55,1,14,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3014,,,2978,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",69,,28,40,,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",70,1,40,20,4,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2026,25,816,82,,1065,38
"Ocupación no especificada (083)",109,9,22,50,,28,
"Hombres (084)",4048,168,709,2624,31,513,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",104,100,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",7,5,,2,,,
"Jefes y empleados de oficina (088)",32,32,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",38,5,,27,1,5,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2547,,,2521,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",62,,26,35,,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",70,1,40,20,4,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1150,11,637,9,,490,3
"Ocupación no especificada (095)",25,1,6,6,,12,
"Mujeres (096)",1552,93,201,613,10,600,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",57,51,,6,,,
"Técnicos de nivel medio y trab. asimilados (099)",6,6,,,,,
"Jefes y empleados de oficina (100)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",46,5,4,28,,9,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",467,,,457,10,,
