"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PUNO (000)",217799,8278,21739,23994,22683,40384,31639,50934,18148
"Sin nivel (001)",26690,8278,2344,107,91,312,572,6363,8623
"Educación inicial (002)",5215,,5027,109,11,32,36,,
"Primaria (003)",64409,,14368,14371,1474,3918,5927,17427,6924
"Secundaria (004)",67636,,,9407,17208,16253,11213,12106,1449
"Superior no univ. incompleto (005)",8018,,,,1490,3952,1375,1125,76
"Superior no univ. completo (006)",11882,,,,,3981,3917,3619,365
"Superior univ. incompleto (007)",12983,,,,2409,6834,1684,1940,116
"Superior univ. completo (008)",20966,,,,,5102,6915,8354,595
"Hombres (010)",107174,4200,11149,12577,11487,19749,14858,24467,8687
"Sin nivel (011)",8726,4200,1210,56,38,121,120,889,2092
"Educación inicial (012)",2627,,2546,55,4,9,13,,
"Primaria (013)",30131,,7393,7505,534,1017,1578,7344,4760
"Secundaria (014)",36421,,,4961,9009,8296,5846,7313,996
"Superior no univ. incompleto (015)",4160,,,,739,2023,705,644,49
"Superior no univ. completo (016)",6002,,,,,1843,1852,2046,261
"Superior univ. incompleto (017)",7488,,,,1163,4031,1046,1159,89
"Superior univ. completo (018)",11619,,,,,2409,3698,5072,440
"Mujeres (020)",110625,4078,10590,11417,11196,20635,16781,26467,9461
"Sin nivel (021)",17964,4078,1134,51,53,191,452,5474,6531
"Educación inicial (022)",2588,,2481,54,7,23,23,,
"Primaria (023)",34278,,6975,6866,940,2901,4349,10083,2164
"Secundaria (024)",31215,,,4446,8199,7957,5367,4793,453
"Superior no univ. incompleto (025)",3858,,,,751,1929,670,481,27
"Superior no univ. completo (026)",5880,,,,,2138,2065,1573,104
"Superior univ. incompleto (027)",5495,,,,1246,2803,638,781,27
"Superior univ. completo (028)",9347,,,,,2693,3217,3282,155
,,,,,,,,,
"URBANA (030)",129971,4659,12692,14070,14360,26844,20913,29910,6523
"Sin nivel (031)",9764,4659,1108,45,37,109,168,1625,2013
"Educación inicial (032)",3353,,3217,91,9,16,20,,
"Primaria (033)",28524,,8367,7937,459,1045,1915,6430,2371
