"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",39413,,,5997,10435,8038,6003,7864,1076
"Superior no univ. incompleto (035)",6440,,,,1133,3122,1136,985,64
"Superior no univ. completo (036)",10448,,,,,3344,3531,3246,327
"Superior univ. incompleto (037)",12088,,,,2287,6360,1525,1807,109
"Superior univ. completo (038)",19941,,,,,4810,6615,7953,563
"Hombres (040)",63651,2326,6461,7325,7241,13114,9693,14456,3035
"Sin nivel (041)",3528,2326,566,25,18,41,36,189,327
"Educación inicial (042)",1682,,1618,48,3,5,8,,
"Primaria (043)",12631,,4277,4140,197,268,422,2055,1272
"Secundaria (044)",19912,,,3112,5393,3935,2703,4091,678
"Superior no univ. incompleto (045)",3130,,,,530,1493,536,531,40
"Superior no univ. completo (046)",4972,,,,,1448,1584,1715,225
"Superior univ. incompleto (047)",6873,,,,1100,3705,930,1055,83
"Superior univ. completo (048)",10923,,,,,2219,3474,4820,410
"Mujeres (050)",66320,2333,6231,6745,7119,13730,11220,15454,3488
"Sin nivel (051)",6236,2333,542,20,19,68,132,1436,1686
"Educación inicial (052)",1671,,1599,43,6,11,12,,
"Primaria (053)",15893,,4090,3797,262,777,1493,4375,1099
"Secundaria (054)",19501,,,2885,5042,4103,3300,3773,398
"Superior no univ. incompleto (055)",3310,,,,603,1629,600,454,24
"Superior no univ. completo (056)",5476,,,,,1896,1947,1531,102
"Superior univ. incompleto (057)",5215,,,,1187,2655,595,752,26
"Superior univ. completo (058)",9018,,,,,2591,3141,3133,153
,,,,,,,,,
"RURAL (060)",87828,3619,9047,9924,8323,13540,10726,21024,11625
"Sin nivel (061)",16926,3619,1236,62,54,203,404,4738,6610
"Educación inicial (062)",1862,,1810,18,2,16,16,,
"Primaria (063)",35885,,6001,6434,1015,2873,4012,10997,4553
"Secundaria (064)",28223,,,3410,6773,8215,5210,4242,373
"Superior no univ. incompleto (065)",1578,,,,357,830,239,140,12
"Superior no univ. completo (066)",1434,,,,,637,386,373,38
"Superior univ. incompleto (067)",895,,,,122,474,159,133,7
"Superior univ. completo (068)",1025,,,,,292,300,401,32
"Hombres (070)",43523,1874,4688,5252,4246,6635,5165,10011,5652
"Sin nivel (071)",5198,1874,644,31,20,80,84,700,1765
"Educación inicial (072)",945,,928,7,1,4,5,,
"Primaria (073)",17500,,3116,3365,337,749,1156,5289,3488
"Secundaria (074)",16509,,,1849,3616,4361,3143,3222,318
"Superior no univ. incompleto (075)",1030,,,,209,530,169,113,9
"Superior no univ. completo (076)",1030,,,,,395,268,331,36
"Superior univ. incompleto (077)",615,,,,63,326,116,104,6
"Superior univ. completo (078)",696,,,,,190,224,252,30
"Mujeres (080)",44305,1745,4359,4672,4077,6905,5561,11013,5973
"Sin nivel (081)",11728,1745,592,31,34,123,320,4038,4845
"Educación inicial (082)",917,,882,11,1,12,11,,
"Primaria (083)",18385,,2885,3069,678,2124,2856,5708,1065
"Secundaria (084)",11714,,,1561,3157,3854,2067,1020,55
"Superior no univ. incompleto (085)",548,,,,148,300,70,27,3
"Superior no univ. completo (086)",404,,,,,242,118,42,2
"Superior univ. incompleto (087)",280,,,,59,148,43,29,1
"Superior univ. completo (088)",329,,,,,102,76,149,2
