"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",123818,250,10341,5557,6110,21501,14324,12846,15489,26666,1082,4995,4657
"Agric., ganadería, caza y silvicultura (001)",22131,8,107,132,58,5,13795,17,75,7934,,,
"Pesca (002)",1142,,7,5,1,,529,,,600,,,
"Explotación de minas y canteras (003)",261,,31,31,27,,,125,5,42,,,
"Industrias manufactureras (004)",11420,9,140,423,264,22,,9306,896,360,,,
"Suministro de electricidad, gas y agua (005)",276,,19,36,44,,,37,11,129,,,
"Construcción (006)",5428,8,117,231,50,,,425,3477,1120,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",25767,35,265,973,350,15902,,2745,252,5245,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3121,3,55,162,54,557,,2053,124,113,,,
"Comercio al por mayor (009)",1343,16,37,179,72,912,,3,25,99,,,
"Comercio al por menor (010)",21303,16,173,632,224,14433,,689,103,5033,,,
"Hoteles y restaurantes (011)",6871,6,56,183,287,4133,,,2,2204,,,
"Trans., almac. y comunicaciones (012)",13641,14,68,280,505,43,,81,10516,2134,,,
"Intermediación financiera (013)",415,6,45,76,268,1,,,,19,,,
"Activid.inmobil., empres. y alquileres (014)",5504,14,1279,1340,1500,688,,75,134,474,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",4132,59,325,255,1690,126,,17,90,488,1082,,
"Enseñanza (016)",7139,83,6696,51,219,,,,1,89,,,
"Servicios sociales y de salud (017)",2143,,855,827,199,91,,3,7,161,,,
"Otras activ. serv.comun.soc y personales (018)",3486,5,287,613,185,490,,15,23,1868,,,
"Hogares privados con servicio doméstico (019)",3778,,,3,,,,,,3775,,,
"Organiz. y organos extraterritoriales (020)",10,,3,,7,,,,,,,,
"Actividad economica no especificada (021)",5617,3,41,98,456,,,,,24,,4995,
"Desocupado (022)",4657,,,,,,,,,,,,4657
"Hombres (023)",81814,197,5342,3692,3094,9791,12558,10915,14748,14346,1029,3064,3038
"Agric., ganadería, caza y silvicultura (024)",17740,8,86,112,37,,12062,17,71,5347,,,
"Pesca (025)",1076,,7,5,1,,496,,,567,,,
"Explotación de minas y canteras (026)",235,,30,30,21,,,112,5,37,,,
"Industrias manufactureras (027)",8908,9,110,314,177,11,,7505,474,308,,,
"Suministro de electricidad, gas y agua (028)",245,,17,34,34,,,36,11,113,,,
"Construcción (029)",5207,7,109,214,35,,,418,3370,1054,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",14244,30,171,665,171,7758,,2652,246,2551,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2821,3,41,132,33,380,,2009,119,104,,,
"Comercio al por mayor (032)",975,15,19,126,46,648,,3,25,93,,,
"Comercio al por menor (033)",10448,12,111,407,92,6730,,640,102,2354,,,
"Hoteles y restaurantes (034)",1743,1,34,98,134,992,,,2,482,,,
"Trans., almac. y comunicaciones (035)",13033,12,50,211,350,26,,78,10355,1951,,,
"Intermediación financiera (036)",258,5,31,41,166,1,,,,14,,,
"Activid.inmobil., empres. y alquileres (037)",3708,13,941,950,625,671,,71,125,312,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",2835,48,203,158,931,122,,14,59,271,1029,,
"Enseñanza (039)",3167,58,2913,33,94,,,,1,68,,,
"Servicios sociales y de salud (040)",870,,369,322,83,29,,3,7,57,,,
"Otras activ. serv.comun.soc y personales (041)",1952,4,241,438,93,181,,9,22,964,,,
"Hogares privados con servicio doméstico (042)",236,,,,,,,,,236,,,
"Organiz. y organos extraterritoriales (043)",8,,2,,6,,,,,,,,
"Actividad economica no especificada (044)",3311,2,28,67,136,,,,,14,,3064,
"Desocupado (045)",3038,,,,,,,,,,,,3038
"Mujeres (046)",42004,53,4999,1865,3016,11710,1766,1931,741,12320,53,1931,1619
"Agric., ganadería, caza y silvicultura (047)",4391,,21,20,21,5,1733,,4,2587,,,
"Pesca (048)",66,,,,,,33,,,33,,,
"Explotación de minas y canteras (049)",26,,1,1,6,,,13,,5,,,
"Industrias manufactureras (050)",2512,,30,109,87,11,,1801,422,52,,,
"Suministro de electricidad, gas y agua (051)",31,,2,2,10,,,1,,16,,,
"Construcción (052)",221,1,8,17,15,,,7,107,66,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",11523,5,94,308,179,8144,,93,6,2694,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",300,,14,30,21,177,,44,5,9,,,
"Comercio al por mayor (055)",368,1,18,53,26,264,,,,6,,,
"Comercio al por menor (056)",10855,4,62,225,132,7703,,49,1,2679,,,
"Hoteles y restaurantes (057)",5128,5,22,85,153,3141,,,,1722,,,
"Trans., almac. y comunicaciones (058)",608,2,18,69,155,17,,3,161,183,,,
"Intermediación financiera (059)",157,1,14,35,102,,,,,5,,,
"Activid.inmobil., empres. y alquileres (060)",1796,1,338,390,875,17,,4,9,162,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",1297,11,122,97,759,4,,3,31,217,53,,
"Enseñanza (062)",3972,25,3783,18,125,,,,,21,,,
"Servicios sociales y de salud (063)",1273,,486,505,116,62,,,,104,,,
"Otras activ. serv.comun.soc y personales (064)",1534,1,46,175,92,309,,6,1,904,,,
"Hogares privados con servicio doméstico (065)",3542,,,3,,,,,,3539,,,
"Organiz. y organos extraterritoriales (066)",2,,1,,1,,,,,,,,
"Actividad economica no especificada (067)",2306,1,13,31,320,,,,,10,,1931,
"Desocupado (068)",1619,,,,,,,,,,,,1619
,,,,,,,,,,,,,
"URBANA (069)",105842,242,9929,5457,6050,20929,5314,12205,15067,21037,1050,4279,4283
"Agric., ganadería, caza y silvicultura (070)",8196,8,100,119,53,5,4853,14,67,2977,,,
"Pesca (071)",949,,7,4,1,,461,,,476,,,
"Explotación de minas y canteras (072)",216,,31,30,27,,,88,5,35,,,
"Industrias manufactureras (073)",10689,9,137,416,263,22,,8752,740,350,,,
"Suministro de electricidad, gas y agua (074)",274,,19,35,44,,,37,11,128,,,
"Construcción (075)",5290,8,116,227,50,,,413,3386,1090,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",25203,35,264,967,349,15479,,2713,251,5145,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",3090,3,55,159,54,556,,2027,123,113,,,
"Comercio al por mayor (078)",1326,16,37,179,72,895,,3,25,99,,,
"Comercio al por menor (079)",20787,16,172,629,223,14028,,683,103,4933,,,
"Hoteles y restaurantes (080)",6690,6,55,182,287,4019,,,2,2139,,,
"Trans., almac. y comunicaciones (081)",13436,14,68,275,505,43,,80,10351,2100,,,
"Intermediación financiera (082)",414,6,45,75,268,1,,,,19,,,
"Activid.inmobil., empres. y alquileres (083)",5450,14,1269,1336,1492,671,,74,133,461,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",4045,58,322,255,1656,118,,17,90,479,1050,,
"Enseñanza (085)",6764,76,6333,50,216,,,,1,88,,,
"Servicios sociales y de salud (086)",2078,,837,791,198,84,,3,7,158,,,
"Otras activ. serv.comun.soc y personales (087)",3410,5,282,596,181,487,,14,23,1822,,,
"Hogares privados con servicio doméstico (088)",3547,,,1,,,,,,3546,,,
"Organiz. y organos extraterritoriales (089)",10,,3,,7,,,,,,,,
"Actividad economica no especificada (090)",4898,3,41,98,453,,,,,24,,4279,
"Desocupado (091)",4283,,,,,,,,,,,,4283
"Hombres (092)",68283,191,5082,3621,3051,9525,4575,10524,14453,10837,997,2670,2757
"Agric., ganadería, caza y silvicultura (093)",6614,8,80,99,33,,4145,14,63,2172,,,
"Pesca (094)",887,,7,4,1,,430,,,445,,,
"Explotación de minas y canteras (095)",199,,30,29,21,,,84,5,30,,,
"Industrias manufactureras (096)",8544,9,107,307,176,11,,7191,442,301,,,
"Suministro de electricidad, gas y agua (097)",243,,17,33,34,,,36,11,112,,,
"Construcción (098)",5070,7,108,210,35,,,406,3280,1024,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",13940,30,171,659,170,7540,,2621,245,2504,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2791,3,41,129,33,379,,1984,118,104,,,
"Comercio al por mayor (101)",962,15,19,126,46,635,,3,25,93,,,
"Comercio al por menor (102)",10187,12,111,404,91,6526,,634,102,2307,,,
"Hoteles y restaurantes (103)",1718,1,33,98,134,976,,,2,474,,,
"Trans., almac. y comunicaciones (104)",12832,12,50,206,350,26,,77,10192,1919,,,
"Intermediación financiera (105)",257,5,31,40,166,1,,,,14,,,
"Activid.inmobil., empres. y alquileres (106)",3663,13,931,948,621,654,,70,124,302,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",2757,47,200,158,904,114,,14,59,264,997,,
"Enseñanza (108)",2936,53,2688,32,94,,,,1,68,,,
"Servicios sociales y de salud (109)",839,,362,306,82,24,,3,7,55,,,
"Otras activ. serv.comun.soc y personales (110)",1894,4,237,425,90,179,,8,22,929,,,
"Hogares privados con servicio doméstico (111)",210,,,,,,,,,210,,,
"Organiz. y organos extraterritoriales (112)",8,,2,,6,,,,,,,,
"Actividad economica no especificada (113)",2915,2,28,67,134,,,,,14,,2670,
"Desocupado (114)",2757,,,,,,,,,,,,2757
"Mujeres (115)",37559,51,4847,1836,2999,11404,739,1681,614,10200,53,1609,1526
"Agric., ganadería, caza y silvicultura (116)",1582,,20,20,20,5,708,,4,805,,,
"Pesca (117)",62,,,,,,31,,,31,,,
"Explotación de minas y canteras (118)",17,,1,1,6,,,4,,5,,,
"Industrias manufactureras (119)",2145,,30,109,87,11,,1561,298,49,,,
"Suministro de electricidad, gas y agua (120)",31,,2,2,10,,,1,,16,,,
"Construcción (121)",220,1,8,17,15,,,7,106,66,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",11263,5,93,308,179,7939,,92,6,2641,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",299,,14,30,21,177,,43,5,9,,,
"Comercio al por mayor (124)",364,1,18,53,26,260,,,,6,,,
"Comercio al por menor (125)",10600,4,61,225,132,7502,,49,1,2626,,,
"Hoteles y restaurantes (126)",4972,5,22,84,153,3043,,,,1665,,,
"Trans., almac. y comunicaciones (127)",604,2,18,69,155,17,,3,159,181,,,
