"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (106)",39,,8,13,,4,,,,14,,
"Hogares privados con servicio doméstico (107)",6,,,,,,,,,6,,
"Actividad economica no especificada (109)",95,,,,1,,,,,2,,92
"Mujeres (110)",1601,11,345,66,139,427,18,74,17,404,,100
"Agric., ganadería, caza y silvicultura (111)",39,,,1,,,18,,,20,,
"Explotación de minas y canteras (113)",17,,1,,3,,,9,,4,,
"Industrias manufactureras (114)",77,,,1,,8,,65,3,,,
"Suministro de electricidad, gas y agua (115)",2,,1,,1,,,,,,,
"Construcción (116)",26,,1,,,,,,7,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",350,1,2,3,,285,,,,59,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,1,,1,,,,,,
"Comercio al por mayor (119)",16,,,1,,15,,,,,,
"Comercio al por menor (120)",332,1,2,1,,269,,,,59,,
"Hoteles y restaurantes (121)",198,1,,13,2,117,,,,65,,
"Trans., almac. y comunicaciones (122)",15,,,,7,1,,,3,4,,
"Intermediación financiera (123)",3,,,2,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",29,,1,7,10,1,,,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",137,6,5,4,106,,,,3,13,,
"Enseñanza (126)",327,3,317,1,4,,,,,2,,
"Servicios sociales y de salud (127)",56,,14,34,4,3,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",95,,3,,1,12,,,,79,,
"Hogares privados con servicio doméstico (129)",129,,,,,,,,,129,,
"Actividad economica no especificada (131)",101,,,,,,,,,1,,100
,,,,,,,,,,,,
"RURAL (132)",10048,15,199,261,148,229,4815,1038,744,2260,4,335
"Agric., ganadería, caza y silvicultura (133)",6246,,,4,,,4814,2,4,1422,,
"Pesca (134)",1,,,,,,1,,,,,
"Explotación de minas y canteras (135)",1880,,72,213,107,13,,754,404,317,,
"Industrias manufactureras (136)",238,,4,11,,,,208,4,11,,
"Construcción (138)",418,,3,3,2,,,13,200,197,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",217,,1,3,,119,,45,4,45,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",37,,,1,,1,,34,1,,,
"Comercio al por mayor (141)",14,,,1,,10,,1,1,1,,
"Comercio al por menor (142)",166,,1,1,,108,,10,2,44,,
"Hoteles y restaurantes (143)",97,,,1,,86,,,,10,,
"Trans., almac. y comunicaciones (144)",136,,,5,4,,,4,85,38,,
"Activid.inmobil., empres. y alquileres (146)",105,,2,10,15,10,,12,38,18,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",47,12,,1,16,,,,4,10,4,
"Enseñanza (148)",118,3,110,,2,,,,1,2,,
"Servicios sociales y de salud (149)",17,,7,7,2,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",18,,,3,,,,,,15,,
"Hogares privados con servicio doméstico (151)",175,,,,,,,,,175,,
"Actividad economica no especificada (153)",335,,,,,,,,,,,335
"Hombres (154)",8949,14,134,241,131,128,4646,946,741,1844,4,120
"Agric., ganadería, caza y silvicultura (155)",5880,,,4,,,4645,2,4,1225,,
"Pesca (156)",1,,,,,,1,,,,,
"Explotación de minas y canteras (157)",1796,,58,202,101,11,,716,402,306,,
"Industrias manufactureras (158)",183,,4,10,,,,154,4,11,,
"Construcción (160)",415,,3,3,2,,,13,199,195,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",149,,,3,,69,,45,4,28,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",37,,,1,,1,,34,1,,,
"Comercio al por mayor (163)",10,,,1,,6,,1,1,1,,
"Comercio al por menor (164)",102,,,1,,62,,10,2,27,,
"Hoteles y restaurantes (165)",41,,,1,,37,,,,3,,
"Trans., almac. y comunicaciones (166)",133,,,3,4,,,4,85,37,,
"Activid.inmobil., empres. y alquileres (168)",96,,1,10,11,10,,12,38,14,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",40,11,,1,11,,,,4,9,4,
"Enseñanza (170)",73,3,65,,2,,,,1,2,,
"Servicios sociales y de salud (171)",6,,3,2,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",11,,,2,,,,,,9,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",120,,,,,,,,,,,120
"Mujeres (176)",1099,1,65,20,17,101,169,92,3,416,,215
"Agric., ganadería, caza y silvicultura (177)",366,,,,,,169,,,197,,
"Explotación de minas y canteras (179)",84,,14,11,6,2,,38,2,11,,
"Industrias manufactureras (180)",55,,,1,,,,54,,,,
"Construcción (182)",3,,,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",68,,1,,,50,,,,17,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",64,,1,,,46,,,,17,,
"Hoteles y restaurantes (187)",56,,,,,49,,,,7,,
"Trans., almac. y comunicaciones (188)",3,,,2,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",9,,1,,4,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,1,,,5,,,,,1,,
"Enseñanza (192)",45,,45,,,,,,,,,
"Servicios sociales y de salud (193)",11,,4,5,2,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",7,,,1,,,,,,6,,
"Hogares privados con servicio doméstico (195)",170,,,,,,,,,170,,
"Actividad economica no especificada (197)",215,,,,,,,,,,,215
