"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia AMBO (000)",55483,54705,485,293
"Hombres (001)",27878,27529,185,164
"Mujeres (002)",27605,27176,300,129
"Menores de 1 año (003)",960,788,109,63
"Hombres (004)",515,428,54,33
"Mujeres (005)",445,360,55,30
"De 1 a 5 años (006)",6226,5909,107,210
"Hombres (007)",3231,3059,51,121
"Mujeres (008)",2995,2850,56,89
"De 6 a 14 años (009)",13591,13563,16,12
"Hombres (010)",6896,6877,9,10
"Mujeres (011)",6695,6686,7,2
"De 15 a 29 años (012)",13363,13349,14,
"Hombres (013)",6670,6665,5,
"Mujeres (014)",6693,6684,9,
"De 30 a 44 años (015)",9605,9583,20,2
"Hombres (016)",4725,4714,11,
"Mujeres (017)",4880,4869,9,2
"De 45 a 64 años (018)",7825,7772,51,2
"Hombres (019)",3892,3879,13,
"Mujeres (020)",3933,3893,38,2
"De 65 a más años (021)",3913,3741,168,4
"Hombres (022)",1949,1907,42,
"Mujeres (023)",1964,1834,126,4
,,,,
"URBANA (024)",18453,18260,117,76
"Hombres (025)",9111,9035,38,38
"Mujeres (026)",9342,9225,79,38
"Menores de 1 año (027)",324,255,36,33
"Hombres (028)",153,122,14,17
"Mujeres (029)",171,133,22,16
"De 1 a 5 años (030)",1764,1701,23,40
"Hombres (031)",923,893,11,19
"Mujeres (032)",841,808,12,21
"De 6 a 14 años (033)",4082,4078,2,2
"Hombres (034)",2085,2081,2,2
"Mujeres (035)",1997,1997,,
"De 15 a 29 años (036)",4673,4672,1,
"Hombres (037)",2265,2265,,
"Mujeres (038)",2408,2407,1,
"De 30 a 44 años (039)",3394,3393,1,
"Hombres (040)",1623,1622,1,
"Mujeres (041)",1771,1771,,
"De 45 a 64 años (042)",2831,2819,11,1
"Hombres (043)",1398,1395,3,
"Mujeres (044)",1433,1424,8,1
"De 65 a más años (045)",1385,1342,43,
"Hombres (046)",664,657,7,
"Mujeres (047)",721,685,36,
,,,,
"RURAL (048)",37030,36445,368,217
"Hombres (049)",18767,18494,147,126
"Mujeres (050)",18263,17951,221,91
"Menores de 1 año (051)",636,533,73,30
"Hombres (052)",362,306,40,16
"Mujeres (053)",274,227,33,14
"De 1 a 5 años (054)",4462,4208,84,170
"Hombres (055)",2308,2166,40,102
"Mujeres (056)",2154,2042,44,68
"De 6 a 14 años (057)",9509,9485,14,10
"Hombres (058)",4811,4796,7,8
"Mujeres (059)",4698,4689,7,2
"De 15 a 29 años (060)",8690,8677,13,
"Hombres (061)",4405,4400,5,
"Mujeres (062)",4285,4277,8,
"De 30 a 44 años (063)",6211,6190,19,2
"Hombres (064)",3102,3092,10,
"Mujeres (065)",3109,3098,9,2
"De 45 a 64 años (066)",4994,4953,40,1
"Hombres (067)",2494,2484,10,
"Mujeres (068)",2500,2469,30,1
"De 65 a más años (069)",2528,2399,125,4
"Hombres (070)",1285,1250,35,
"Mujeres (071)",1243,1149,90,4
