"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"Viudo(a) (040)",134,613,485,2,79.1,0.3,
"De 15 a 19 años (042)",2,1,1,1,100,100,
"De 20 a 24 años (043)",1,1,1,,100,,
"De 25 a 29 años (044)",5,7,6,,85.7,,
"De 30 a 34 años (045)",10,34,32,,94.1,,
"De 35 a 39 años (046)",10,31,27,,87.1,,
"De 40 a 44 años (047)",11,53,42,1,79.2,1.9,
"De 45 a 49 años (048)",12,67,56,,83.6,,
"De 50 y más años (049)",83,419,320,,76.4,,
"Divorciado(a) (050)",21,82,72,,87.8,,
"De 20 a 24 años (053)",2,2,2,,100,,
"De 25 a 29 años (054)",2,,,,,,
"De 30 a 34 años (055)",1,3,3,,100,,
"De 35 a 39 años (056)",1,3,3,,100,,
"De 40 a 44 años (057)",6,30,30,,100,,
"De 45 a 49 años (058)",2,6,6,,100,,
"De 50 y más años (059)",7,38,28,,73.7,,
"Soltero(a) (060)",1602,231,221,12,95.7,5.2,
"De 12 a 14 años (061)",470,1,1,1,100,100,
"De 15 a 19 años (062)",615,22,21,2,95.5,9.1,
"De 20 a 24 años (063)",284,63,63,7,100,11.1,
"De 25 a 29 años (064)",114,45,43,2,95.6,4.4,
"De 30 a 34 años (065)",48,25,25,,100,,
"De 35 a 39 años (066)",34,30,25,,83.3,,
"De 40 a 44 años (067)",14,26,24,,92.3,,
"De 45 a 49 años (068)",7,8,8,,100,,
"De 50 y más años (069)",16,11,11,,100,,
,,,,,,,
"URBANA (080)",2518,4808,4504,161,93.7,3.3,
"De 12 a 14 años (081)",251,2,2,1,100,50,
"De 15 a 19 años (082)",358,67,65,23,97,34.3,
"De 20 a 24 años (083)",416,393,384,47,97.7,12,
"De 25 a 29 años (084)",370,597,583,42,97.7,7,
"De 30 a 34 años (085)",356,814,791,24,97.2,2.9,
"De 35 a 39 años (086)",269,828,790,17,95.4,2.1,
"De 40 a 44 años (087)",199,727,671,6,92.3,0.8,
"De 45 a 49 años (088)",133,574,521,1,90.8,0.2,
"De 50 y más años (089)",166,806,697,,86.5,,
"Conviviente (090)",1227,2840,2715,131,95.6,4.6,
"De 12 a 14 años (091)",2,1,1,,100,,
"De 15 a 19 años (092)",85,48,47,20,97.9,41.7,
"De 20 a 24 años (093)",259,317,309,39,97.5,12.3,
"De 25 a 29 años (094)",272,493,481,34,97.6,6.9,
"De 30 a 34 años (095)",241,597,576,19,96.5,3.2,
"De 35 a 39 años (096)",159,523,505,14,96.6,2.7,
"De 40 a 44 años (097)",104,384,363,4,94.5,1,
"De 45 a 49 años (098)",65,288,260,1,90.3,0.3,
"De 50 y más años (099)",40,189,173,,91.5,,
"Separado(a) (100)",114,298,280,4,94,1.3,
"De 15 a 19 años (102)",9,10,10,1,100,10,
"De 20 a 24 años (103)",23,28,28,2,100,7.1,
"De 25 a 29 años (104)",13,23,23,1,100,4.3,
"De 30 a 34 años (105)",16,35,35,,100,,
"De 35 a 39 años (106)",18,49,45,,91.8,,
"De 40 a 44 años (107)",12,37,32,,86.5,,
"De 45 a 49 años (108)",12,52,51,,98.1,,
"De 50 y más años (109)",11,64,56,,87.5,,
"Casado(a) (110)",372,1305,1203,17,92.2,1.3,
"De 15 a 19 años (112)",1,,,,,,
"De 20 a 24 años (113)",10,15,14,2,93.3,13.3,
"De 25 a 29 años (114)",30,63,62,5,98.4,7.9,
"De 30 a 34 años (115)",66,158,156,5,98.7,3.2,
"De 35 a 39 años (116)",75,234,223,3,95.3,1.3,
"De 40 a 44 años (117)",69,265,235,2,88.7,0.8,
"De 45 a 49 años (118)",46,198,177,,89.4,,
"De 50 y más años (119)",75,372,336,,90.3,,
"Viudo(a) (120)",44,214,160,1,74.8,0.5,
"De 15 a 19 años (122)",1,1,1,1,100,100,
"De 25 a 29 años (124)",2,1,1,,100,,
"De 30 a 34 años (125)",2,6,6,,100,,
"De 35 a 39 años (126)",3,10,7,,70,,
"De 40 a 44 años (127)",1,4,4,,100,,
"De 45 a 49 años (128)",4,24,21,,87.5,,
"De 50 y más años (129)",31,168,120,,71.4,,
"Divorciado(a) (130)",9,41,40,,97.6,,
"De 30 a 34 años (135)",1,3,3,,100,,
"De 40 a 44 años (137)",5,25,25,,100,,
"De 45 a 49 años (138)",1,4,4,,100,,
"De 50 y más años (139)",2,9,8,,88.9,,
"Soltero(a) (140)",752,110,106,8,96.4,7.3,
"De 12 a 14 años (141)",249,1,1,1,100,100,
"De 15 a 19 años (142)",262,8,7,1,87.5,12.5,
"De 20 a 24 años (143)",124,33,33,4,100,12.1,
"De 25 a 29 años (144)",53,17,16,2,94.1,11.8,
"De 30 a 34 años (145)",30,15,15,,100,,
"De 35 a 39 años (146)",14,12,10,,83.3,,
"De 40 a 44 años (147)",8,12,12,,100,,
"De 45 a 49 años (148)",5,8,8,,100,,
"De 50 y más años (149)",7,4,4,,100,,
,,,,,,,
"RURAL (160)",3616,7638,6885,285,90.1,3.7,
"De 12 a 14 años (161)",226,1,1,,100,,
"De 15 a 19 años (162)",606,195,184,51,94.4,26.2,
"De 20 a 24 años (163)",825,825,795,82,96.4,9.9,
"De 25 a 29 años (164)",552,985,948,74,96.2,7.5,
"De 30 a 34 años (165)",395,1121,1047,42,93.4,3.7,
"De 35 a 39 años (166)",334,1222,1116,23,91.3,1.9,
"De 40 a 44 años (167)",238,1089,980,10,90,0.9,
"De 45 a 49 años (168)",161,798,693,3,86.8,0.4,
"De 50 y más años (169)",279,1402,1121,,80,,
"Conviviente (170)",2122,5077,4640,261,91.4,5.1,
"De 12 a 14 años (171)",5,1,1,,100,,
"De 15 a 19 años (172)",235,165,154,47,93.3,28.5,
"De 20 a 24 años (173)",607,716,691,76,96.5,10.6,
"De 25 a 29 años (174)",428,858,824,70,96,8.2,
"De 30 a 34 años (175)",286,863,806,38,93.4,4.4,
"De 35 a 39 años (176)",239,938,850,20,90.6,2.1,
"De 40 a 44 años (177)",138,659,591,7,89.7,1.1,
"De 45 a 49 años (178)",83,396,341,3,86.1,0.8,
"De 50 y más años (179)",101,481,382,,79.4,,
"Separado(a) (180)",132,352,315,7,89.5,2,
"De 15 a 19 años (182)",13,13,13,2,100,15.4,
"De 20 a 24 años (183)",34,44,40,1,90.9,2.3,
"De 25 a 29 años (184)",19,31,31,1,100,3.2,
"De 30 a 34 años (185)",22,60,56,2,93.3,3.3,
"De 35 a 39 años (186)",13,46,43,,93.5,,
"De 40 a 44 años (187)",14,56,55,1,98.2,1.8,
"De 45 a 49 años (188)",8,38,34,,89.5,,
"De 50 y más años (189)",9,64,43,,67.2,,
"Casado(a) (190)",410,1648,1458,12,88.5,0.7,
"De 15 a 19 años (192)",4,3,3,1,100,33.3,
"De 20 a 24 años (193)",21,32,31,2,96.9,6.3,
"De 25 a 29 años (194)",39,62,61,3,98.4,4.8,
"De 30 a 34 años (195)",61,160,149,2,93.1,1.3,
"De 35 a 39 años (196)",54,196,185,3,94.4,1.5,
"De 40 a 44 años (197)",69,306,279,1,91.2,0.3,
"De 45 a 49 años (198)",59,319,281,,88.1,,
"De 50 y más años (199)",103,570,469,,82.3,,
"Viudo(a) (200)",90,399,325,1,81.5,0.3,
"De 15 a 19 años (202)",1,,,,,,
"De 20 a 24 años (203)",1,1,1,,100,,
"De 25 a 29 años (204)",3,6,5,,83.3,,
"De 30 a 34 años (205)",8,28,26,,92.9,,
"De 35 a 39 años (206)",7,21,20,,95.2,,
"De 40 a 44 años (207)",10,49,38,1,77.6,2,
"De 45 a 49 años (208)",8,43,35,,81.4,,
"De 50 y más años (209)",52,251,200,,79.7,,
"Divorciado(a) (210)",12,41,32,,78,,
"De 20 a 24 años (213)",2,2,2,,100,,
"De 25 a 29 años (214)",2,,,,,,
"De 35 a 39 años (216)",1,3,3,,100,,
"De 40 a 44 años (217)",1,5,5,,100,,
"De 45 a 49 años (218)",1,2,2,,100,,
"De 50 y más años (219)",5,29,20,,69,,
"Soltero(a) (220)",850,121,115,4,95,3.3,
"De 12 a 14 años (221)",221,,,,,,
"De 15 a 19 años (222)",353,14,14,1,100,7.1,
"De 20 a 24 años (223)",160,30,30,3,100,10,
"De 25 a 29 años (224)",61,28,27,,96.4,,
"De 30 a 34 años (225)",18,10,10,,100,,
"De 35 a 39 años (226)",20,18,15,,83.3,,
"De 40 a 44 años (227)",6,14,12,,85.7,,
"De 45 a 49 años (228)",2,,,,,,
"De 50 y más años (229)",9,7,7,,100,,
