"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia NAZCA (000)",23355,6244,6533,8730,408,902,538
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",82,72,,,10,,
"Profes., científicos e intelectuales (002)",1761,1481,,246,31,3,
"Técnicos de nivel medio y trab. asimilados (003)",1392,956,,352,68,16,
"Jefes y empleados de oficina (004)",1083,1076,,3,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3687,1151,45,2094,84,313,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1690,5,11,1589,85,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3311,,1907,1320,59,25,
"Obreros construc.,conf.,papel, fab., instr. (008)",3134,405,1152,1519,41,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6341,795,3099,1418,19,472,538
"Otra (010)",167,167,,,,,
"Ocupación no especificada (011)",707,136,319,189,11,52,
"Hombres (012)",15689,3501,5712,5706,270,421,79
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",53,45,,,8,,
"Profes., científicos e intelectuales (014)",867,687,,155,23,2,
"Técnicos de nivel medio y trab. asimilados (015)",971,680,,242,39,10,
"Jefes y empleados de oficina (016)",456,454,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1461,608,10,742,25,76,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1399,5,11,1313,70,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3096,,1870,1151,54,21,
"Obreros construc.,conf.,papel, fab., instr. (020)",3060,404,1131,1475,37,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3678,383,2432,513,6,265,79
"Otra (022)",162,162,,,,,
"Ocupación no especificada (023)",486,73,258,114,8,33,
"Mujeres (024)",7666,2743,821,3024,138,481,459
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",29,27,,,2,,
"Profes., científicos e intelectuales (026)",894,794,,91,8,1,
"Técnicos de nivel medio y trab. asimilados (027)",421,276,,110,29,6,
"Jefes y empleados de oficina (028)",627,622,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2226,543,35,1352,59,237,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",291,,,276,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",215,,37,169,5,4,
"Obreros construc.,conf.,papel, fab., instr. (032)",74,1,21,44,4,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2663,412,667,905,13,207,459
"Otra (034)",5,5,,,,,
"Ocupación no especificada (035)",221,63,61,75,3,19,
,,,,,,,
"URBANA (036)",20586,6030,5159,7796,383,711,507
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",77,67,,,10,,
"Profes., científicos e intelectuales (038)",1704,1432,,242,28,2,
"Técnicos de nivel medio y trab. asimilados (039)",1363,934,,345,68,16,
"Jefes y empleados de oficina (040)",1057,1051,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3556,1101,42,2022,83,308,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1066,2,11,984,69,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3119,,1821,1216,57,25,
"Obreros construc.,conf.,papel, fab., instr. (044)",3002,395,1101,1450,39,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4942,755,1989,1376,19,296,507
"Otra (046)",166,166,,,,,
"Ocupación no especificada (047)",534,127,195,159,10,43,
"Hombres (048)",13615,3372,4650,4959,248,312,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",51,43,,,8,,
"Profes., científicos e intelectuales (050)",838,663,,153,21,1,
"Técnicos de nivel medio y trab. asimilados (051)",953,667,,237,39,10,
"Jefes y empleados de oficina (052)",440,439,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1408,579,9,722,24,74,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",867,2,11,798,56,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2912,,1787,1052,52,21,
"Obreros construc.,conf.,papel, fab., instr. (056)",2931,394,1080,1409,35,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2700,358,1601,495,6,166,74
"Otra (058)",161,161,,,,,
"Ocupación no especificada (059)",354,66,162,93,7,26,
"Mujeres (060)",6971,2658,509,2837,135,399,433
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",26,24,,,2,,
"Profes., científicos e intelectuales (062)",866,769,,89,7,1,
"Técnicos de nivel medio y trab. asimilados (063)",410,267,,108,29,6,
"Jefes y empleados de oficina (064)",617,612,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2148,522,33,1300,59,234,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",199,,,186,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",207,,34,164,5,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",71,1,21,41,4,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2242,397,388,881,13,130,433
"Otra (070)",5,5,,,,,
"Ocupación no especificada (071)",180,61,33,66,3,17,
,,,,,,,
"RURAL (072)",2769,214,1374,934,25,191,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,5,,,,,
"Profes., científicos e intelectuales (074)",57,49,,4,3,1,
"Técnicos de nivel medio y trab. asimilados (075)",29,22,,7,,,
"Jefes y empleados de oficina (076)",26,25,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",131,50,3,72,1,5,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",624,3,,605,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",192,,86,104,2,,
"Obreros construc.,conf.,papel, fab., instr. (080)",132,10,51,69,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1399,40,1110,42,,176,31
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",173,9,124,30,1,9,
"Hombres (084)",2074,129,1062,747,22,109,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",29,24,,2,2,1,
"Técnicos de nivel medio y trab. asimilados (087)",18,13,,5,,,
"Jefes y empleados de oficina (088)",16,15,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",53,29,1,20,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",532,3,,515,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",184,,83,99,2,,
"Obreros construc.,conf.,papel, fab., instr. (092)",129,10,51,66,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",978,25,831,18,,99,5
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",132,7,96,21,1,7,
"Mujeres (096)",695,85,312,187,3,82,26
