"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",3871,,,,776,1762,765,531,37
"Superior no univ. completo (036)",4943,,,,,1871,1640,1345,87
"Superior univ. incompleto (037)",2907,,,,571,1478,457,382,19
"Superior univ. completo (038)",5144,,,,,1446,1667,1939,92
"Hombres (040)",42961,1816,4718,5490,5097,7808,6502,9292,2238
"Sin nivel (041)",3079,1816,309,45,48,96,90,329,346
"Educación inicial (042)",1188,,1135,13,8,14,18,,
"Primaria (043)",14992,,3274,3447,541,1165,1451,3625,1489
"Secundaria (044)",15324,,,1985,3916,3521,2734,2930,238
"Superior no univ. incompleto (045)",1818,,,,297,784,379,333,25
"Superior no univ. completo (046)",2293,,,,,807,738,694,54
"Superior univ. incompleto (047)",1551,,,,287,770,248,232,14
"Superior univ. completo (048)",2716,,,,,651,844,1149,72
"Mujeres (050)",43582,1710,4523,5454,5330,8601,7012,8984,1968
"Sin nivel (051)",4492,1710,256,36,59,150,234,1149,898
"Educación inicial (052)",1154,,1115,8,6,10,15,,
"Primaria (053)",15843,,3152,3272,659,1563,2161,4149,887
"Secundaria (054)",13606,,,2138,3843,3333,2282,1897,113
"Superior no univ. incompleto (055)",2053,,,,479,978,386,198,12
"Superior no univ. completo (056)",2650,,,,,1064,902,651,33
"Superior univ. incompleto (057)",1356,,,,284,708,209,150,5
"Superior univ. completo (058)",2428,,,,,795,823,790,20
,,,,,,,,,
"RURAL (060)",85247,4644,12238,12977,9142,14126,11342,15919,4859
"Sin nivel (061)",15494,4644,1648,166,273,793,1190,4021,2759
"Educación inicial (062)",2639,,2537,29,10,36,27,,
"Primaria (063)",48458,,8053,10140,3608,7761,6879,10011,2006
"Secundaria (064)",16675,,,2642,5125,4765,2645,1428,70
"Superior no univ. incompleto (065)",594,,,,99,280,138,71,6
"Superior no univ. completo (066)",690,,,,,263,247,171,9
"Superior univ. incompleto (067)",234,,,,27,109,49,49,
"Superior univ. completo (068)",463,,,,,119,167,168,9
"Hombres (070)",45059,2415,6261,6806,4970,7532,5941,8447,2687
"Sin nivel (071)",6201,2415,813,83,123,277,378,1101,1011
"Educación inicial (072)",1337,,1289,19,5,15,9,,
"Primaria (073)",26291,,4159,5345,1911,3918,3426,5931,1601
"Secundaria (074)",10031,,,1359,2862,2897,1794,1063,56
"Superior no univ. incompleto (075)",342,,,,52,158,73,55,4
"Superior no univ. completo (076)",414,,,,,133,147,127,7
"Superior univ. incompleto (077)",151,,,,17,63,32,39,
"Superior univ. completo (078)",292,,,,,71,82,131,8
"Mujeres (080)",40188,2229,5977,6171,4172,6594,5401,7472,2172
"Sin nivel (081)",9293,2229,835,83,150,516,812,2920,1748
"Educación inicial (082)",1302,,1248,10,5,21,18,,
"Primaria (083)",22167,,3894,4795,1697,3843,3453,4080,405
"Secundaria (084)",6644,,,1283,2263,1868,851,365,14
"Superior no univ. incompleto (085)",252,,,,47,122,65,16,2
"Superior no univ. completo (086)",276,,,,,130,100,44,2
"Superior univ. incompleto (087)",83,,,,10,46,17,10,
"Superior univ. completo (088)",171,,,,,48,85,37,1
