"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JAEN (000)",171790,8170,21479,23921,19569,30535,24856,34195,9065
"Sin nivel (001)",23065,8170,2213,247,380,1039,1514,5499,4003
"Educación inicial (002)",4981,,4787,50,24,60,60,,
"Primaria (003)",79293,,14479,16859,4808,10489,10491,17785,4382
"Secundaria (004)",45605,,,6765,12884,11619,7661,6255,421
"Superior no univ. incompleto (005)",4465,,,,875,2042,903,602,43
"Superior no univ. completo (006)",5633,,,,,2134,1887,1516,96
"Superior univ. incompleto (007)",3141,,,,598,1587,506,431,19
"Superior univ. completo (008)",5607,,,,,1565,1834,2107,101
"Hombres (010)",88020,4231,10979,12296,10067,15340,12443,17739,4925
"Sin nivel (011)",9280,4231,1122,128,171,373,468,1430,1357
"Educación inicial (012)",2525,,2424,32,13,29,27,,
"Primaria (013)",41283,,7433,8792,2452,5083,4877,9556,3090
"Secundaria (014)",25355,,,3344,6778,6418,4528,3993,294
"Superior no univ. incompleto (015)",2160,,,,349,942,452,388,29
"Superior no univ. completo (016)",2707,,,,,940,885,821,61
"Superior univ. incompleto (017)",1702,,,,304,833,280,271,14
"Superior univ. completo (018)",3008,,,,,722,926,1280,80
"Mujeres (020)",83770,3939,10500,11625,9502,15195,12413,16456,4140
"Sin nivel (021)",13785,3939,1091,119,209,666,1046,4069,2646
"Educación inicial (022)",2456,,2363,18,11,31,33,,
"Primaria (023)",38010,,7046,8067,2356,5406,5614,8229,1292
"Secundaria (024)",20250,,,3421,6106,5201,3133,2262,127
"Superior no univ. incompleto (025)",2305,,,,526,1100,451,214,14
"Superior no univ. completo (026)",2926,,,,,1194,1002,695,35
"Superior univ. incompleto (027)",1439,,,,294,754,226,160,5
"Superior univ. completo (028)",2599,,,,,843,908,827,21
,,,,,,,,,
"URBANA (030)",86543,3526,9241,10944,10427,16409,13514,18276,4206
"Sin nivel (031)",7571,3526,565,81,107,246,324,1478,1244
"Educación inicial (032)",2342,,2250,21,14,24,33,,
"Primaria (033)",30835,,6426,6719,1200,2728,3612,7774,2376
"Secundaria (034)",28930,,,4123,7759,6854,5016,4827,351
