"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN MARCOS (000)",847,36,446,209,112,44
"Conviviente (001)",301,2,99,118,64,18
"Separado(a) (002)",20,,8,6,5,1
"Casado(a) (003)",87,,9,36,30,12
"Viudo(a) (004)",12,,,1,3,8
"Soltero(a) (006)",427,34,330,48,10,5
"Hombres (008)",655,16,318,179,101,41
"Conviviente (009)",280,,91,112,60,17
"Separado(a) (010)",11,,3,4,3,1
"Casado(a) (011)",78,,6,31,29,12
"Viudo(a) (012)",9,,,1,2,6
"Soltero(a) (014)",277,16,218,31,7,5
"Mujeres (016)",192,20,128,30,11,3
"Conviviente (017)",21,2,8,6,4,1
"Separado(a) (018)",9,,5,2,2,
"Casado(a) (019)",9,,3,5,1,
"Viudo(a) (020)",3,,,,1,2
"Soltero(a) (022)",150,18,112,17,3,
,,,,,,
"AREA URBANA (024)",182,8,82,58,29,5
"Conviviente (025)",53,,15,25,12,1
"Separado(a) (026)",4,,3,,1,
"Casado(a) (027)",28,,5,11,10,2
"Viudo(a) (028)",2,,,,1,1
"Soltero(a) (030)",95,8,59,22,5,1
"Hombres (032)",131,4,57,44,22,4
"Conviviente (033)",44,,12,21,10,1
"Separado(a) (034)",2,,2,,,
"Casado(a) (035)",21,,2,8,9,2
"Soltero(a) (038)",64,4,41,15,3,1
"Mujeres (040)",51,4,25,14,7,1
"Conviviente (041)",9,,3,4,2,
"Separado(a) (042)",2,,1,,1,
"Casado(a) (043)",7,,3,3,1,
"Viudo(a) (044)",2,,,,1,1
"Soltero(a) (046)",31,4,18,7,2,
,,,,,,
"AREA RURAL (048)",665,28,364,151,83,39
"Conviviente (049)",248,2,84,93,52,17
"Separado(a) (050)",16,,5,6,4,1
"Casado(a) (051)",59,,4,25,20,10
"Viudo(a) (052)",10,,,1,2,7
"Soltero(a) (054)",332,26,271,26,5,4
"Hombres (056)",524,12,261,135,79,37
"Conviviente (057)",236,,79,91,50,16
"Separado(a) (058)",9,,1,4,3,1
"Casado(a) (059)",57,,4,23,20,10
"Viudo(a) (060)",9,,,1,2,6
"Soltero(a) (062)",213,12,177,16,4,4
"Mujeres (064)",141,16,103,16,4,2
"Conviviente (065)",12,2,5,2,2,1
"Separado(a) (066)",7,,4,2,1,
"Casado(a) (067)",2,,,2,,
"Viudo(a) (068)",1,,,,,1
"Soltero(a) (070)",119,14,94,10,1,
