"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MAYNAS (000)",492992,248695,244297,392682,194311,198371,100310,54384,45926
"Menores de 1 año (001)",12985,6592,6393,9693,4982,4711,3292,1610,1682
"Menores de 1 mes (002)",1190,593,597,918,471,447,272,122,150
"De 1 a 11 meses (003)",11795,5999,5796,8775,4511,4264,3020,1488,1532
"De 1 a 4 años (004)",50060,25684,24376,37201,19123,18078,12859,6561,6298
"1 año (005)",12195,6326,5869,8987,4683,4304,3208,1643,1565
"2 años (006)",13012,6680,6332,9744,5000,4744,3268,1680,1588
"3 años (007)",13149,6591,6558,9862,4959,4903,3287,1632,1655
"4 años (008)",11704,6087,5617,8608,4481,4127,3096,1606,1490
"De 5 a 9 años (009)",52278,26604,25674,38823,19727,19096,13455,6877,6578
"5 años (010)",10750,5474,5276,7993,4065,3928,2757,1409,1348
"6 años (011)",9915,5059,4856,7312,3719,3593,2603,1340,1263
"7 años (012)",10722,5373,5349,7904,3975,3929,2818,1398,1420
"8 años (013)",10845,5558,5287,8119,4139,3980,2726,1419,1307
"9 años (014)",10046,5140,4906,7495,3829,3666,2551,1311,1240
"De 10 a 14 años (015)",56472,28591,27881,42936,21539,21397,13536,7052,6484
"10 años (016)",10274,5257,5017,7570,3809,3761,2704,1448,1256
"11 años (017)",9951,5109,4842,7440,3822,3618,2511,1287,1224
"12 años (018)",12142,6197,5945,9128,4626,4502,3014,1571,1443
"13 años (019)",11806,5871,5935,9041,4462,4579,2765,1409,1356
"14 años (020)",12299,6157,6142,9757,4820,4937,2542,1337,1205
"De 15 a 19 años (021)",57352,28810,28542,46861,22897,23964,10491,5913,4578
"15 años (022)",12817,6400,6417,10385,5018,5367,2432,1382,1050
"16 años (023)",11423,5533,5890,9246,4340,4906,2177,1193,984
"17 años (024)",11212,5634,5578,9023,4418,4605,2189,1216,973
"18 años (025)",11366,5888,5478,9407,4753,4654,1959,1135,824
"19 años (026)",10534,5355,5179,8800,4368,4432,1734,987,747
"De 20 a 24 años (027)",48385,24028,24357,40308,19646,20662,8077,4382,3695
"20 años (028)",10438,5209,5229,8674,4277,4397,1764,932,832
"21 años (029)",8972,4482,4490,7598,3700,3898,1374,782,592
"22 años (030)",9630,4786,4844,7947,3858,4089,1683,928,755
"23 años (031)",9771,4795,4976,8124,3921,4203,1647,874,773
"24 años (032)",9574,4756,4818,7965,3890,4075,1609,866,743
"De 25 a 29 años (033)",39924,19711,20213,33155,16002,17153,6769,3709,3060
"25 años (034)",8823,4290,4533,7349,3481,3868,1474,809,665
"26 años (035)",7954,3882,4072,6679,3192,3487,1275,690,585
"27 años (036)",8622,4315,4307,7094,3460,3634,1528,855,673
