"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",21,3,8,4,5,1
"Actividad economica no especificada (043)",152,,63,50,33,6
"Mujeres (045)",4083,41,1423,1575,897,147
"Agric., ganadería, caza y silvicultura (046)",485,8,112,161,149,55
"Pesca (047)",64,,16,29,16,3
"Explotación de minas y canteras (048)",324,5,179,97,43,
"Industrias manufactureras (049)",89,,25,37,24,3
"Suministro de electricidad, gas y agua (050)",4,,3,1,,
"Construcción (051)",10,,2,6,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1150,7,340,483,270,50
"Venta, mant.y rep. veh.autom.y motoc. (053)",17,,8,9,,
"Comercio al por mayor (054)",44,,12,18,11,3
"Comercio al por menor (055)",1089,7,320,456,259,47
"Hoteles y restaurantes (056)",771,9,325,250,171,16
"Trans., almac. y comunicaciones (057)",57,1,31,16,9,
"Intermediación financiera (058)",8,,5,2,1,
"Activid.inmobil., empres. y alquileres (059)",69,1,21,30,17,
"Admin.pub. y defensa; p. segur.soc.afil (060)",100,,30,47,22,1
"Enseñanza (061)",336,,51,210,74,1
"Servicios sociales y de salud (062)",90,,31,43,16,
"Otras activ. serv.comun.soc y personales (063)",159,4,76,53,21,5
"Hogares privados con servicio doméstico (064)",217,6,128,53,29,1
"Actividad economica no especificada (066)",150,,48,57,33,12
,,,,,,
"URBANA (067)",9524,84,2978,3699,2273,490
"Agric., ganadería, caza y silvicultura (068)",1684,29,380,502,528,245
"Pesca (069)",571,1,171,235,146,18
"Explotación de minas y canteras (070)",1557,6,707,619,214,11
"Industrias manufactureras (071)",342,5,105,131,85,16
"Suministro de electricidad, gas y agua (072)",39,,11,19,8,1
"Construcción (073)",508,,189,180,127,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1668,16,433,705,426,88
"Venta, mant.y rep. veh.autom.y motoc. (075)",156,2,47,57,42,8
"Comercio al por mayor (076)",104,,28,44,26,6
"Comercio al por menor (077)",1408,14,358,604,358,74
"Hoteles y restaurantes (078)",630,13,220,210,159,28
"Trans., almac. y comunicaciones (079)",683,1,224,276,167,15
"Intermediación financiera (080)",13,,7,6,,
"Activid.inmobil., empres. y alquileres (081)",249,1,84,96,56,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",334,,66,172,83,13
"Enseñanza (083)",448,,53,268,125,2
"Servicios sociales y de salud (084)",122,,37,58,25,2
"Otras activ. serv.comun.soc y personales (085)",289,5,117,103,48,16
"Hogares privados con servicio doméstico (086)",180,7,108,42,22,1
"Actividad economica no especificada (088)",207,,66,77,54,10
"Hombres (089)",6641,54,2082,2491,1627,387
"Agric., ganadería, caza y silvicultura (090)",1403,23,323,392,451,214
"Pesca (091)",555,1,168,228,140,18
"Explotación de minas y canteras (092)",1487,4,674,592,206,11
"Industrias manufactureras (093)",268,5,86,100,63,14
"Suministro de electricidad, gas y agua (094)",36,,9,18,8,1
"Construcción (095)",498,,187,174,125,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",720,10,160,291,214,45
"Venta, mant.y rep. veh.autom.y motoc. (097)",144,2,42,50,42,8
"Comercio al por mayor (098)",62,,16,27,16,3
"Comercio al por menor (099)",514,8,102,214,156,34
"Hoteles y restaurantes (100)",127,5,47,30,31,14
"Trans., almac. y comunicaciones (101)",635,,200,261,159,15
"Intermediación financiera (102)",6,,2,4,,
"Activid.inmobil., empres. y alquileres (103)",183,1,64,66,40,12
"Admin.pub. y defensa; p. segur.soc.afil (104)",248,,39,134,63,12
"Enseñanza (105)",165,,17,88,58,2
"Servicios sociales y de salud (106)",45,,12,22,9,2
"Otras activ. serv.comun.soc y personales (107)",155,2,59,55,28,11
"Hogares privados con servicio doméstico (108)",12,3,6,1,2,
"Actividad economica no especificada (110)",98,,29,35,30,4
"Mujeres (112)",2883,30,896,1208,646,103
"Agric., ganadería, caza y silvicultura (113)",281,6,57,110,77,31
"Pesca (114)",16,,3,7,6,
"Explotación de minas y canteras (115)",70,2,33,27,8,
"Industrias manufactureras (116)",74,,19,31,22,2
"Suministro de electricidad, gas y agua (117)",3,,2,1,,
"Construcción (118)",10,,2,6,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",948,6,273,414,212,43
"Venta, mant.y rep. veh.autom.y motoc. (120)",12,,5,7,,
"Comercio al por mayor (121)",42,,12,17,10,3
"Comercio al por menor (122)",894,6,256,390,202,40
"Hoteles y restaurantes (123)",503,8,173,180,128,14
"Trans., almac. y comunicaciones (124)",48,1,24,15,8,
"Intermediación financiera (125)",7,,5,2,,
"Activid.inmobil., empres. y alquileres (126)",66,,20,30,16,
"Admin.pub. y defensa; p. segur.soc.afil (127)",86,,27,38,20,1
"Enseñanza (128)",283,,36,180,67,
"Servicios sociales y de salud (129)",77,,25,36,16,
"Otras activ. serv.comun.soc y personales (130)",134,3,58,48,20,5
"Hogares privados con servicio doméstico (131)",168,4,102,41,20,1
"Actividad economica no especificada (133)",109,,37,42,24,6
,,,,,,
"RURAL (134)",7153,48,3230,2285,1261,329
"Agric., ganadería, caza y silvicultura (135)",1429,23,355,369,427,255
"Pesca (136)",347,1,121,143,71,11
"Explotación de minas y canteras (137)",3865,14,2099,1261,465,26
"Industrias manufactureras (138)",79,2,30,25,20,2
"Suministro de electricidad, gas y agua (139)",7,,3,2,2,
"Construcción (140)",149,1,57,59,32,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",321,1,108,114,87,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",36,,16,14,6,
"Comercio al por mayor (143)",9,,1,4,4,
"Comercio al por menor (144)",276,1,91,96,77,11
"Hoteles y restaurantes (145)",323,1,182,81,55,4
"Trans., almac. y comunicaciones (146)",177,1,87,56,28,5
"Intermediación financiera (147)",2,,,,2,
"Activid.inmobil., empres. y alquileres (148)",101,1,49,38,12,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",56,,12,24,18,2
"Enseñanza (150)",79,,18,47,12,2
"Servicios sociales y de salud (151)",22,,11,10,1,
"Otras activ. serv.comun.soc y personales (152)",43,1,25,11,5,1
"Hogares privados con servicio doméstico (153)",58,2,28,15,12,1
"Actividad economica no especificada (155)",95,,45,30,12,8
"Hombres (156)",5953,37,2703,1918,1010,285
"Agric., ganadería, caza y silvicultura (157)",1225,21,300,318,355,231
"Pesca (158)",299,1,108,121,61,8
"Explotación de minas y canteras (159)",3611,11,1953,1191,430,26
"Industrias manufactureras (160)",64,2,24,19,18,1
"Suministro de electricidad, gas y agua (161)",6,,2,2,2,
"Construcción (162)",149,1,57,59,32,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",119,,41,45,29,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",31,,13,12,6,
"Comercio al por mayor (165)",7,,1,3,3,
"Comercio al por menor (166)",81,,27,30,20,4
"Hoteles y restaurantes (167)",55,,30,11,12,2
"Trans., almac. y comunicaciones (168)",168,1,80,55,27,5
"Intermediación financiera (169)",1,,,,1,
"Activid.inmobil., empres. y alquileres (170)",98,,48,38,11,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",42,,9,15,16,2
"Enseñanza (172)",26,,3,17,5,1
"Servicios sociales y de salud (173)",9,,5,3,1,
"Otras activ. serv.comun.soc y personales (174)",18,,7,6,4,1
"Hogares privados con servicio doméstico (175)",9,,2,3,3,1
"Actividad economica no especificada (177)",54,,34,15,3,2
"Mujeres (179)",1200,11,527,367,251,44
"Agric., ganadería, caza y silvicultura (180)",204,2,55,51,72,24
"Pesca (181)",48,,13,22,10,3
"Explotación de minas y canteras (182)",254,3,146,70,35,
"Industrias manufactureras (183)",15,,6,6,2,1
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",202,1,67,69,58,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",5,,3,2,,
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",195,1,64,66,57,7
"Hoteles y restaurantes (190)",268,1,152,70,43,2
"Trans., almac. y comunicaciones (191)",9,,7,1,1,
"Intermediación financiera (192)",1,,,,1,
"Activid.inmobil., empres. y alquileres (193)",3,1,1,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",14,,3,9,2,
"Enseñanza (195)",53,,15,30,7,1
"Servicios sociales y de salud (196)",13,,6,7,,
"Otras activ. serv.comun.soc y personales (197)",25,1,18,5,1,
"Hogares privados con servicio doméstico (198)",49,2,26,12,9,
"Actividad economica no especificada (200)",41,,11,15,9,6
