"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (045)",6234,,,,2,728,4467,1037
"De 35 a 39 años (046)",5590,,,,36,1666,3102,786
"De 40 a 44 años (047)",4904,,,,268,2248,1695,693
"De 45 a 49 años (048)",4381,,,15,789,2334,695,548
"De 50 y más años (049)",16522,487,1658,3666,4933,2708,132,2938
,,,,,,,,
"URBANA (060)",34105,307,993,2179,4090,6791,10983,8762
"De 12 a 14 años (061)",48,,,,,,4,44
"De 15 a 19 años (062)",717,,,,,,415,302
"De 20 a 24 años (063)",3342,,,,,9,1830,1503
"De 25 a 29 años (064)",4230,,,,,154,2615,1461
"De 30 a 34 años (065)",4291,,,,2,598,2580,1111
"De 35 a 39 años (066)",4167,,,,37,1277,2025,828
"De 40 a 44 años (067)",3783,,,,235,1787,1059,702
"De 45 a 49 años (068)",3318,,,11,726,1613,379,589
"De 50 y más años (069)",10209,307,993,2168,3090,1353,76,2222
"PEA (070)",10766,10,64,364,1228,2654,3184,3262
"De 12 a 14 años (071)",5,,,,,,,5
"De 15 a 19 años (072)",106,,,,,,57,49
"De 20 a 24 años (073)",911,,,,,3,388,520
"De 25 a 29 años (074)",1429,,,,,64,675,690
"De 30 a 34 años (075)",1563,,,,1,259,781,522
"De 35 a 39 años (076)",1626,,,,21,520,711,374
"De 40 a 44 años (077)",1553,,,,91,735,397,330
"De 45 a 49 años (078)",1348,,,3,291,633,149,272
"De 50 y más años (079)",2225,10,64,361,824,440,26,500
"Ocupada (080)",10357,9,63,359,1209,2593,3065,3059
"De 12 a 14 años (081)",4,,,,,,,4
"De 15 a 19 años (082)",97,,,,,,53,44
"De 20 a 24 años (083)",829,,,,,3,362,464
"De 25 a 29 años (084)",1324,,,,,62,637,625
"De 30 a 34 años (085)",1502,,,,1,252,761,488
"De 35 a 39 años (086)",1580,,,,19,510,689,362
"De 40 a 44 años (087)",1522,,,,86,722,392,322
"De 45 a 49 años (088)",1315,,,3,288,615,147,262
"De 50 y más años (089)",2184,9,63,356,815,429,24,488
"Desocupada (090)",409,1,1,5,19,61,119,203
"De 12 a 14 años (091)",1,,,,,,,1
"De 15 a 19 años (092)",9,,,,,,4,5
"De 20 a 24 años (093)",82,,,,,,26,56
"De 25 a 29 años (094)",105,,,,,2,38,65
"De 30 a 34 años (095)",61,,,,,7,20,34
"De 35 a 39 años (096)",46,,,,2,10,22,12
"De 40 a 44 años (097)",31,,,,5,13,5,8
"De 45 a 49 años (098)",33,,,,3,18,2,10
"De 50 y más años (099)",41,1,1,5,9,11,2,12
"No PEA (100)",23339,297,929,1815,2862,4137,7799,5500
"De 12 a 14 años (101)",43,,,,,,4,39
"De 15 a 19 años (102)",611,,,,,,358,253
"De 20 a 24 años (103)",2431,,,,,6,1442,983
"De 25 a 29 años (104)",2801,,,,,90,1940,771
"De 30 a 34 años (105)",2728,,,,1,339,1799,589
"De 35 a 39 años (106)",2541,,,,16,757,1314,454
"De 40 a 44 años (107)",2230,,,,144,1052,662,372
"De 45 a 49 años (108)",1970,,,8,435,980,230,317
"De 50 y más años (109)",7984,297,929,1807,2266,913,50,1722
,,,,,,,,
"RURAL (120)",31343,195,758,1997,3480,6582,12858,5473
"De 12 a 14 años (121)",31,,,,,,5,26
"De 15 a 19 años (122)",1068,,,,,,704,364
"De 20 a 24 años (123)",3520,,,,,6,2390,1124
"De 25 a 29 años (124)",3990,,,,,128,2980,882
"De 30 a 34 años (125)",4073,,,,2,475,2994,602
"De 35 a 39 años (126)",3575,,,,26,1091,2025,433
"De 40 a 44 años (127)",3082,,,,144,1394,1152,392
"De 45 a 49 años (128)",2746,,,9,405,1524,518,290
"De 50 y más años (129)",9258,195,758,1988,2903,1964,90,1360
"PEA (130)",3598,5,29,131,314,836,1278,1005
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",73,,,,,,40,33
"De 20 a 24 años (133)",423,,,,,2,194,227
"De 25 a 29 años (134)",544,,,,,29,301,214
"De 30 a 34 años (135)",567,,,,1,86,326,154
"De 35 a 39 años (136)",526,,,,6,182,237,101
"De 40 a 44 años (137)",408,,,,20,198,119,71
"De 45 a 49 años (138)",335,,,2,51,170,53,59
"De 50 y más años (139)",720,5,29,129,236,169,8,144
"Ocupada (140)",3458,5,29,129,309,824,1230,932
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",65,,,,,,36,29
"De 20 a 24 años (143)",386,,,,,2,181,203
"De 25 a 29 años (144)",517,,,,,27,291,199
"De 30 a 34 años (145)",548,,,,1,86,321,140
"De 35 a 39 años (146)",510,,,,6,179,231,94
"De 40 a 44 años (147)",396,,,,19,196,113,68
"De 45 a 49 años (148)",324,,,2,51,166,49,56
"De 50 y más años (149)",710,5,29,127,232,168,8,141
"Desocupada (150)",140,,,2,5,12,48,73
"De 15 a 19 años (152)",8,,,,,,4,4
"De 20 a 24 años (153)",37,,,,,,13,24
"De 25 a 29 años (154)",27,,,,,2,10,15
"De 30 a 34 años (155)",19,,,,,,5,14
"De 35 a 39 años (156)",16,,,,,3,6,7
"De 40 a 44 años (157)",12,,,,1,2,6,3
"De 45 a 49 años (158)",11,,,,,4,4,3
"De 50 y más años (159)",10,,,2,4,1,,3
"No PEA (160)",27745,190,729,1866,3166,5746,11580,4468
"De 12 a 14 años (161)",29,,,,,,5,24
"De 15 a 19 años (162)",995,,,,,,664,331
"De 20 a 24 años (163)",3097,,,,,4,2196,897
"De 25 a 29 años (164)",3446,,,,,99,2679,668
"De 30 a 34 años (165)",3506,,,,1,389,2668,448
"De 35 a 39 años (166)",3049,,,,20,909,1788,332
"De 40 a 44 años (167)",2674,,,,124,1196,1033,321
"De 45 a 49 años (168)",2411,,,7,354,1354,465,231
"De 50 y más años (169)",8538,190,729,1859,2667,1795,82,1216
