"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PATAZ (000)",17376,16682,85,2725,2742,2532,4019,2759,1412,408,694,67554
"De 12 a 14 años (001)",28,16,2,11,3,,,,,,12,17
"De 15 a 19 años (002)",622,565,7,462,86,10,,,,,57,664
"De 20 a 24 años (003)",2054,1843,18,893,628,249,52,3,,,211,3137
"De 25 a 29 años (004)",2297,2149,3,495,673,558,377,38,5,,148,5401
"De 30 a 34 años (005)",2201,2125,8,272,439,458,702,218,28,,76,7214
"De 35 a 39 años (006)",2154,2123,6,137,279,387,755,415,131,13,31,9111
"De 40 a 44 años (007)",1599,1569,6,89,131,183,504,436,175,45,30,7891
"De 45 a 49 años (008)",1382,1365,9,69,99,164,370,345,246,63,17,7381
"De 50 y más años (009)",5039,4927,26,297,404,523,1259,1304,827,287,112,26738
"Conviviente (010)",7821,7638,32,1475,1641,1322,1745,902,426,95,183,26782
"De 12 a 14 años (011)",20,11,2,7,2,,,,,,9,11
"De 15 a 19 años (012)",446,391,4,306,75,6,,,,,55,474
"De 20 a 24 años (013)",1377,1326,10,572,501,199,41,3,,,51,2366
"De 25 a 29 años (014)",1552,1528,,295,491,425,288,27,2,,24,3960
"De 30 a 34 años (015)",1275,1261,4,124,270,273,448,127,15,,14,4385
"De 35 a 39 años (016)",1102,1092,2,49,142,200,402,227,62,8,10,4781
"De 40 a 44 años (017)",641,637,3,34,55,77,204,174,74,16,4,3188
"De 45 a 49 años (018)",470,466,2,31,28,47,122,120,95,21,4,2574
"De 50 y más años (019)",938,926,5,57,77,95,240,224,178,50,12,5043
"Separado(a) (020)",1005,989,6,312,208,143,185,90,38,7,16,2946
"De 15 a 19 años (022)",44,43,,38,4,1,,,,,1,49
"De 20 a 24 años (023)",135,129,,101,22,5,1,,,,6,164
