"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CORONEL PORTILLO (000)",121102,30912,20664,54948,2657,8062,3859
"Sin nivel (001)",1887,96,355,1081,29,239,87
"Educación inicial (002)",110,16,17,40,,34,3
"Primaria (003)",29339,1831,5981,16189,529,3542,1267
"Secundaria (004)",55761,9579,12039,27337,1174,3489,2143
"Superior no univ. incompleta (005)",8398,3259,990,3486,169,288,206
"Superior no univ. completa (006)",10405,6425,622,2831,240,190,97
"Superior univ. incompleta (007)",5495,2788,413,1884,206,166,38
"Superior univ. completa (008)",9707,6918,247,2100,310,114,18
"Hombres (010)",80101,17579,18107,38318,2038,3809,250
"Sin nivel (011)",964,45,257,575,18,64,5
"Educación inicial (012)",67,7,15,25,,20,
"Primaria (013)",18738,928,4965,10768,413,1597,67
"Secundaria (014)",39355,5979,10829,19697,901,1805,144
"Superior no univ. incompleta (015)",5487,1846,896,2464,136,126,19
"Superior no univ. completa (016)",5816,3142,552,1870,176,66,10
"Superior univ. incompleta (017)",3719,1715,373,1393,149,85,4
"Superior univ. completa (018)",5955,3917,220,1526,245,46,1
"Mujeres (020)",41001,13333,2557,16630,619,4253,3609
"Sin nivel (021)",923,51,98,506,11,175,82
"Educación inicial (022)",43,9,2,15,,14,3
"Primaria (023)",10601,903,1016,5421,116,1945,1200
"Secundaria (024)",16406,3600,1210,7640,273,1684,1999
"Superior no univ. incompleta (025)",2911,1413,94,1022,33,162,187
"Superior no univ. completa (026)",4589,3283,70,961,64,124,87
"Superior univ. incompleta (027)",1776,1073,40,491,57,81,34
"Superior univ. completa (028)",3752,3001,27,574,65,68,17
,,,,,,,
"URBANA (030)",103090,30224,17563,44703,2244,4728,3628
"Sin nivel (031)",959,92,157,549,13,80,68
"Educación inicial (032)",91,16,17,31,,24,3
"Primaria (033)",20226,1777,4468,10814,331,1694,1142
"Secundaria (034)",48928,9434,10766,23420,1010,2235,2063
"Superior no univ. incompleta (035)",7992,3162,939,3281,154,250,206
"Superior no univ. completa (036)",10014,6236,574,2710,230,173,91
"Superior univ. incompleta (037)",5387,2740,403,1843,201,163,37
"Superior univ. completa (038)",9493,6767,239,2055,305,109,18
"Hombres (040)",66575,17116,15540,29921,1683,2091,224
"Sin nivel (041)",416,42,117,225,6,25,1
"Educación inicial (042)",57,7,15,19,,16,
"Primaria (043)",12145,899,3765,6421,245,759,56
"Secundaria (044)",33848,5872,9704,16365,758,1013,136
"Superior no univ. incompleta (045)",5157,1787,852,2280,121,98,19
"Superior no univ. completa (046)",5520,3012,512,1765,167,56,8
"Superior univ. incompleta (047)",3634,1680,363,1361,145,82,3
"Superior univ. completa (048)",5798,3817,212,1485,241,42,1
"Mujeres (050)",36515,13108,2023,14782,561,2637,3404
"Sin nivel (051)",543,50,40,324,7,55,67
"Educación inicial (052)",34,9,2,12,,8,3
"Primaria (053)",8081,878,703,4393,86,935,1086
"Secundaria (054)",15080,3562,1062,7055,252,1222,1927
"Superior no univ. incompleta (055)",2835,1375,87,1001,33,152,187
"Superior no univ. completa (056)",4494,3224,62,945,63,117,83
"Superior univ. incompleta (057)",1753,1060,40,482,56,81,34
"Superior univ. completa (058)",3695,2950,27,570,64,67,17
,,,,,,,
"RURAL (060)",18012,688,3101,10245,413,3334,231
"Sin nivel (061)",928,4,198,532,16,159,19
"Educación inicial (062)",19,,,9,,10,
"Primaria (063)",9113,54,1513,5375,198,1848,125
"Secundaria (064)",6833,145,1273,3917,164,1254,80
"Superior no univ. incompleta (065)",406,97,51,205,15,38,
"Superior no univ. completa (066)",391,189,48,121,10,17,6
"Superior univ. incompleta (067)",108,48,10,41,5,3,1
"Superior univ. completa (068)",214,151,8,45,5,5,
"Hombres (070)",13526,463,2567,8397,355,1718,26
"Sin nivel (071)",548,3,140,350,12,39,4
"Educación inicial (072)",10,,,6,,4,
"Primaria (073)",6593,29,1200,4347,168,838,11
"Secundaria (074)",5507,107,1125,3332,143,792,8
"Superior no univ. incompleta (075)",330,59,44,184,15,28,
"Superior no univ. completa (076)",296,130,40,105,9,10,2
"Superior univ. incompleta (077)",85,35,10,32,4,3,1
"Superior univ. completa (078)",157,100,8,41,4,4,
"Mujeres (080)",4486,225,534,1848,58,1616,205
"Sin nivel (081)",380,1,58,182,4,120,15
"Educación inicial (082)",9,,,3,,6,
"Primaria (083)",2520,25,313,1028,30,1010,114
"Secundaria (084)",1326,38,148,585,21,462,72
"Superior no univ. incompleta (085)",76,38,7,21,,10,
"Superior no univ. completa (086)",95,59,8,16,1,7,4
"Superior univ. incompleta (087)",23,13,,9,1,,
"Superior univ. completa (088)",57,51,,4,1,1,
