"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",10,9,,5,3,1,,,,,1,14
"De 25 a 29 años (024)",20,17,1,5,7,2,2,,,,3,33
"De 30 a 34 años (025)",12,12,,2,2,2,5,1,,,,40
"De 35 a 39 años (026)",12,12,,2,4,4,2,,,,,31
"Primaria (030)",10721,10486,34,1572,2164,1917,2694,1363,586,156,235,38892
"De 12 a 14 años (031)",14,5,2,3,,,,,,,9,3
"De 15 a 19 años (032)",182,164,1,150,11,1,1,,,,18,179
"De 20 a 24 años (033)",706,653,3,382,202,56,9,1,,,53,997
"De 25 a 29 años (034)",1080,1010,4,325,404,192,83,2,,,70,2066
"De 30 a 34 años (035)",1283,1261,1,186,456,332,243,38,4,1,22,3421
"De 35 a 39 años (036)",1334,1321,1,113,339,325,428,92,22,1,13,4412
"De 40 a 44 años (037)",1265,1254,,101,239,291,408,166,42,7,11,4725
"De 45 a 49 años (038)",1087,1078,2,72,148,207,355,217,62,15,9,4646
"De 50 y más años (039)",3770,3740,20,240,365,513,1167,847,456,132,30,18443
"Secundaria (040)",8518,8170,25,2433,2362,1494,1352,372,105,27,348,21042
"De 12 a 14 años (041)",13,5,1,4,,,,,,,8,4
"De 15 a 19 años (042)",333,298,2,266,28,1,1,,,,35,329
"De 20 a 24 años (043)",1424,1293,4,912,320,45,8,4,,,131,1748
"De 25 a 29 años (044)",1477,1393,3,610,561,178,40,1,,,84,2439
"De 30 a 34 años (045)",1197,1168,4,260,504,265,125,9,1,,29,2654
"De 35 a 39 años (046)",1083,1057,1,142,358,316,210,26,3,1,26,2897
"De 40 a 44 años (047)",854,845,1,87,237,227,237,49,7,,9,2637
"De 45 a 49 años (048)",664,657,1,53,143,176,210,61,11,2,7,2280
"De 50 y más años (049)",1473,1454,8,99,211,286,521,222,83,24,19,6054
"Sup. no Univ. incompleta (050)",1744,1585,7,666,435,276,149,40,11,1,159,3363
"De 15 a 19 años (052)",29,27,1,25,1,,,,,,2,27
"De 20 a 24 años (053)",378,286,1,246,31,7,1,,,,92,333
"De 25 a 29 años (054)",363,322,2,206,83,23,8,,,,41,473
"De 30 a 34 años (055)",280,262,2,79,108,61,11,1,,,18,530
"De 35 a 39 años (056)",212,209,1,46,92,44,25,1,,,3,475
"De 40 a 44 años (057)",170,169,,27,55,56,28,3,,,1,443
"De 45 a 49 años (058)",106,106,,17,26,36,23,4,,,,302
"De 50 y más años (059)",206,204,,20,39,49,53,31,11,1,2,780
"Sup. no Univ. completa (060)",4676,4400,21,1533,1461,780,472,104,25,4,276,9749
"De 20 a 24 años (063)",292,208,2,174,28,2,2,,,,84,244
"De 25 a 29 años (064)",745,659,8,425,189,31,4,2,,,86,926
"De 30 a 34 años (065)",943,889,4,407,352,102,22,2,,,54,1522
"De 35 a 39 años (066)",797,773,3,229,338,144,53,6,,,24,1596
"De 40 a 44 años (067)",552,541,1,120,224,130,56,8,2,,11,1260
"De 45 a 49 años (068)",444,437,1,66,138,128,89,14,1,,7,1203
"De 50 y más años (069)",903,893,2,112,192,243,246,72,22,4,10,2998
"Sup. Univ. incompleta (070)",1575,1300,6,596,357,194,119,23,5,,275,2596
"De 15 a 19 años (072)",41,36,2,30,2,,2,,,,5,42
"De 20 a 24 años (073)",372,221,2,187,26,5,,1,,,151,261
"De 25 a 29 años (074)",348,258,2,177,61,16,2,,,,90,356
"De 30 a 34 años (075)",211,197,,90,79,25,3,,,,14,336
"De 35 a 39 años (076)",190,186,,44,76,43,19,4,,,4,430
"De 40 a 44 años (077)",136,128,,19,48,41,17,3,,,8,329
"De 45 a 49 años (078)",98,97,,19,28,27,22,1,,,1,261
"De 50 y más años (079)",179,177,,30,37,37,54,14,5,,2,581
"Sup. Univ. completa (080)",4113,3694,12,1312,1262,660,346,69,29,4,419,8022
"De 20 a 24 años (083)",178,91,,73,16,2,,,,,87,111
"De 25 a 29 años (084)",668,501,5,354,124,13,5,,,,167,663
"De 30 a 34 años (085)",851,754,3,390,283,61,14,3,,,97,1217
"De 35 a 39 años (086)",661,631,,198,275,129,28,1,,,30,1258
"De 40 a 44 años (087)",561,547,1,124,236,119,65,2,,,14,1243
"De 45 a 49 años (088)",402,392,,67,140,123,55,5,2,,10,998
"De 50 y más años (089)",792,778,3,106,188,213,179,58,27,4,14,2532
,,,,,,,,,,,,
"URBANA (100)",29594,28088,109,7091,7256,4972,5278,2262,906,214,1506,84089
"De 12 a 14 años (101)",22,9,3,6,,,,,,,13,6
"De 15 a 19 años (102)",383,340,3,301,31,2,3,,,,43,381
"De 20 a 24 años (103)",2523,2025,9,1516,418,62,14,6,,,498,2638
"De 25 a 29 años (104)",3772,3309,21,1800,1100,297,86,5,,,463,5282
"De 30 a 34 años (105)",4064,3844,14,1301,1551,655,291,27,5,,220,7817
"De 35 a 39 años (106)",3713,3623,7,711,1342,877,590,81,14,1,90,9200
"De 40 a 44 años (107)",3227,3176,3,442,981,806,726,173,39,6,51,9452
"De 45 a 49 años (108)",2670,2634,3,274,604,678,751,260,57,7,36,9022
"De 50 y más años (109)",9220,9128,46,740,1229,1595,2817,1710,791,200,92,40291
"Sin nivel (110)",3904,3847,20,338,508,558,1172,811,352,88,57,17379
"De 12 a 14 años (111)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (112)",8,5,,4,1,,,,,,3,6
"De 20 a 24 años (113)",56,46,,30,14,1,1,,,,10,66
"De 25 a 29 años (114)",49,43,,13,19,8,2,1,,,6,89
"De 30 a 34 años (115)",157,155,1,36,49,37,24,6,2,,2,401
"De 35 a 39 años (116)",219,217,1,22,55,56,63,15,5,,2,717
"De 40 a 44 años (117)",259,256,,22,51,52,86,36,8,1,3,962
"De 45 a 49 años (118)",300,295,,18,37,43,126,55,14,2,5,1271
"De 50 y más años (119)",2854,2829,18,192,282,361,870,698,323,85,25,13866
"Educacion Inicial (120)",47,43,,11,14,8,9,1,,,4,108
"De 15 a 19 años (122)",4,3,,3,,,,,,,1,3
"De 20 a 24 años (123)",8,7,,3,3,1,,,,,1,12
"De 25 a 29 años (124)",13,11,,2,5,2,2,,,,2,26
"De 30 a 34 años (125)",12,12,,2,2,2,5,1,,,,40
"De 35 a 39 años (126)",10,10,,1,4,3,2,,,,,27
"Primaria (130)",6693,6585,24,838,1289,1225,1829,883,401,96,108,25254
"De 12 a 14 años (131)",10,4,2,2,,,,,,,6,2
"De 15 a 19 años (132)",68,60,,54,5,1,,,,,8,67
"De 20 a 24 años (133)",273,260,2,154,80,19,4,1,,,13,394
"De 25 a 29 años (134)",485,459,2,162,183,79,32,1,,,26,905
"De 30 a 34 años (135)",669,655,1,103,258,157,125,9,2,,14,1704
"De 35 a 39 años (136)",731,726,1,69,200,187,227,36,6,,5,2297
"De 40 a 44 años (137)",812,807,,60,162,206,265,84,25,5,5,2960
"De 45 a 49 años (138)",720,713,1,43,105,157,247,124,31,5,7,2930
"De 50 y más años (139)",2925,2901,15,191,296,419,929,628,337,86,24,13995
"Secundaria (140)",7147,6889,20,1933,2001,1299,1195,335,85,21,258,18079
"De 12 a 14 años (141)",10,4,1,3,,,,,,,6,3
"De 15 a 19 años (142)",238,213,1,188,22,1,1,,,,25,239
"De 20 a 24 años (143)",1042,953,2,687,227,27,6,4,,,89,1275
"De 25 a 29 años (144)",1177,1120,2,503,453,129,32,1,,,57,1936
"De 30 a 34 años (145)",998,972,3,221,436,215,90,6,1,,26,2160
"De 35 a 39 años (146)",931,909,1,116,315,279,175,19,3,1,22,2479
"De 40 a 44 años (147)",757,748,1,76,212,208,209,38,4,,9,2300
"De 45 a 49 años (148)",611,604,1,47,133,166,191,57,9,,7,2080
"De 50 y más años (149)",1383,1366,8,92,203,274,491,210,68,20,17,5607
"Sup. no Univ. incompleta (150)",1661,1517,6,628,417,269,145,40,11,1,144,3252
"De 15 a 19 años (152)",26,25,,24,1,,,,,,1,26
"De 20 a 24 años (153)",341,260,1,225,27,6,1,,,,81,301
"De 25 a 29 años (154)",350,312,2,197,82,23,8,,,,38,462
"De 30 a 34 años (155)",269,251,2,75,104,59,10,1,,,18,508
"De 35 a 39 años (156)",205,202,1,44,89,43,24,1,,,3,460
"De 40 a 44 años (157)",164,163,,26,52,54,28,3,,,1,430
"De 45 a 49 años (158)",104,104,,17,26,35,22,4,,,,295
"De 50 y más años (159)",202,200,,20,36,49,52,31,11,1,2,770
"Sup. no Univ. completa (160)",4565,4302,21,1480,1428,773,467,104,25,4,263,9588
"De 20 a 24 años (163)",273,197,2,163,28,2,2,,,,76,233
"De 25 a 29 años (164)",708,626,8,408,176,29,3,2,,,82,873
"De 30 a 34 años (165)",919,865,4,395,342,101,21,2,,,54,1483
"De 35 a 39 años (166)",784,760,3,221,334,143,53,6,,,24,1577
"De 40 a 44 años (167)",544,533,1,117,221,128,56,8,2,,11,1245
"De 45 a 49 años (168)",439,433,1,64,137,128,88,14,1,,6,1195
"De 50 y más años (169)",898,888,2,112,190,242,244,72,22,4,10,2982
"Sup. Univ. incompleta (170)",1538,1271,6,580,352,190,117,22,4,,267,2534
"De 15 a 19 años (172)",39,34,2,28,2,,2,,,,5,40
"De 20 a 24 años (173)",362,217,2,185,25,4,,1,,,145,254
"De 25 a 29 años (174)",338,250,2,170,61,15,2,,,,88,346
"De 30 a 34 años (175)",208,194,,88,78,25,3,,,,14,332
"De 35 a 39 años (176)",185,181,,42,75,42,18,4,,,4,419
"De 40 a 44 años (177)",134,126,,19,47,41,17,2,,,8,320
"De 45 a 49 años (178)",97,96,,19,28,26,22,1,,,1,258
"De 50 y más años (179)",175,173,,29,36,37,53,14,4,,2,565
"Sup. Univ. completa (180)",4039,3634,12,1283,1247,650,344,66,28,4,405,7895
"De 20 a 24 años (183)",168,85,,69,14,2,,,,,83,103
"De 25 a 29 años (184)",652,488,5,345,121,12,5,,,,164,645
"De 30 a 34 años (185)",832,740,3,381,282,59,13,2,,,92,1189
"De 35 a 39 años (186)",648,618,,196,270,124,28,,,,30,1224
"De 40 a 44 años (187)",557,543,1,122,236,117,65,2,,,14,1235
"De 45 a 49 años (188)",399,389,,66,138,123,55,5,2,,10,993
"De 50 y más años (189)",783,771,3,104,186,213,178,57,26,4,12,2506
,,,,,,,,,,,,
"RURAL (200)",10235,9885,39,1777,1832,1562,2347,1495,654,179,350,37508
"De 12 a 14 años (201)",7,2,,2,,,,,,,5,2
"De 15 a 19 años (202)",239,217,3,198,14,1,1,,,,22,233
"De 20 a 24 años (203)",996,873,3,544,252,65,9,,,,123,1279
"De 25 a 29 años (204)",1144,1051,6,347,402,209,86,1,,,93,2140
"De 30 a 34 años (205)",1130,1106,2,185,352,293,221,45,5,3,24,3072
"De 35 a 39 años (206)",1100,1083,2,106,239,256,352,102,24,2,17,3760
"De 40 a 44 años (207)",891,879,,88,146,160,278,155,44,8,12,3518
"De 45 a 49 años (208)",840,832,4,61,95,120,258,192,81,21,8,3891
"De 50 y más años (209)",3888,3842,19,246,332,458,1142,1000,500,145,46,19613
"Sin nivel (210)",4520,4438,22,401,523,646,1312,974,447,113,82,20433
"De 15 a 19 años (212)",25,24,,21,2,1,,,,,1,28
"De 20 a 24 años (213)",103,91,,51,30,8,2,,,,12,143
"De 25 a 29 años (214)",166,157,2,32,54,43,26,,,,9,377
"De 30 a 34 años (215)",260,252,1,36,70,63,65,12,3,2,8,768
"De 35 a 39 años (216)",305,300,2,21,44,72,114,38,8,1,5,1144
"De 40 a 44 años (217)",321,315,,30,37,50,107,61,24,6,6,1371
"De 45 a 49 años (218)",409,404,3,23,39,58,129,95,48,9,5,1952
"De 50 y más años (219)",2931,2895,14,187,247,351,869,768,364,95,36,14650
"Educacion Inicial (220)",11,10,1,6,2,1,,,,,1,13
"De 20 a 24 años (223)",2,2,,2,,,,,,,,2
"De 25 a 29 años (224)",7,6,1,3,2,,,,,,1,7
"De 35 a 39 años (226)",2,2,,1,,1,,,,,,4
"Primaria (230)",4028,3901,10,734,875,692,865,480,185,60,127,13638
"De 12 a 14 años (231)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (232)",114,104,1,96,6,,1,,,,10,112
"De 20 a 24 años (233)",433,393,1,228,122,37,5,,,,40,603
"De 25 a 29 años (234)",595,551,2,163,221,113,51,1,,,44,1161
"De 30 a 34 años (235)",614,606,,83,198,175,118,29,2,1,8,1717
"De 35 a 39 años (236)",603,595,,44,139,138,201,56,16,1,8,2115
"De 40 a 44 años (237)",453,447,,41,77,85,143,82,17,2,6,1765
"De 45 a 49 años (238)",367,365,1,29,43,50,108,93,31,10,2,1716
"De 50 y más años (239)",845,839,5,49,69,94,238,219,119,46,6,4448
"Secundaria (240)",1371,1281,5,500,361,195,157,37,20,6,90,2963
"De 12 a 14 años (241)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (242)",95,85,1,78,6,,,,,,10,90
"De 20 a 24 años (243)",382,340,2,225,93,18,2,,,,42,473
"De 25 a 29 años (244)",300,273,1,107,108,49,8,,,,27,503
"De 30 a 34 años (245)",199,196,1,39,68,50,35,3,,,3,494
"De 35 a 39 años (246)",152,148,,26,43,37,35,7,,,4,418
"De 40 a 44 años (247)",97,97,,11,25,19,28,11,3,,,337
"De 45 a 49 años (248)",53,53,,6,10,10,19,4,2,2,,200
"De 50 y más años (249)",90,88,,7,8,12,30,12,15,4,2,447
"Sup. no Univ. incompleta (250)",83,68,1,38,18,7,4,,,,15,111
"De 15 a 19 años (252)",3,2,1,1,,,,,,,1,1
"De 20 a 24 años (253)",37,26,,21,4,1,,,,,11,32
"De 25 a 29 años (254)",13,10,,9,1,,,,,,3,11
"De 30 a 34 años (255)",11,11,,4,4,2,1,,,,,22
"De 35 a 39 años (256)",7,7,,2,3,1,1,,,,,15
"De 40 a 44 años (257)",6,6,,1,3,2,,,,,,13
"De 45 a 49 años (258)",2,2,,,,1,1,,,,,7
"De 50 y más años (259)",4,4,,,3,,1,,,,,10
"Sup. no Univ. completa (260)",111,98,,53,33,7,5,,,,13,161
"De 20 a 24 años (263)",19,11,,11,,,,,,,8,11
"De 25 a 29 años (264)",37,33,,17,13,2,1,,,,4,53
"De 30 a 34 años (265)",24,24,,12,10,1,1,,,,,39
"De 35 a 39 años (266)",13,13,,8,4,1,,,,,,19
"De 40 a 44 años (267)",8,8,,3,3,2,,,,,,15
"De 45 a 49 años (268)",5,4,,2,1,,1,,,,1,8
"De 50 y más años (269)",5,5,,,2,1,2,,,,,16
"Sup. Univ. incompleta (270)",37,29,,16,5,4,2,1,1,,8,62
"De 15 a 19 años (272)",2,2,,2,,,,,,,,2
"De 20 a 24 años (273)",10,4,,2,1,1,,,,,6,7
"De 25 a 29 años (274)",10,8,,7,,1,,,,,2,10
"De 30 a 34 años (275)",3,3,,2,1,,,,,,,4
"De 35 a 39 años (276)",5,5,,2,1,1,1,,,,,11
"De 40 a 44 años (277)",2,2,,,1,,,1,,,,9
"De 45 a 49 años (278)",1,1,,,,1,,,,,,3
"De 50 y más años (279)",4,4,,1,1,,1,,1,,,16
"Sup. Univ. completa (280)",74,60,,29,15,10,2,3,1,,14,127
"De 20 a 24 años (283)",10,6,,4,2,,,,,,4,8
"De 25 a 29 años (284)",16,13,,9,3,1,,,,,3,18
"De 30 a 34 años (285)",19,14,,9,1,2,1,1,,,5,28
"De 35 a 39 años (286)",13,13,,2,5,5,,1,,,,34
"De 40 a 44 años (287)",4,4,,2,,2,,,,,,8
"De 45 a 49 años (288)",3,3,,1,2,,,,,,,5
"De 50 y más años (289)",9,7,,2,2,,1,1,1,,2,26
