"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CUTERVO (000)",48750,146345,131711,,2409,90,1.6
"De 12 a 14 años (001)",5702,28,28,,5,100,17.9
"De 15 a 19 años (002)",6794,1162,1138,309,97.9,26.6,
"De 20 a 24 años (003)",5341,5050,4944,578,97.9,11.4,
"De 25 a 29 años (004)",5024,8988,8720,553,97,6.2,
"De 30 a 34 años (005)",4470,12324,11849,433,96.1,3.5,
"De 35 a 39 años (006)",4339,15472,14746,342,95.3,2.2,
"De 40 a 44 años (007)",3608,16054,15029,147,93.6,0.9,
"De 45 a 49 años (008)",3101,16793,15439,41,91.9,0.2,
"De 50 y más años (009)",10371,70474,59818,1,84.9,,
"Sin nivel (010)",11234,64226,55035,326,85.7,0.5,
"De 12 a 14 años (011)",81,3,3,,100,,
"De 15 a 19 años (012)",224,78,76,20,97.4,25.6,
"De 20 a 24 años (013)",396,446,431,41,96.6,9.2,
"De 25 a 29 años (014)",574,1178,1144,59,97.1,5,
"De 30 a 34 años (015)",589,1892,1791,72,94.7,3.8,
"De 35 a 39 años (016)",888,3462,3245,74,93.7,2.1,
"De 40 a 44 años (017)",916,4501,4114,48,91.4,1.1,
"De 45 a 49 años (018)",1057,6301,5720,12,90.8,0.2,
"De 50 y más años (019)",6509,46365,38511,,83.1,,
"Educacion Inicial (020)",75,153,152,8,99.3,5.2,
"De 12 a 14 años (021)",10,1,1,,100,,
"De 15 a 19 años (022)",8,1,1,1,100,100,
"De 20 a 24 años (023)",11,7,7,2,100,28.6,
"De 25 a 29 años (024)",14,22,21,3,95.5,13.6,
"De 30 a 34 años (025)",22,78,78,2,100,2.6,
"De 35 a 39 años (026)",10,44,44,,100,,
"Primaria (030)",24547,69548,64511,1513,92.8,2.2,
"De 12 a 14 años (031)",3420,16,16,2,100,12.5,
"De 15 a 19 años (032)",2838,737,719,186,97.6,25.2,
"De 20 a 24 años (033)",2973,3396,3316,377,97.6,11.1,
"De 25 a 29 años (034)",2945,6007,5813,365,96.8,6.1,
"De 30 a 34 años (035)",2690,8052,7737,262,96.1,3.3,
"De 35 a 39 años (036)",2534,9761,9311,207,95.4,2.1,
"De 40 a 44 años (037)",2117,9966,9389,86,94.2,0.9,
"De 45 a 49 años (038)",1640,9211,8498,27,92.3,0.3,
