"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Mujeres (044)",10105,625,8,1961,3155,743,1931,350,1332
"Agric., ganadería, caza y silvicultura (045)",814,124,2,320,242,38,53,12,23
"Pesca (046)",12,,,6,3,,1,1,1
"Explotación de minas y canteras (047)",9,,,,2,,2,,5
"Industrias manufactureras (048)",510,20,,63,188,52,111,19,57
"Suministro de electricidad, gas y agua (049)",16,,,1,8,,1,1,5
"Construcción (050)",52,,,15,15,5,11,2,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3288,221,1,785,1200,244,519,108,210
"Venta, mant.y rep. veh.autom.y motoc. (052)",45,2,,4,16,3,15,3,2
"Comercio al por mayor (053)",147,4,,20,59,23,26,5,10
"Comercio al por menor (054)",3096,215,1,761,1125,218,478,100,198
"Hoteles y restaurantes (055)",1280,89,1,287,559,97,151,35,61
"Trans., almac. y comunicaciones (056)",208,3,1,14,74,27,57,14,18
"Intermediación financiera (057)",52,,,1,8,5,22,,16
"Activid.inmobil., empres. y de alquiler (058)",354,4,,17,70,27,127,19,90
"Admin.pub. y defensa; p. segur.soc.afil (059)",399,3,,17,84,49,135,36,75
"Enseñanza (060)",1193,2,,4,75,73,419,52,568
"Servicios sociales y de salud (061)",338,2,,9,23,24,139,10,131
"Otras activ. serv.comun.soc y personales (062)",337,29,,64,122,23,61,19,19
"Hogares privados con servicio doméstico (063)",864,90,3,266,355,56,60,10,24
"Actividad economica no especificada (065)",379,38,,92,127,23,62,12,25
,,,,,,,,,
"URBANA (066)",33145,1050,41,6320,13573,2414,4952,1281,3514
"Agric., ganadería, caza y silvicultura (067)",7769,332,18,2324,3622,438,530,181,324
"Pesca (068)",394,2,,92,185,34,42,14,25
"Explotación de minas y canteras (069)",64,1,,6,21,4,13,2,17
"Industrias manufactureras (070)",3898,63,4,567,1649,307,745,158,405
"Suministro de electricidad, gas y agua (071)",86,3,,10,36,6,16,4,11
"Construcción (072)",2342,46,,469,1215,177,237,73,125
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",6115,262,3,1271,2426,459,1009,243,442
"Venta, mant.y rep. veh.autom.y motoc. (074)",661,8,,70,261,56,193,28,45
"Comercio al por mayor (075)",371,5,,45,170,36,60,18,37
"Comercio al por menor (076)",5083,249,3,1156,1995,367,756,197,360
"Hoteles y restaurantes (077)",1602,93,2,340,707,133,178,61,88
"Trans., almac. y comunicaciones (078)",3354,61,9,533,1755,281,416,138,161
"Intermediación financiera (079)",124,,,2,24,13,35,4,46
"Activid.inmobil., empres. y de alquiler (080)",1582,12,,81,506,149,358,108,368
"Admin.pub. y defensa; p. segur.soc.afil (081)",1096,9,2,83,306,96,302,86,212
"Enseñanza (082)",1903,3,,12,149,116,613,96,914
"Servicios sociales y de salud (083)",518,2,,11,57,38,171,25,214
"Otras activ. serv.comun.soc y personales (084)",789,37,,126,313,66,125,50,72
"Hogares privados con servicio doméstico (085)",826,83,2,254,343,53,57,10,24
"Actividad economica no especificada (087)",683,41,1,139,259,44,105,28,66
"Hombres (088)",23716,500,34,4560,10613,1718,3127,948,2216
"Agric., ganadería, caza y silvicultura (089)",7215,255,16,2112,3453,410,495,171,303
"Pesca (090)",382,2,,86,182,34,41,13,24
"Explotación de minas y canteras (091)",56,1,,6,19,4,11,2,13
"Industrias manufactureras (092)",3409,43,4,509,1467,257,639,140,350
"Suministro de electricidad, gas y agua (093)",70,3,,9,28,6,15,3,6
"Construcción (094)",2295,46,,454,1202,172,228,71,122
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2984,53,2,525,1286,228,512,142,236
"Venta, mant.y rep. veh.autom.y motoc. (096)",619,6,,66,247,53,179,25,43
"Comercio al por mayor (097)",234,3,,26,114,16,35,13,27
"Comercio al por menor (098)",2131,44,2,433,925,159,298,104,166
"Hoteles y restaurantes (099)",361,8,1,68,162,36,32,27,27
"Trans., almac. y comunicaciones (100)",3153,59,8,521,1682,256,359,125,143
"Intermediación financiera (101)",73,,,1,16,8,14,4,30
"Activid.inmobil., empres. y de alquiler (102)",1240,8,,66,438,122,235,91,280
"Admin.pub. y defensa; p. segur.soc.afil (103)",726,6,2,67,224,51,182,52,142
"Enseñanza (104)",749,1,,9,77,51,208,44,359
"Servicios sociales y de salud (105)",192,,,3,34,14,39,15,87
"Otras activ. serv.comun.soc y personales (106)",467,10,,66,194,45,67,32,53
"Hogares privados con servicio doméstico (107)",25,1,,6,13,2,3,,
"Actividad economica no especificada (109)",319,4,1,52,136,22,47,16,41
"Mujeres (110)",9429,550,7,1760,2960,696,1825,333,1298
"Agric., ganadería, caza y silvicultura (111)",554,77,2,212,169,28,35,10,21
"Pesca (112)",12,,,6,3,,1,1,1
"Explotación de minas y canteras (113)",8,,,,2,,2,,4
"Industrias manufactureras (114)",489,20,,58,182,50,106,18,55
"Suministro de electricidad, gas y agua (115)",16,,,1,8,,1,1,5
"Construcción (116)",47,,,15,13,5,9,2,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3131,209,1,746,1140,231,497,101,206
"Venta, mant.y rep. veh.autom.y motoc. (118)",42,2,,4,14,3,14,3,2
"Comercio al por mayor (119)",137,2,,19,56,20,25,5,10
"Comercio al por menor (120)",2952,205,1,723,1070,208,458,93,194
"Hoteles y restaurantes (121)",1241,85,1,272,545,97,146,34,61
"Trans., almac. y comunicaciones (122)",201,2,1,12,73,25,57,13,18
"Intermediación financiera (123)",51,,,1,8,5,21,,16
"Activid.inmobil., empres. y de alquiler (124)",342,4,,15,68,27,123,17,88
"Admin.pub. y defensa; p. segur.soc.afil (125)",370,3,,16,82,45,120,34,70
"Enseñanza (126)",1154,2,,3,72,65,405,52,555
"Servicios sociales y de salud (127)",326,2,,8,23,24,132,10,127
"Otras activ. serv.comun.soc y personales (128)",322,27,,60,119,21,58,18,19
"Hogares privados con servicio doméstico (129)",801,82,2,248,330,51,54,10,24
"Actividad economica no especificada (131)",364,37,,87,123,22,58,12,25
,,,,,,,,,
"RURAL (132)",4815,340,16,1646,1890,278,425,90,130
"Agric., ganadería, caza y silvicultura (133)",3620,288,14,1388,1371,195,242,63,59
"Pesca (134)",12,,,5,4,1,2,,
"Explotación de minas y canteras (135)",4,,1,,1,,1,,1
"Industrias manufactureras (136)",143,5,,25,77,10,20,1,5
"Construcción (138)",94,4,,24,57,3,4,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",297,16,,70,120,23,46,9,13
"Venta, mant.y rep. veh.autom.y motoc. (140)",45,,,4,18,5,15,,3
"Comercio al por mayor (141)",23,3,,1,14,4,1,,
"Comercio al por menor (142)",229,13,,65,88,14,30,9,10
"Hoteles y restaurantes (143)",47,4,,19,17,1,5,1,
"Trans., almac. y comunicaciones (144)",250,6,,56,147,17,18,2,4
"Intermediación financiera (145)",4,,,,2,,1,,1
"Activid.inmobil., empres. y de alquiler (146)",79,1,,12,33,4,15,5,9
"Admin.pub. y defensa; p. segur.soc.afil (147)",49,,,8,8,6,19,3,5
"Enseñanza (148)",68,1,,2,6,9,23,2,25
"Servicios sociales y de salud (149)",18,,,1,,,10,2,5
"Otras activ. serv.comun.soc y personales (150)",34,3,,10,8,2,9,1,1
"Hogares privados con servicio doméstico (151)",64,8,1,19,25,5,6,,
"Actividad economica no especificada (153)",32,4,,7,14,2,4,,1
"Hombres (154)",4139,265,15,1445,1695,231,319,73,96
"Agric., ganadería, caza y silvicultura (155)",3360,241,14,1280,1298,185,224,61,57
"Pesca (156)",12,,,5,4,1,2,,
"Explotación de minas y canteras (157)",3,,1,,1,,1,,
"Industrias manufactureras (158)",122,5,,20,71,8,15,,3
"Construcción (160)",89,4,,24,55,3,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",140,4,,31,60,10,24,2,9
"Venta, mant.y rep. veh.autom.y motoc. (162)",42,,,4,16,5,14,,3
"Comercio al por mayor (163)",13,1,,,11,1,,,
"Comercio al por menor (164)",85,3,,27,33,4,10,2,6
"Hoteles y restaurantes (165)",8,,,4,3,1,,,
"Trans., almac. y comunicaciones (166)",243,5,,54,146,15,18,1,4
"Intermediación financiera (167)",3,,,,2,,,,1
"Activid.inmobil., empres. y de alquiler (168)",67,1,,10,31,4,11,3,7
"Admin.pub. y defensa; p. segur.soc.afil (169)",20,,,7,6,2,4,1,
"Enseñanza (170)",29,1,,1,3,1,9,2,12
"Servicios sociales y de salud (171)",6,,,,,,3,2,1
"Otras activ. serv.comun.soc y personales (172)",19,1,,6,5,,6,,1
"Hogares privados con servicio doméstico (173)",1,,,1,,,,,
"Actividad economica no especificada (175)",17,3,,2,10,1,,,1
"Mujeres (176)",676,75,1,201,195,47,106,17,34
"Agric., ganadería, caza y silvicultura (177)",260,47,,108,73,10,18,2,2
"Explotación de minas y canteras (179)",1,,,,,,,,1
"Industrias manufactureras (180)",21,,,5,6,2,5,1,2
"Construcción (182)",5,,,,2,,2,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",157,12,,39,60,13,22,7,4
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,2,,1,,
"Comercio al por mayor (185)",10,2,,1,3,3,1,,
"Comercio al por menor (186)",144,10,,38,55,10,20,7,4
"Hoteles y restaurantes (187)",39,4,,15,14,,5,1,
"Trans., almac. y comunicaciones (188)",7,1,,2,1,2,,1,
"Intermediación financiera (189)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (190)",12,,,2,2,,4,2,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",29,,,1,2,4,15,2,5
"Enseñanza (192)",39,,,1,3,8,14,,13
"Servicios sociales y de salud (193)",12,,,1,,,7,,4
"Otras activ. serv.comun.soc y personales (194)",15,2,,4,3,2,3,1,
"Hogares privados con servicio doméstico (195)",63,8,1,18,25,5,6,,
"Actividad economica no especificada (197)",15,1,,5,4,1,4,,
