"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN ROMAN (000)",93799,89756,33081,13079,14148,9712,11120,5053,2395,1168,4043,184778
"De 12 a 14 años (001)",8511,8476,8444,30,2,,,,,,35,34
"De 15 a 19 años (002)",13298,13145,12342,695,81,15,12,,,,153,950
"De 20 a 24 años (003)",13149,11578,6857,3369,1084,202,55,11,,,1571,6440
"De 25 a 29 años (004)",11442,10187,2672,3419,2752,958,360,19,7,,1255,13482
"De 30 a 34 años (005)",10305,9811,1141,2233,3316,1837,1113,150,16,5,494,20254
"De 35 a 39 años (006)",9044,8862,538,1252,2690,2026,1815,431,84,26,182,24265
"De 40 a 44 años (007)",7368,7219,338,678,1678,1609,2030,628,216,42,149,24019
"De 45 a 49 años (008)",5973,5912,235,500,1003,1145,1762,822,328,117,61,22977
"De 50 y más años (009)",14709,14566,514,903,1542,1920,3973,2992,1744,978,143,72357
"Conviviente (010)",25811,25180,3347,7877,6770,3350,2736,740,268,92,631,51308
"De 12 a 14 años (011)",81,48,31,16,1,,,,,,33,18
"De 15 a 19 años (012)",1451,1327,731,528,57,7,4,,,,124,679
"De 20 a 24 años (013)",5310,5091,1321,2696,872,154,40,8,,,219,5119
"De 25 a 29 años (014)",6075,5929,693,2428,1912,650,230,10,6,,146,9279
"De 30 a 34 años (015)",5038,4979,307,1243,1852,915,576,74,8,4,59,10733
"De 35 a 39 años (016)",3460,3439,117,512,1147,787,693,138,30,15,21,9441
"De 40 a 44 años (017)",2055,2039,59,216,529,461,547,160,58,9,16,6641
"De 45 a 49 años (018)",1123,1119,36,130,225,216,302,135,53,22,4,4099
"De 50 y más años (019)",1218,1209,52,108,175,160,344,215,113,42,9,5299
"Separado(a) (020)",4057,4009,93,1354,1001,597,603,237,89,35,48,10419
"De 12 a 14 años (021)",3,3,3,,,,,,,,,
