"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",324,126,16,18,164
"Otras activ. serv.comun.soc y personales (040)",1056,632,198,122,104
"Hogares privados con servicio doméstico (041)",67,67,,,
"Actividad economica no especificada (043)",1263,749,207,144,163
"Mujeres (044)",18780,13107,1374,1592,2707
"Agric., ganadería, caza y silvicultura (045)",3289,2050,280,339,620
"Pesca (046)",9,6,1,1,1
"Explotación de minas y canteras (047)",12,6,2,2,2
"Industrias manufactureras (048)",1700,1097,116,120,367
"Suministro de electricidad, gas y agua (049)",20,5,1,5,9
"Construcción (050)",63,31,3,15,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",4719,4436,185,82,16
"Venta, mant.y rep. veh.autom y motoc. (052)",64,43,17,3,1
"Comercio al por mayor (053)",196,140,23,18,15
"Comercio al por menor (054)",4459,4253,145,61,
"Hoteles y restaurantes (055)",1316,1165,114,30,7
"Trans., almac. y comunicaciones (056)",327,277,14,19,17
"Intermediación financiera (057)",59,10,6,24,19
"Activid.inmobil., empres. y alquileres (058)",432,258,67,51,56
"Admin.pub. y defensa; p. segur soc.afil (059)",464,,,,464
"Enseñanza (060)",2196,562,390,702,542
"Servicios sociales y de salud (061)",656,129,42,44,441
"Otras activ. serv.comun.soc y personales (062)",637,510,60,38,29
"Hogares privados con servicio doméstico (063)",1670,1670,,,
"Organiz. y organos extraterritoriales (064)",1,,1,,
"Actividad economica no especificada (065)",1210,895,92,120,103
,,,,,
"URBANA (066)",40458,26330,4484,3935,5709
"Agric., ganadería, caza y silvicultura (067)",7255,5177,929,542,607
"Pesca (068)",847,381,319,140,7
"Explotación de minas y canteras (069)",106,31,38,19,18
"Industrias manufactureras (070)",3690,2014,497,464,715
"Suministro de electricidad, gas y agua (071)",132,40,9,39,44
"Construcción (072)",2709,1850,463,234,162
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",8008,7295,429,221,63
"Venta, mant.y rep. veh.autom y motoc. (074)",746,584,82,55,25
"Comercio al por mayor (075)",397,285,41,33,38
"Comercio al por menor (076)",6865,6426,306,133,
"Hoteles y restaurantes (077)",1552,1318,153,64,17
"Trans., almac. y comunicaciones (078)",4227,3421,275,335,196
"Intermediación financiera (079)",142,24,15,58,45
"Activid.inmobil., empres. y alquileres (080)",1349,686,207,204,252
"Admin.pub. y defensa; p. segur soc.afil (081)",1752,,,,1752
"Enseñanza (082)",3402,645,627,1186,944
"Servicios sociales y de salud (083)",823,191,46,53,533
"Otras activ. serv.comun.soc y personales (084)",1402,928,222,135,117
"Hogares privados con servicio doméstico (085)",1186,1186,,,
"Organiz. y organos extraterritoriales (086)",1,,1,,
"Actividad economica no especificada (087)",1875,1143,254,241,237
"Hombres (088)",26980,17242,3427,2658,3653
"Agric., ganadería, caza y silvicultura (089)",6479,4775,840,437,427
"Pesca (090)",839,376,318,139,6
"Explotación de minas y canteras (091)",97,27,36,17,17
"Industrias manufactureras (092)",2560,1368,420,362,410
"Suministro de electricidad, gas y agua (093)",114,37,8,34,35
"Construcción (094)",2655,1823,461,221,150
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3945,3490,262,144,49
"Venta, mant.y rep. veh.autom y motoc. (096)",689,545,68,52,24
"Comercio al por mayor (097)",228,164,21,18,25
"Comercio al por menor (098)",3028,2781,173,74,
"Hoteles y restaurantes (099)",409,310,51,35,13
"Trans., almac. y comunicaciones (100)",3922,3163,263,317,179
"Intermediación financiera (101)",84,14,9,35,26
"Activid.inmobil., empres. y alquileres (102)",947,446,146,155,200
"Admin.pub. y defensa; p. segur soc.afil (103)",1330,,,,1330
"Enseñanza (104)",1384,177,254,516,437
"Servicios sociales y de salud (105)",258,88,13,16,141
"Otras activ. serv.comun.soc y personales (106)",874,513,170,100,91
"Hogares privados con servicio doméstico (107)",49,49,,,
"Actividad economica no especificada (109)",1034,586,176,130,142
"Mujeres (110)",13478,9088,1057,1277,2056
"Agric., ganadería, caza y silvicultura (111)",776,402,89,105,180
"Pesca (112)",8,5,1,1,1
"Explotación de minas y canteras (113)",9,4,2,2,1
"Industrias manufactureras (114)",1130,646,77,102,305
"Suministro de electricidad, gas y agua (115)",18,3,1,5,9
"Construcción (116)",54,27,2,13,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",4063,3805,167,77,14
"Venta, mant.y rep. veh.autom y motoc. (118)",57,39,14,3,1
"Comercio al por mayor (119)",169,121,20,15,13
"Comercio al por menor (120)",3837,3645,133,59,
"Hoteles y restaurantes (121)",1143,1008,102,29,4
"Trans., almac. y comunicaciones (122)",305,258,12,18,17
"Intermediación financiera (123)",58,10,6,23,19
"Activid.inmobil., empres. y alquileres (124)",402,240,61,49,52
"Admin.pub. y defensa; p. segur soc.afil (125)",422,,,,422
"Enseñanza (126)",2018,468,373,670,507
"Servicios sociales y de salud (127)",565,103,33,37,392
"Otras activ. serv.comun.soc y personales (128)",528,415,52,35,26
"Hogares privados con servicio doméstico (129)",1137,1137,,,
"Organiz. y organos extraterritoriales (130)",1,,1,,
"Actividad economica no especificada (131)",841,557,78,111,95
,,,,,
"RURAL (132)",37995,30366,2830,2129,2670
"Agric., ganadería, caza y silvicultura (133)",28619,23156,1981,1576,1906
"Pesca (134)",233,123,70,39,1
"Explotación de minas y canteras (135)",102,27,22,27,26
"Industrias manufactureras (136)",2378,1733,282,149,214
"Suministro de electricidad, gas y agua (137)",26,13,4,8,1
"Construcción (138)",663,495,80,47,41
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1718,1590,86,30,12
"Venta, mant.y rep. veh.autom y motoc. (140)",200,161,26,10,3
"Comercio al por mayor (141)",81,55,10,7,9
"Comercio al por menor (142)",1437,1374,50,13,
"Hoteles y restaurantes (143)",228,203,19,3,3
"Trans., almac. y comunicaciones (144)",1740,1485,123,89,43
"Intermediación financiera (145)",6,2,1,3,
"Activid.inmobil., empres. y alquileres (146)",176,75,20,30,51
"Admin.pub. y defensa; p. segur soc.afil (147)",176,,,,176
"Enseñanza (148)",333,134,49,71,79
"Servicios sociales y de salud (149)",157,64,12,9,72
"Otras activ. serv.comun.soc y personales (150)",291,214,36,25,16
"Hogares privados con servicio doméstico (151)",551,551,,,
"Actividad economica no especificada (153)",598,501,45,23,29
"Hombres (154)",32693,26347,2513,1814,2019
"Agric., ganadería, caza y silvicultura (155)",26106,21508,1790,1342,1466
"Pesca (156)",232,122,70,39,1
"Explotación de minas y canteras (157)",99,25,22,27,25
"Industrias manufactureras (158)",1808,1282,243,131,152
"Suministro de electricidad, gas y agua (159)",24,11,4,8,1
"Construcción (160)",654,491,79,45,39
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",1062,959,68,25,10
"Venta, mant.y rep. veh.autom y motoc. (162)",193,157,23,10,3
"Comercio al por mayor (163)",54,36,7,4,7
"Comercio al por menor (164)",815,766,38,11,
"Hoteles y restaurantes (165)",55,46,7,2,
"Trans., almac. y comunicaciones (166)",1718,1466,121,88,43
"Intermediación financiera (167)",5,2,1,2,
"Activid.inmobil., empres. y alquileres (168)",146,57,14,28,47
"Admin.pub. y defensa; p. segur soc.afil (169)",134,,,,134
"Enseñanza (170)",155,40,32,39,44
"Servicios sociales y de salud (171)",66,38,3,2,23
"Otras activ. serv.comun.soc y personales (172)",182,119,28,22,13
"Hogares privados con servicio doméstico (173)",18,18,,,
"Actividad economica no especificada (175)",229,163,31,14,21
"Mujeres (176)",5302,4019,317,315,651
"Agric., ganadería, caza y silvicultura (177)",2513,1648,191,234,440
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",3,2,,,1
"Industrias manufactureras (180)",570,451,39,18,62
"Suministro de electricidad, gas y agua (181)",2,2,,,
"Construcción (182)",9,4,1,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",656,631,18,5,2
"Venta, mant.y rep. veh.autom y motoc. (184)",7,4,3,,
"Comercio al por mayor (185)",27,19,3,3,2
"Comercio al por menor (186)",622,608,12,2,
"Hoteles y restaurantes (187)",173,157,12,1,3
"Trans., almac. y comunicaciones (188)",22,19,2,1,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",30,18,6,2,4
"Admin.pub. y defensa; p. segur soc.afil (191)",42,,,,42
"Enseñanza (192)",178,94,17,32,35
"Servicios sociales y de salud (193)",91,26,9,7,49
"Otras activ. serv.comun.soc y personales (194)",109,95,8,3,3
"Hogares privados con servicio doméstico (195)",533,533,,,
"Actividad economica no especificada (197)",369,338,14,9,8
