"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ZARUMILLA (000)",14393,32971,30678,,801,93,2.4
"De 12 a 14 años (001)",1353,13,12,,3,92.3,23.1
"De 15 a 19 años (002)",2051,383,382,114,99.7,29.8,
"De 20 a 24 años (003)",2055,1880,1851,214,98.5,11.4,
"De 25 a 29 años (004)",1883,2985,2933,199,98.3,6.7,
"De 30 a 34 años (005)",1600,3743,3613,164,96.5,4.4,
"De 35 a 39 años (006)",1362,3909,3738,80,95.6,2,
"De 40 a 44 años (007)",1145,3920,3724,21,95,0.5,
"De 45 a 49 años (008)",874,3637,3407,5,93.7,0.1,
"De 50 y más años (009)",2070,12501,11018,1,88.1,,
"Sin nivel (010)",551,3023,2580,12,85.3,0.4,
"De 12 a 14 años (011)",10,1,1,,100,,
"De 15 a 19 años (012)",22,7,7,2,100,28.6,
"De 20 a 24 años (013)",24,32,32,2,100,6.3,
"De 25 a 29 años (014)",29,60,58,5,96.7,8.3,
"De 30 a 34 años (015)",33,96,83,1,86.5,1,
"De 35 a 39 años (016)",48,157,142,,90.4,,
"De 40 a 44 años (017)",50,219,196,1,89.5,0.5,
"De 45 a 49 años (018)",42,235,214,,91.1,,
"De 50 y más años (019)",293,2216,1847,1,83.3,,
"Educacion Inicial (020)",31,37,37,3,100,8.1,
"De 12 a 14 años (021)",9,1,1,,100,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",4,3,3,1,100,33.3,
"De 25 a 29 años (024)",8,11,11,1,100,9.1,
"De 30 a 34 años (025)",2,9,9,1,100,11.1,
"De 35 a 39 años (026)",4,13,13,,100,,
"Primaria (030)",4579,16127,14741,213,91.4,1.3,
"De 12 a 14 años (031)",464,5,4,1,80,20,
"De 15 a 19 años (032)",265,80,80,17,100,21.3,
"De 20 a 24 años (033)",356,461,451,51,97.8,11.1,
"De 25 a 29 años (034)",431,854,838,46,98.1,5.4,
"De 30 a 34 años (035)",476,1358,1301,57,95.8,4.2,
"De 35 a 39 años (036)",459,1516,1437,25,94.8,1.6,
"De 40 a 44 años (037)",462,1783,1669,13,93.6,0.7,
"De 45 a 49 años (038)",426,2009,1853,3,92.2,0.1,
"De 50 y más años (039)",1240,8061,7108,,88.2,,
"Secundaria (040)",6629,10317,9969,414,96.6,4,
