"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GRAU (000)",6462,6290,31,937,919,899,1591,1190,558,165,172,26678
"De 12 a 14 años (001)",8,5,,5,,,,,,,3,5
"De 15 a 19 años (002)",179,161,2,131,24,3,1,,,,18,192
"De 20 a 24 años (003)",541,499,2,277,170,42,8,,,,42,778
"De 25 a 29 años (004)",678,638,1,177,210,168,78,4,,,40,1457
"De 30 a 34 años (005)",699,678,2,92,161,155,222,44,1,1,21,2147
"De 35 a 39 años (006)",677,667,,40,79,122,265,126,33,2,10,2849
"De 40 a 44 años (007)",617,610,2,35,39,67,188,187,79,13,7,3158
"De 45 a 49 años (008)",556,551,2,31,36,54,150,159,97,22,5,3029
"De 50 y más años (009)",2507,2481,20,149,200,288,679,670,348,127,26,13063
"Conviviente (010)",2238,2188,6,552,502,380,482,181,69,16,50,6718
"De 12 a 14 años (011)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (012)",138,123,1,99,21,2,,,,,15,147
"De 20 a 24 años (013)",405,392,1,212,140,32,7,,,,13,619
"De 25 a 29 años (014)",476,467,,117,158,129,63,,,,9,1083
"De 30 a 34 años (015)",407,404,1,56,103,88,133,22,,1,3,1256
"De 35 a 39 años (016)",302,300,,24,43,58,119,47,9,,2,1188
"De 40 a 44 años (017)",179,177,1,16,15,20,61,44,19,1,2,828
"De 45 a 49 años (018)",105,104,,6,11,15,31,23,15,3,1,522
"De 50 y más años (019)",220,218,2,19,11,36,68,45,26,11,2,1072
"Separado(a) (020)",299,295,3,130,60,45,37,16,4,,4,682
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",22,20,1,18,1,,,,,,2,20
"De 20 a 24 años (023)",49,49,,35,12,2,,,,,,65
