"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",143,9,1,65,40,9,11,1,7
"Agricult.trabaj. calif.agrop. y pesquros (042)",392,19,,220,114,8,13,1,17
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",89,10,,39,26,5,6,1,2
"Obreros. construc., conf., papel, fab., instr (044)",83,2,,27,41,3,6,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",417,33,1,204,133,12,19,3,12
"Otra (046)",10,,,,2,,6,,2
"Ocupación no especificada (047)",75,11,,37,17,1,4,,5
"Hombres (048)",1172,37,2,436,355,42,150,19,131
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",19,,,2,2,,7,2,6
"Profes., científicos e intelectuales (050)",159,,,,6,2,69,8,74
"Técnicos de nivel medio ytrab.asimilados (051)",27,,,,4,5,15,1,2
"Jefes y empleados de oficina (052)",60,1,,2,30,3,10,1,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",51,,1,17,17,5,6,1,4
"Agricult.trabaj. calif.agrop. y pesquros (054)",382,18,,214,111,8,13,1,17
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",66,2,,26,25,5,5,1,2
"Obreros. construc., conf., papel, fab., instr (056)",83,2,,27,41,3,6,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",277,12,1,132,105,10,10,2,5
"Otra (058)",10,,,,2,,6,,2
"Ocupación no especificada (059)",38,2,,16,12,1,3,,4
"Mujeres (060)",498,48,,162,79,15,107,21,66
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,1,1,,1,,2
"Profes., científicos e intelectuales (062)",141,,,,4,4,72,14,47
"Técnicos de nivel medio ytrab.asimilados (063)",20,,,1,2,3,14,,
"Jefes y empleados de oficina (064)",30,,,,12,2,4,6,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",92,9,,48,23,4,5,,3
"Agricult.trabaj. calif.agrop. y pesquros (066)",10,1,,6,3,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",23,8,,13,1,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",140,21,,72,28,2,9,1,7
"Ocupación no especificada (071)",37,9,,21,5,,1,,1
,,,,,,,,,
"RURAL (072)",2586,392,5,1607,396,26,94,16,50
"Profes., científicos e intelectuales (074)",86,,,,4,6,50,6,20
"Técnicos de nivel medio ytrab.asimilados (075)",9,,,3,,3,3,,
"Jefes y empleados de oficina (076)",7,,,,5,2,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",65,7,,37,17,1,2,1,
"Agricult.trabaj. calif.agrop. y pesquros (078)",1428,223,2,957,193,8,17,6,22
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",40,7,,21,9,,3,,
"Obreros. construc., conf., papel, fab., instr (080)",49,11,,26,6,1,3,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",753,121,3,466,136,3,15,3,6
"Ocupación no especificada (083)",149,23,,97,26,2,1,,
"Hombres (084)",2284,328,5,1458,349,23,66,13,42
"Profes., científicos e intelectuales (086)",50,,,,1,4,29,3,13
"Técnicos de nivel medio ytrab.asimilados (087)",5,,,1,,3,1,,
"Jefes y empleados de oficina (088)",6,,,,4,2,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",22,,,12,8,,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",1390,217,2,929,189,8,17,6,22
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",31,4,,19,7,,1,,
"Obreros. construc., conf., papel, fab., instr (092)",49,11,,26,6,1,3,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",647,89,3,411,120,3,13,3,5
"Ocupación no especificada (095)",84,7,,60,14,2,1,,
"Mujeres (096)",302,64,,149,47,3,28,3,8
"Profes., científicos e intelectuales (098)",36,,,,3,2,21,3,7
"Técnicos de nivel medio ytrab.asimilados (099)",4,,,2,,,2,,
"Jefes y empleados de oficina (100)",1,,,,1,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",43,7,,25,9,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",38,6,,28,4,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,3,,2,2,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",106,32,,55,16,,2,,1
"Ocupación no especificada (107)",65,16,,37,12,,,,
