"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ZARUMILLA (000)",10677,27,120,368,890,2039,4244,2989
"De 12 a 14 años (001)",32,,,,,,4,28
"De 15 a 19 años (002)",475,,,,,,240,235
"De 20 a 24 años (003)",1596,,,,,3,924,669
"De 25 a 29 años (004)",1748,,,,,82,1092,574
"De 30 a 34 años (005)",1540,,,,,238,934,368
"De 35 a 39 años (006)",1316,,,,19,405,628,264
"De 40 a 44 años (007)",1109,,,,82,500,311,216
"De 45 a 49 años (008)",854,,,1,149,458,89,157
"De 50 y más años (009)",2007,27,120,367,640,353,22,478
"Conviviente (010)",4940,1,7,53,208,733,2622,1316
"De 12 a 14 años (011)",26,,,,,,2,24
"De 15 a 19 años (012)",364,,,,,,187,177
"De 20 a 24 años (013)",989,,,,,2,653,334
"De 25 a 29 años (014)",1017,,,,,43,708,266
"De 30 a 34 años (015)",837,,,,,108,564,165
"De 35 a 39 años (016)",611,,,,6,169,317,119
"De 40 a 44 años (017)",438,,,,28,178,149,83
"De 45 a 49 años (018)",247,,,1,39,127,32,48
"De 50 y más años (019)",411,1,7,52,135,106,10,100
"Separado(a) (020)",891,1,10,27,99,219,295,240
"De 15 a 19 años (022)",30,,,,,,15,15
"De 20 a 24 años (023)",111,,,,,,79,32
"De 25 a 29 años (024)",130,,,,,12,84,34
"De 30 a 34 años (025)",105,,,,,31,44,30
"De 35 a 39 años (026)",120,,,,4,43,47,26
"De 40 a 44 años (027)",89,,,,12,37,16,24
"De 45 a 49 años (028)",106,,,,21,58,10,17
"De 50 y más años (029)",200,1,10,27,62,38,,62
"Casado(a) (030)",3383,11,35,174,467,922,1141,633
"De 12 a 14 años (031)",3,,,,,,1,2
"De 15 a 19 años (032)",51,,,,,,20,31
"De 20 a 24 años (033)",218,,,,,1,132,85
"De 25 a 29 años (034)",359,,,,,16,251,92
"De 30 a 34 años (035)",453,,,,,76,297,80
"De 35 a 39 años (036)",471,,,,9,160,248,54
"De 40 a 44 años (037)",488,,,,35,251,135,67
"De 45 a 49 años (038)",417,,,,81,241,46,49
"De 50 y más años (039)",923,11,35,174,342,177,11,173
"Viudo(a) (040)",484,13,65,109,92,77,22,106
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",6,,,,,,4,2
"De 25 a 29 años (044)",6,,,,,1,5,
"De 30 a 34 años (045)",10,,,,,3,4,3
"De 35 a 39 años (046)",18,,,,,11,5,2
"De 40 a 44 años (047)",25,,,,2,16,2,5
"De 45 a 49 años (048)",32,,,,5,19,1,7
"De 50 y más años (049)",386,13,65,109,85,27,1,86
"Divorciado(a) (050)",37,1,1,1,5,8,8,13
