"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTA (000)",542,6,255,176,83,22
"Conviviente (001)",180,,67,89,24,
"Separado(a) (002)",14,,7,5,2,
"Casado(a) (003)",124,,5,59,45,15
"Viudo(a) (004)",15,,1,3,4,7
"Divorciado(a) (005)",5,,,1,4,
"Soltero(a) (006)",204,6,175,19,4,
"Hombres (008)",386,3,168,132,67,16
"Conviviente (009)",142,,51,70,21,
"Separado(a) (010)",5,,1,2,2,
"Casado(a) (011)",96,,1,46,36,13
"Viudo(a) (012)",7,,,2,2,3
"Divorciado(a) (013)",4,,,1,3,
"Soltero(a) (014)",132,3,115,11,3,
"Mujeres (016)",156,3,87,44,16,6
"Conviviente (017)",38,,16,19,3,
"Separado(a) (018)",9,,6,3,,
"Casado(a) (019)",28,,4,13,9,2
"Viudo(a) (020)",8,,1,1,2,4
"Divorciado(a) (021)",1,,,,1,
"Soltero(a) (022)",72,3,60,8,1,
,,,,,,
"AREA URBANA (024)",276,4,113,96,48,15
"Conviviente (025)",105,,39,51,15,
"Separado(a) (026)",7,,4,3,,
"Casado(a) (027)",66,,3,29,25,9
"Viudo(a) (028)",11,,1,1,3,6
"Divorciado(a) (029)",4,,,1,3,
"Soltero(a) (030)",83,4,66,11,2,
"Hombres (032)",189,3,72,67,36,11
"Conviviente (033)",79,,28,39,12,
"Separado(a) (034)",1,,1,,,
"Casado(a) (035)",46,,,19,19,8
"Viudo(a) (036)",4,,,,1,3
"Divorciado(a) (037)",3,,,1,2,
"Soltero(a) (038)",56,3,43,8,2,
"Mujeres (040)",87,1,41,29,12,4
"Conviviente (041)",26,,11,12,3,
"Separado(a) (042)",6,,3,3,,
"Casado(a) (043)",20,,3,10,6,1
"Viudo(a) (044)",7,,1,1,2,3
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",27,1,23,3,,
,,,,,,
"AREA RURAL (048)",266,2,142,80,35,7
"Conviviente (049)",75,,28,38,9,
"Separado(a) (050)",7,,3,2,2,
"Casado(a) (051)",58,,2,30,20,6
"Viudo(a) (052)",4,,,2,1,1
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",121,2,109,8,2,
"Hombres (056)",197,,96,65,31,5
"Conviviente (057)",63,,23,31,9,
"Separado(a) (058)",4,,,2,2,
"Casado(a) (059)",50,,1,27,17,5
"Viudo(a) (060)",3,,,2,1,
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",76,,72,3,1,
"Mujeres (064)",69,2,46,15,4,2
"Conviviente (065)",12,,5,7,,
"Separado(a) (066)",3,,3,,,
"Casado(a) (067)",8,,1,3,3,1
"Viudo(a) (068)",1,,,,,1
"Soltero(a) (070)",45,2,37,5,1,
