"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BARRANCA (000)",50198,12106,15075,18925,1033,1918,1141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",99,80,,,19,,
"Profes., científicos e intelectuales (002)",4108,3488,,544,60,15,1
"Técnicos de nivel medio y trab. asimilados (003)",2185,1433,,648,89,13,2
"Jefes y empleados de oficina (004)",1860,1843,,7,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",9279,2412,119,5704,227,816,1
"Agricult.trabaj. calif.agrop. y pesqueros (006)",4033,38,111,3484,399,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",4123,,2219,1773,95,36,
"Obreros construc.,conf., papel, fab., instr. (008)",6374,666,2009,3560,103,36,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",17153,1705,10447,2920,34,910,1137
"Otra (010)",227,227,,,,,
"Ocupación no especificada (011)",757,214,170,285,7,81,
"Hombres (012)",33646,6748,12632,12686,772,772,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",58,45,,,13,,
"Profes., científicos e intelectuales (014)",1996,1571,,375,44,6,
"Técnicos de nivel medio y trab. asimilados (015)",1453,890,,506,53,4,
"Jefes y empleados de oficina (016)",914,906,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3906,1309,54,2269,108,166,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",3570,37,111,3075,346,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",3575,,1951,1509,87,28,
"Obreros construc.,conf., papel, fab., instr. (020)",6267,656,1977,3499,102,33,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",11338,1027,8442,1299,16,518,36
"Otra (022)",216,216,,,,,
"Ocupación no especificada (023)",353,91,97,151,3,11,
"Mujeres (024)",16552,5358,2443,6239,261,1146,1105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",41,35,,,6,,
"Profes., científicos e intelectuales (026)",2112,1917,,169,16,9,1
"Técnicos de nivel medio y trab. asimilados (027)",732,543,,142,36,9,2
"Jefes y empleados de oficina (028)",946,937,,4,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",5373,1103,65,3435,119,650,1
"Agricult.trabaj. calif.agrop. y pesqueros (030)",463,1,,409,53,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",548,,268,264,8,8,
"Obreros construc.,conf., papel, fab., instr. (032)",107,10,32,61,1,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",5815,678,2005,1621,18,392,1101
"Otra (034)",11,11,,,,,
"Ocupación no especificada (035)",404,123,73,134,4,70,
,,,,,,,
"URBANA (036)",42816,11703,10453,17211,861,1539,1049
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",98,79,,,19,,
"Profes., científicos e intelectuales (038)",3994,3387,,531,60,15,1
"Técnicos de nivel medio y trab. asimilados (039)",2112,1374,,637,87,12,2
"Jefes y empleados de oficina (040)",1801,1785,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",8939,2341,107,5490,216,784,1
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2729,23,100,2359,246,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3912,,2048,1735,93,36,
"Obreros construc.,conf., papel, fab., instr. (044)",6045,633,1875,3402,100,35,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",12296,1651,6175,2800,33,592,1045
"Otra (046)",226,226,,,,,
"Ocupación no especificada (047)",664,204,148,251,7,54,
"Hombres (048)",27937,6505,8860,11329,624,583,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",57,44,,,13,,
"Profes., científicos e intelectuales (050)",1939,1522,,367,44,6,
"Técnicos de nivel medio y trab. asimilados (051)",1406,853,,498,51,4,
"Jefes y empleados de oficina (052)",878,871,,2,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3788,1273,50,2202,103,160,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2388,22,100,2054,211,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",3405,,1813,1479,85,28,
"Obreros construc.,conf., papel, fab., instr. (056)",5944,623,1845,3345,99,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",7588,994,4964,1240,15,339,36
"Otra (058)",215,215,,,,,
"Ocupación no especificada (059)",329,88,88,142,3,8,
"Mujeres (060)",14879,5198,1593,5882,237,956,1013
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",41,35,,,6,,
"Profes., científicos e intelectuales (062)",2055,1865,,164,16,9,1
"Técnicos de nivel medio y trab. asimilados (063)",706,521,,139,36,8,2
"Jefes y empleados de oficina (064)",923,914,,4,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5151,1068,57,3288,113,624,1
"Agricult.trabaj. calif.agrop. y pesqueros (066)",341,1,,305,35,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",507,,235,256,8,8,
"Obreros construc.,conf., papel, fab., instr. (068)",101,10,30,57,1,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",4708,657,1211,1560,18,253,1009
"Otra (070)",11,11,,,,,
"Ocupación no especificada (071)",335,116,60,109,4,46,
,,,,,,,
"RURAL (072)",7382,403,4622,1714,172,379,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",114,101,,13,,,
"Técnicos de nivel medio y trab. asimilados (075)",73,59,,11,2,1,
"Jefes y empleados de oficina (076)",59,58,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",340,71,12,214,11,32,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1304,15,11,1125,153,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",211,,171,38,2,,
"Obreros construc.,conf., papel, fab., instr. (080)",329,33,134,158,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",4857,54,4272,120,1,318,92
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",93,10,22,34,,27,
"Hombres (084)",5709,243,3772,1357,148,189,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",57,49,,8,,,
"Técnicos de nivel medio y trab. asimilados (087)",47,37,,8,2,,
"Jefes y empleados de oficina (088)",36,35,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",118,36,4,67,5,6,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1182,15,11,1021,135,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",170,,138,30,2,,
"Obreros construc.,conf., papel, fab., instr. (092)",323,33,132,154,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",3750,33,3478,59,1,179,
"Otra (094)",1,1,,,,,
