"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTONIO RAYMONDI (000)",484,2,212,145,89,36
"Conviviente (001)",133,,57,58,17,1
"Separado(a) (002)",3,,2,1,,
"Casado(a) (003)",176,,19,61,66,30
"Viudo(a) (004)",6,,1,,1,4
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",165,2,133,24,5,1
"Hombres (008)",422,1,169,137,81,34
"Conviviente (009)",122,,49,57,15,1
"Separado(a) (010)",1,,,1,,
"Casado(a) (011)",164,,18,56,60,30
"Viudo(a) (012)",4,,1,,1,2
"Soltero(a) (014)",131,1,101,23,5,1
"Mujeres (016)",62,1,43,8,8,2
"Conviviente (017)",11,,8,1,2,
"Separado(a) (018)",2,,2,,,
"Casado(a) (019)",12,,1,5,6,
"Viudo(a) (020)",2,,,,,2
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",34,1,32,1,,
,,,,,,
"AREA URBANA (024)",130,,56,40,21,13
"Conviviente (025)",34,,14,16,4,
"Casado(a) (027)",45,,6,11,17,11
"Viudo(a) (028)",1,,,,,1
"Divorciado(a) (029)",1,,,1,,
"Soltero(a) (030)",49,,36,12,,1
"Hombres (032)",107,,46,34,14,13
"Conviviente (033)",28,,10,15,3,
"Casado(a) (035)",34,,5,7,11,11
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",44,,31,12,,1
"Mujeres (040)",23,,10,6,7,
"Conviviente (041)",6,,4,1,1,
"Casado(a) (043)",11,,1,4,6,
"Divorciado(a) (045)",1,,,1,,
"Soltero(a) (046)",5,,5,,,
,,,,,,
"AREA RURAL (048)",354,2,156,105,68,23
"Conviviente (049)",99,,43,42,13,1
"Separado(a) (050)",3,,2,1,,
"Casado(a) (051)",131,,13,50,49,19
"Viudo(a) (052)",5,,1,,1,3
"Soltero(a) (054)",116,2,97,12,5,
"Hombres (056)",315,1,123,103,67,21
"Conviviente (057)",94,,39,42,12,1
"Separado(a) (058)",1,,,1,,
"Casado(a) (059)",130,,13,49,49,19
"Viudo(a) (060)",3,,1,,1,1
"Soltero(a) (062)",87,1,70,11,5,
"Mujeres (064)",39,1,33,2,1,2
"Conviviente (065)",5,,4,,1,
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",1,,,1,,
"Viudo(a) (068)",2,,,,,2
"Soltero(a) (070)",29,1,27,1,,
