"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Construcción (050)",3,,,1,1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",78,4,,19,39,5,6,2,3
"Comercio al por mayor (053)",2,,,,2,,,,
"Comercio al por menor (054)",76,4,,19,37,5,6,2,3
"Hoteles y restaurantes (055)",45,2,,22,18,2,1,,
"Trans., almac. y comunicaciones (056)",1,,,,,1,,,
"Intermediación financiera (057)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (058)",8,,,,2,2,2,,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",32,,,1,9,4,14,1,3
"Enseñanza (060)",68,,,,8,11,26,3,20
"Servicios sociales y de salud (061)",20,2,1,2,2,2,5,,6
"Otras activ. serv.comun.soc y personales (062)",9,,,3,5,,,1,
"Hogares privados con servicio doméstico (063)",31,2,,10,10,5,2,,2
"Actividad economica no especificada (065)",39,1,,21,12,1,1,2,1
,,,,,,,,,
"URBANA (066)",788,9,1,187,246,66,154,25,100
"Agric., ganadería, caza y silvicultura (067)",261,7,,103,92,24,14,7,14
"Explotación de minas y canteras (069)",26,,,6,6,3,9,,2
"Industrias manufactureras (070)",18,,,3,11,3,,1,
"Suministro de electricidad, gas y agua (071)",2,,,,2,,,,
"Construcción (072)",40,,,12,16,4,4,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",77,1,,14,39,4,12,1,6
"Comercio al por mayor (075)",3,,,1,2,,,,
"Comercio al por menor (076)",74,1,,13,37,4,12,1,6
"Hoteles y restaurantes (077)",33,,,16,14,2,1,,
"Trans., almac. y comunicaciones (078)",14,,,,8,2,1,,3
"Intermediación financiera (079)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (080)",15,,,1,4,1,3,,6
"Admin.pub. y defensa; p. segur.soc.afil (081)",72,,,1,19,5,32,4,11
"Enseñanza (082)",121,,,,4,11,59,5,42
"Servicios sociales y de salud (083)",27,,1,1,2,3,12,,8
"Otras activ. serv.comun.soc y personales (084)",17,,,4,6,1,3,2,1
"Hogares privados con servicio doméstico (085)",22,1,,10,7,1,1,,2
"Actividad economica no especificada (087)",41,,,16,15,2,3,3,2
"Hombres (088)",522,5,,127,151,47,108,17,67
"Agric., ganadería, caza y silvicultura (089)",237,4,,94,82,24,12,7,14
"Explotación de minas y canteras (091)",26,,,6,6,3,9,,2
"Industrias manufactureras (092)",11,,,3,6,1,,1,
"Suministro de electricidad, gas y agua (093)",1,,,,1,,,,
"Construcción (094)",40,,,12,16,4,4,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",23,1,,7,4,1,7,,3
"Comercio al por mayor (097)",1,,,1,,,,,
"Comercio al por menor (098)",22,1,,6,4,1,7,,3
"Hoteles y restaurantes (099)",2,,,,2,,,,
"Trans., almac. y comunicaciones (100)",13,,,,8,1,1,,3
"Intermediación financiera (101)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (102)",9,,,1,2,1,1,,4
"Admin.pub. y defensa; p. segur.soc.afil (103)",48,,,1,11,3,22,3,8
"Enseñanza (104)",74,,,,2,5,40,2,25
"Servicios sociales y de salud (105)",11,,,,,1,7,,3
"Otras activ. serv.comun.soc y personales (106)",11,,,1,4,1,3,1,1
"Hogares privados con servicio doméstico (107)",2,,,1,1,,,,
"Actividad economica no especificada (109)",13,,,1,6,2,2,1,1
"Mujeres (110)",266,4,1,60,95,19,46,8,33
"Agric., ganadería, caza y silvicultura (111)",24,3,,9,10,,2,,
"Industrias manufactureras (114)",7,,,,5,2,,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",54,,,7,35,3,5,1,3
"Comercio al por mayor (119)",2,,,,2,,,,
"Comercio al por menor (120)",52,,,7,33,3,5,1,3
"Hoteles y restaurantes (121)",31,,,16,12,2,1,,
"Trans., almac. y comunicaciones (122)",1,,,,,1,,,
"Intermediación financiera (123)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (124)",6,,,,2,,2,,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,,,,8,2,10,1,3
"Enseñanza (126)",47,,,,2,6,19,3,17
"Servicios sociales y de salud (127)",16,,1,1,2,2,5,,5
"Otras activ. serv.comun.soc y personales (128)",6,,,3,2,,,1,
"Hogares privados con servicio doméstico (129)",20,1,,9,6,1,1,,2
"Actividad economica no especificada (131)",28,,,15,9,,1,2,1
,,,,,,,,,
"RURAL (132)",1393,122,1,574,439,115,98,19,25
"Agric., ganadería, caza y silvicultura (133)",1014,103,1,469,297,72,50,11,11
"Pesca (134)",2,,,,2,,,,
"Explotación de minas y canteras (135)",92,5,,32,43,5,4,2,1
"Industrias manufactureras (136)",19,,,5,8,3,2,1,
"Construcción (138)",77,1,,28,33,5,7,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",39,4,,15,10,5,4,1,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,,,1,1,,
"Comercio al por mayor (141)",3,,,1,2,,,,
"Comercio al por menor (142)",34,4,,14,8,4,3,1,
"Hoteles y restaurantes (143)",16,2,,7,6,,,,1
"Trans., almac. y comunicaciones (144)",9,1,,1,6,,1,,
"Activid.inmobil., empres. y de alquiler (146)",9,1,,,3,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",18,,,3,6,3,6,,
"Enseñanza (148)",53,,,1,8,13,20,,11
"Servicios sociales y de salud (149)",6,2,,1,,,1,1,1
"Otras activ. serv.comun.soc y personales (150)",6,1,,1,4,,,,
"Hogares privados con servicio doméstico (151)",13,1,,2,5,4,1,,
"Actividad economica no especificada (153)",20,1,,9,8,2,,,
"Hombres (154)",1084,60,1,443,372,90,81,16,21
"Agric., ganadería, caza y silvicultura (155)",807,51,1,366,258,65,46,9,11
"Pesca (156)",2,,,,2,,,,
"Explotación de minas y canteras (157)",91,5,,32,43,4,4,2,1
"Industrias manufactureras (158)",19,,,5,8,3,2,1,
"Construcción (160)",74,1,,27,32,4,7,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",15,,,3,6,3,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,1,1,,
"Comercio al por mayor (163)",3,,,1,2,,,,
"Comercio al por menor (164)",10,,,2,4,2,2,,
"Hoteles y restaurantes (165)",2,,,1,,,,,1
"Trans., almac. y comunicaciones (166)",9,1,,1,6,,1,,
"Activid.inmobil., empres. y de alquiler (168)",7,1,,,3,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",10,,,2,5,1,2,,
"Enseñanza (170)",32,,,1,2,8,13,,8
"Servicios sociales y de salud (171)",2,,,,,,1,1,
"Otras activ. serv.comun.soc y personales (172)",3,1,,1,1,,,,
"Hogares privados con servicio doméstico (173)",2,,,1,1,,,,
"Actividad economica no especificada (175)",9,,,3,5,1,,,
"Mujeres (176)",309,62,,131,67,25,17,3,4
"Agric., ganadería, caza y silvicultura (177)",207,52,,103,39,7,4,2,
"Explotación de minas y canteras (179)",1,,,,,1,,,
"Construcción (182)",3,,,1,1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,4,,12,4,2,1,1,
"Comercio al por menor (186)",24,4,,12,4,2,1,1,
"Hoteles y restaurantes (187)",14,2,,6,6,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",8,,,1,1,2,4,,
"Enseñanza (192)",21,,,,6,5,7,,3
"Servicios sociales y de salud (193)",4,2,,1,,,,,1
"Otras activ. serv.comun.soc y personales (194)",3,,,,3,,,,
"Hogares privados con servicio doméstico (195)",11,1,,1,4,4,1,,
"Actividad economica no especificada (197)",11,1,,6,3,1,,,
