"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",6284,451,2274,1938,1295,326
"Otra (034)",10,,8,2,,
"Ocupación no especificada (035)",534,3,169,191,128,43
,,,,,,
"URBANA (036)",21984,714,7057,8711,4617,885
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",75,,7,36,30,2
"Profes., científicos e intelectuales (038)",3787,,695,2245,831,16
"Técnicos de nivel medio y trab. asimilados (039)",805,1,264,364,150,26
"Jefes y empleados de oficina (040)",819,,320,322,169,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3497,112,1181,1348,706,150
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2634,9,657,941,767,260
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",1235,22,539,421,214,39
"Obreros construc., conf., papel, fab., instr. (044)",1608,9,591,676,298,34
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",6547,550,2476,1955,1262,304
"Otra (046)",206,,50,121,35,
"Ocupación no especificada (047)",771,11,277,282,155,46
"Hombres (048)",13350,438,4180,5186,2971,575
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",61,,5,28,26,2
"Profes., científicos e intelectuales (050)",2004,,289,1193,508,14
"Técnicos de nivel medio y trab. asimilados (051)",490,1,172,204,94,19
"Jefes y empleados de oficina (052)",455,,142,188,117,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1222,54,429,438,246,55
"Agricult. trabaj. calif.agrop. y pesqueros (054)",2176,8,527,791,637,213
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",1032,14,448,356,184,30
"Obreros construc., conf., papel, fab., instr. (056)",1560,9,572,654,291,34
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",3760,344,1399,1075,760,182
"Otra (058)",201,,47,119,35,
"Ocupación no especificada (059)",389,8,150,140,73,18
"Mujeres (060)",8634,276,2877,3525,1646,310
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",14,,2,8,4,
"Profes., científicos e intelectuales (062)",1783,,406,1052,323,2
"Técnicos de nivel medio y trab. asimilados (063)",315,,92,160,56,7
"Jefes y empleados de oficina (064)",364,,178,134,52,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2275,58,752,910,460,95
"Agricult. trabaj. calif.agrop. y pesqueros (066)",458,1,130,150,130,47
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",203,8,91,65,30,9
"Obreros construc., conf., papel, fab., instr. (068)",48,,19,22,7,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",2787,206,1077,880,502,122
"Otra (070)",5,,3,2,,
"Ocupación no especificada (071)",382,3,127,142,82,28
,,,,,,
"RURAL (072)",20308,618,6456,6728,4958,1548
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",21,,4,12,5,
"Profes., científicos e intelectuales (074)",202,,85,84,30,3
"Técnicos de nivel medio y trab. asimilados (075)",64,,21,35,8,
"Jefes y empleados de oficina (076)",84,,34,34,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",492,12,183,192,91,14
"Agricult. trabaj. calif.agrop. y pesqueros (078)",7579,18,1699,2731,2261,870
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",455,19,205,141,79,11
"Obreros construc., conf., papel, fab., instr. (080)",542,1,203,222,109,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",10575,568,3920,3189,2285,613
"Otra (082)",32,,25,5,2,
"Ocupación no especificada (083)",262,,77,83,73,29
"Hombres (084)",14823,357,4726,5005,3606,1129
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",18,,4,10,4,
"Profes., científicos e intelectuales (086)",119,,32,57,28,2
"Técnicos de nivel medio y trab. asimilados (087)",39,,11,23,5,
"Jefes y empleados de oficina (088)",66,,23,28,14,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",137,5,51,52,24,5
"Agricult. trabaj. calif.agrop. y pesqueros (090)",6322,12,1455,2339,1836,680
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",366,16,169,104,66,11
"Obreros construc., conf., papel, fab., instr. (092)",541,1,203,222,108,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",7078,323,2723,2131,1492,409
"Otra (094)",27,,20,5,2,
"Ocupación no especificada (095)",110,,35,34,27,14
"Mujeres (096)",5485,261,1730,1723,1352,419
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",3,,,2,1,
"Profes., científicos e intelectuales (098)",83,,53,27,2,1
"Técnicos de nivel medio y trab. asimilados (099)",25,,10,12,3,
"Jefes y empleados de oficina (100)",18,,11,6,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",355,7,132,140,67,9
"Agricult. trabaj. calif.agrop. y pesqueros (102)",1257,6,244,392,425,190
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",89,3,36,37,13,
"Obreros construc., conf., papel, fab., instr. (104)",1,,,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",3497,245,1197,1058,793,204
"Otra (106)",5,,5,,,
"Ocupación no especificada (107)",152,,42,49,46,15
