"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TRUJILLO (000)",334868,315498,106391,53504,52724,37432,37622,16126,7444,4255,19370,649006
"De 12 a 14 años (001)",24444,24308,24191,96,21,,,,,,136,138
"De 15 a 19 años (002)",43652,43001,39197,3395,332,60,17,,,,651,4307
"De 20 a 24 años (003)",41937,35948,20124,11495,3526,633,133,37,,,5989,21244
"De 25 a 29 años (004)",36958,31621,8628,11877,7796,2492,767,47,14,,5337,38543
"De 30 a 34 años (005)",32901,30334,4415,8799,9754,4845,2254,228,24,15,2567,54174
"De 35 a 39 años (006)",29190,27793,2538,5319,8914,6144,4072,689,97,20,1397,64407
"De 40 a 44 años (007)",26398,25466,1800,3629,7226,5940,5180,1333,289,69,932,69987
"De 45 a 49 años (008)",22716,22055,1344,2698,5193,5069,5218,1840,545,148,661,68967
"De 50 y más años (009)",76672,74972,4154,6196,9962,12249,19981,11952,6475,4003,1700,327239
"Conviviente (010)",78361,76485,6321,21979,19559,11641,10598,4045,1611,731,1876,189636
"De 12 a 14 años (011)",241,128,73,45,10,,,,,,113,65
"De 15 a 19 años (012)",4440,3932,1398,2259,239,27,9,,,,508,2854
"De 20 a 24 años (013)",12920,12322,2116,7040,2593,457,95,21,,,598,14133
"De 25 a 29 años (014)",14576,14291,1170,5911,4881,1725,558,37,9,,285,23473
"De 30 a 34 años (015)",12923,12782,558,3238,4797,2691,1335,139,16,8,141,27657
"De 35 a 39 años (016)",10313,10239,332,1529,3147,2593,2135,427,64,12,74,28168
"De 40 a 44 años (017)",7741,7700,244,827,1813,1783,2159,664,178,32,41,25299
"De 45 a 49 años (018)",5509,5486,134,477,982,1100,1670,791,253,79,23,21121
"De 50 y más años (019)",9698,9605,296,653,1097,1265,2637,1966,1091,600,93,46866
