"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUALGAYOC (000)",23760,22573,87,5340,4262,3178,4452,3043,1606,605,1187,82698
"De 12 a 14 años (001)",36,13,2,9,2,,,,,,23,13
"De 15 a 19 años (002)",734,596,6,540,40,5,5,,,,138,655
"De 20 a 24 años (003)",2727,2319,14,1632,566,84,15,8,,,408,3134
"De 25 a 29 años (004)",3145,2878,9,1320,991,413,136,8,1,,267,5174
"De 30 a 34 años (005)",2946,2805,7,683,974,651,412,64,11,3,141,6859
"De 35 a 39 años (006)",2784,2714,7,374,641,654,771,225,34,8,70,8775
"De 40 a 44 años (007)",2334,2289,7,199,328,456,767,378,122,32,45,9406
"De 45 a 49 años (008)",1943,1917,8,144,216,275,616,406,188,64,26,9007
"De 50 y más años (009)",7111,7042,27,439,504,640,1730,1954,1250,498,69,39675
"Conviviente (010)",11735,11440,42,3018,2400,1621,2115,1362,646,236,295,38746
"De 12 a 14 años (011)",28,9,2,6,1,,,,,,19,8
"De 15 a 19 años (012)",568,451,5,409,31,4,2,,,,117,491
"De 20 a 24 años (013)",1732,1639,11,1115,430,67,10,6,,,93,2258
"De 25 a 29 años (014)",1871,1843,7,760,679,300,94,2,1,,28,3433
"De 30 a 34 años (015)",1672,1651,2,348,584,406,263,39,6,3,21,4179
"De 35 a 39 años (016)",1450,1441,3,153,309,352,457,143,18,6,9,4958
"De 40 a 44 años (017)",1143,1143,5,66,136,205,399,234,74,24,,5100
"De 45 a 49 años (018)",927,926,1,42,88,117,302,238,101,37,1,4690
"De 50 y más años (019)",2344,2337,6,119,142,170,588,700,446,166,7,13629
"Separado(a) (020)",1834,1812,6,802,391,224,224,111,37,17,22,4444
"De 12 a 14 años (021)",3,1,,,1,,,,,,2,2
