"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",17623,1100,17,7584,6056,675,870,407,914
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",41,,,3,11,4,9,4,10
"Profes., científicos e intelectuales (002)",1233,,,,34,128,255,171,645
"Técnicos de nivel medio ytrab.asimilados (003)",409,2,,5,73,82,135,44,68
"Jefes y empleados de oficina (004)",389,,,7,175,56,76,28,47
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1304,21,,424,674,64,51,41,29
"Agricult.trabaj. calif.agrop. y pesquros (006)",6579,623,6,3887,1934,70,34,16,9
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",817,3,,118,459,61,123,25,28
"Obreros. construc., conf., papel, fab., instr (008)",840,10,1,130,546,58,49,27,19
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",5343,347,10,2847,1897,118,72,33,19
"Otra (010)",48,,,,8,4,21,4,11
"Ocupación no especificada (011)",620,94,,163,245,30,45,14,29
"Hombres (012)",13440,717,13,5583,4977,537,661,314,638
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",35,,,2,9,3,9,3,9
"Profes., científicos e intelectuales (014)",770,,,,19,77,146,112,416
"Técnicos de nivel medio ytrab.asimilados (015)",345,2,,3,58,67,115,43,57
"Jefes y empleados de oficina (016)",274,,,5,123,37,54,20,35
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",737,6,,195,411,44,33,27,21
"Agricult.trabaj. calif.agrop. y pesquros (018)",6013,522,6,3560,1805,66,30,16,8
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",778,2,,105,438,60,122,23,28
"Obreros. construc., conf., papel, fab., instr (020)",823,9,1,125,538,57,47,27,19
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3268,163,6,1519,1385,98,51,30,16
"Otra (022)",45,,,,7,4,19,4,11
"Ocupación no especificada (023)",352,13,,69,184,24,35,9,18
"Mujeres (024)",4183,383,4,2001,1079,138,209,93,276
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",6,,,1,2,1,,1,1
"Profes., científicos e intelectuales (026)",463,,,,15,51,109,59,229
"Técnicos de nivel medio ytrab.asimilados (027)",64,,,2,15,15,20,1,11
"Jefes y empleados de oficina (028)",115,,,2,52,19,22,8,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",567,15,,229,263,20,18,14,8
"Agricult.trabaj. calif.agrop. y pesquros (030)",566,101,,327,129,4,4,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",39,1,,13,21,1,1,2,
"Obreros. construc., conf., papel, fab., instr (032)",17,1,,5,8,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2075,184,4,1328,512,20,21,3,3
"Otra (034)",3,,,,1,,2,,
"Ocupación no especificada (035)",268,81,,94,61,6,10,5,11
,,,,,,,,,
"URBANA (036)",8619,191,6,2773,3534,500,690,273,652
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",22,,,1,9,2,3,1,6
"Profes., científicos e intelectuales (038)",760,,,,21,74,155,91,419
