"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",36140,6992,8753,7444,5483,3624,3844
"Conviviente (001)",13889,397,3507,4374,2943,1495,1173
"Separado(a) (002)",644,12,136,130,124,99,143
"Casado(a) (003)",7480,41,568,1618,1881,1652,1720
"Viudo(a) (004)",814,3,11,29,75,127,569
"Divorciado(a) (005)",68,,3,1,17,17,30
"Soltero(a) (006)",13245,6539,4528,1292,443,234,209
"Hombres (008)",19806,3608,4796,4016,3057,2087,2242
"Conviviente (009)",6914,68,1307,2294,1670,865,710
"Separado(a) (010)",259,2,18,27,70,53,89
"Casado(a) (011)",3795,10,185,707,939,916,1038
"Viudo(a) (012)",315,1,5,15,33,43,218
"Divorciado(a) (013)",40,,2,1,10,11,16
"Soltero(a) (014)",8483,3527,3279,972,335,199,171
"Mujeres (016)",16334,3384,3957,3428,2426,1537,1602
"Conviviente (017)",6975,329,2200,2080,1273,630,463
"Separado(a) (018)",385,10,118,103,54,46,54
"Casado(a) (019)",3685,31,383,911,942,736,682
"Viudo(a) (020)",499,2,6,14,42,84,351
"Divorciado(a) (021)",28,,1,,7,6,14
"Soltero(a) (022)",4762,3012,1249,320,108,35,38
,,,,,,,
"URBANA (024)",11497,2281,2717,2467,1841,1122,1069
"Conviviente (025)",4137,94,935,1404,984,442,278
"Separado(a) (026)",250,5,39,53,45,45,63
"Casado(a) (027)",2158,8,98,462,612,513,465
"Viudo(a) (028)",240,2,4,8,16,34,176
"Divorciado(a) (029)",33,,2,1,8,9,13
"Soltero(a) (030)",4679,2172,1639,539,176,79,74
"Hombres (032)",6105,1161,1434,1251,991,653,615
"Conviviente (033)",2002,30,303,689,545,266,169
"Separado(a) (034)",95,1,5,13,19,20,37
"Casado(a) (035)",1088,2,19,179,304,294,290
"Viudo(a) (036)",66,1,2,2,4,4,53
"Divorciado(a) (037)",24,,2,1,5,6,10
"Soltero(a) (038)",2830,1127,1103,367,114,63,56
"Mujeres (040)",5392,1120,1283,1216,850,469,454
"Conviviente (041)",2135,64,632,715,439,176,109
"Separado(a) (042)",155,4,34,40,26,25,26
"Casado(a) (043)",1070,6,79,283,308,219,175
"Viudo(a) (044)",174,1,2,6,12,30,123
"Divorciado(a) (045)",9,,,,3,3,3
"Soltero(a) (046)",1849,1045,536,172,62,16,18
,,,,,,,
"RURAL (048)",24643,4711,6036,4977,3642,2502,2775
"Conviviente (049)",9752,303,2572,2970,1959,1053,895
"Separado(a) (050)",394,7,97,77,79,54,80
"Casado(a) (051)",5322,33,470,1156,1269,1139,1255
"Viudo(a) (052)",574,1,7,21,59,93,393
"Divorciado(a) (053)",35,,1,,9,8,17
"Soltero(a) (054)",8566,4367,2889,753,267,155,135
"Hombres (056)",13701,2447,3362,2765,2066,1434,1627
"Conviviente (057)",4912,38,1004,1605,1125,599,541
"Separado(a) (058)",164,1,13,14,51,33,52
"Casado(a) (059)",2707,8,166,528,635,622,748
"Viudo(a) (060)",249,,3,13,29,39,165
"Divorciado(a) (061)",16,,,,5,5,6
"Soltero(a) (062)",5653,2400,2176,605,221,136,115
"Mujeres (064)",10942,2264,2674,2212,1576,1068,1148
"Conviviente (065)",4840,265,1568,1365,834,454,354
"Separado(a) (066)",230,6,84,63,28,21,28
"Casado(a) (067)",2615,25,304,628,634,517,507
"Viudo(a) (068)",325,1,4,8,30,54,228
"Divorciado(a) (069)",19,,1,,4,3,11
"Soltero(a) (070)",2913,1967,713,148,46,19,20
