"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",5061,4837,128,33,63
"Otra (034)",3,,,,3
"Ocupación no especificada (035)",304,276,15,7,6
,,,,,
"URBANA (036)",10262,7317,671,493,1781
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,,1,7,25
"Profes., científicos e intelectuales (038)",1332,184,158,212,778
"Técnicos de nivel medio y trab. asimilados (039)",400,146,43,33,178
"Jefes y empleados de oficina (040)",399,45,16,22,316
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1978,1832,79,7,60
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1208,1158,47,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",787,639,75,28,45
"Obreros construc.,conf.,papel, fab., instr. (044)",1233,980,92,82,79
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2461,2061,112,73,215
"Otra (046)",62,,,,62
"Ocupación no especificada (047)",369,272,48,28,21
"Hombres (048)",6039,4030,480,370,1159
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",25,,,5,20
"Profes., científicos e intelectuales (050)",842,117,106,145,474
"Técnicos de nivel medio y trab. asimilados (051)",279,116,38,24,101
"Jefes y empleados de oficina (052)",205,21,7,14,163
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",599,507,41,3,48
"Agricult.trabaj.calif.agrop.y pesqueros (054)",866,831,32,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",585,463,57,23,42
"Obreros construc.,conf.,papel, fab., instr. (056)",1196,953,90,77,76
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1176,888,73,56,159
"Otra (058)",59,,,,59
"Ocupación no especificada (059)",207,134,36,22,15
"Mujeres (060)",4223,3287,191,123,622
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,,1,2,5
"Profes., científicos e intelectuales (062)",490,67,52,67,304
"Técnicos de nivel medio y trab. asimilados (063)",121,30,5,9,77
"Jefes y empleados de oficina (064)",194,24,9,8,153
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1379,1325,38,4,12
"Agricult.trabaj.calif.agrop.y pesqueros (066)",342,327,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",202,176,18,5,3
"Obreros construc.,conf.,papel, fab., instr. (068)",37,27,2,5,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1285,1173,39,17,56
"Otra (070)",3,,,,3
"Ocupación no especificada (071)",162,138,12,6,6
,,,,,
"RURAL (072)",14043,12837,482,255,469
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,,2,1,16
"Profes., científicos e intelectuales (074)",255,81,76,36,62
"Técnicos de nivel medio y trab. asimilados (075)",120,44,18,10,48
"Jefes y empleados de oficina (076)",77,18,8,7,44
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",231,183,14,29,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5947,5864,82,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",532,267,44,70,151
"Obreros construc.,conf.,papel, fab., instr. (080)",305,233,34,16,22
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6294,5915,189,81,109
"Otra (082)",8,,,,8
"Ocupación no especificada (083)",255,232,15,5,3
"Hombres (084)",8242,7256,343,216,427
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",16,,1,1,14
"Profes., científicos e intelectuales (086)",202,69,57,27,49
"Técnicos de nivel medio y trab. asimilados (087)",99,37,16,7,39
"Jefes y empleados de oficina (088)",61,14,6,6,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",123,82,11,26,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4333,4262,70,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",469,216,37,65,151
"Obreros construc.,conf.,papel, fab., instr. (092)",300,231,33,15,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2518,2251,100,65,102
"Otra (094)",8,,,,8
"Ocupación no especificada (095)",113,94,12,4,3
"Mujeres (096)",5801,5581,139,39,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",53,12,19,9,13
"Técnicos de nivel medio y trab. asimilados (099)",21,7,2,3,9
"Jefes y empleados de oficina (100)",16,4,2,1,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",108,101,3,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1614,1602,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",63,51,7,5,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,2,1,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3776,3664,89,16,7
"Ocupación no especificada (107)",142,138,3,1,
