"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia EL DORADO (000)",10606,32929,29362,,737,89.2,2.2
"De 12 a 14 años (001)",1245,12,11,,6,91.7,50
"De 15 a 19 años (002)",1531,622,609,134,97.9,21.5,
"De 20 a 24 años (003)",1398,1981,1915,217,96.7,11,
"De 25 a 29 años (004)",1191,2691,2582,157,95.9,5.8,
"De 30 a 34 años (005)",1016,3163,2985,99,94.4,3.1,
"De 35 a 39 años (006)",969,3902,3627,91,93,2.3,
"De 40 a 44 años (007)",773,3772,3453,25,91.5,0.7,
"De 45 a 49 años (008)",644,3778,3361,8,89,0.2,
"De 50 y más años (009)",1839,13008,10819,,83.2,,
"Conviviente (010)",3860,11110,10208,456,91.9,4.1,
"De 12 a 14 años (011)",34,11,10,5,90.9,45.5,
"De 15 a 19 años (012)",626,491,478,98,97.4,20,
"De 20 a 24 años (013)",890,1394,1350,156,96.8,11.2,
"De 25 a 29 años (014)",652,1495,1437,88,96.1,5.9,
"De 30 a 34 años (015)",488,1548,1472,52,95.1,3.4,
"De 35 a 39 años (016)",382,1504,1406,43,93.5,2.9,
"De 40 a 44 años (017)",261,1308,1214,10,92.8,0.8,
"De 45 a 49 años (018)",178,1022,906,4,88.6,0.4,
"De 50 y más años (019)",349,2337,1935,,82.8,,
"Separado(a) (020)",217,693,637,17,91.9,2.5,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",22,21,21,7,100,33.3,
"De 20 a 24 años (023)",37,54,52,5,96.3,9.3,
"De 25 a 29 años (024)",21,41,40,4,97.6,9.8,
"De 30 a 34 años (025)",22,60,56,1,93.3,1.7,
"De 35 a 39 años (026)",19,69,68,,98.6,,
"De 40 a 44 años (027)",27,111,99,,89.2,,
"De 45 a 49 años (028)",19,80,74,,92.5,,
"De 50 y más años (029)",49,257,227,,88.3,,
"Casado(a) (030)",3558,17636,15629,217,88.6,1.2,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",60,57,57,8,100,14,
"De 20 a 24 años (033)",247,436,417,43,95.6,9.9,
"De 25 a 29 años (034)",404,1051,1006,57,95.7,5.4,
"De 30 a 34 años (035)",443,1460,1369,43,93.8,2.9,
"De 35 a 39 años (036)",508,2209,2046,47,92.6,2.1,
"De 40 a 44 años (037)",442,2213,2014,15,91,0.7,
