"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LAURICOCHA (000)",9358,6773,566,299,1720
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,,,4,27
"Profes., científicos e intelectuales (002)",697,94,85,142,376
"Técnicos de nivel medio y trab. asimilados (003)",118,27,12,4,75
"Jefes y empleados de oficina (004)",109,10,3,6,90
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",493,431,23,7,32
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3649,3454,190,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",731,114,11,55,551
"Obreros construc.,conf.,papel, fab., instr. (008)",362,140,18,14,190
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2937,2319,212,49,357
"Otra (010)",11,,,,11
"Ocupación no especificada (011)",220,184,12,13,11
"Hombres (012)",7062,4851,447,234,1530
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,,,4,23
"Profes., científicos e intelectuales (014)",461,56,56,91,258
"Técnicos de nivel medio y trab. asimilados (015)",91,24,4,3,60
"Jefes y empleados de oficina (016)",81,5,3,4,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",217,178,13,6,20
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3141,2959,177,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",710,99,10,54,547
"Obreros construc.,conf.,papel, fab., instr. (020)",359,138,18,14,189
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1886,1340,159,45,342
"Otra (022)",11,,,,11
"Ocupación no especificada (023)",78,52,7,8,11
"Mujeres (024)",2296,1922,119,65,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,,,4
"Profes., científicos e intelectuales (026)",236,38,29,51,118
"Técnicos de nivel medio y trab. asimilados (027)",27,3,8,1,15
"Jefes y empleados de oficina (028)",28,5,,2,21
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",276,253,10,1,12
"Agricult.trabaj.calif.agrop.y pesqueros (030)",508,495,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",21,15,1,1,4
"Obreros construc.,conf.,papel, fab., instr. (032)",3,2,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1051,979,53,4,15
