"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",142,132,5,5,
,,,,,
"URBANA (036)",2146,1527,164,135,320
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,,,3,20
"Profes., científicos e intelectuales (038)",377,50,42,95,190
"Técnicos de nivel medio y trab. asimilados (039)",36,13,5,2,16
"Jefes y empleados de oficina (040)",38,5,1,2,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",287,269,13,3,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",571,532,38,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",69,47,4,7,11
"Obreros construc.,conf.,papel, fab., instr. (044)",83,71,5,3,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",559,468,49,11,31
"Otra (046)",11,,,,11
"Ocupación no especificada (047)",92,72,7,8,5
"Hombres (048)",1372,944,112,96,220
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,,3,17
"Profes., científicos e intelectuales (050)",228,26,25,60,117
"Técnicos de nivel medio y trab. asimilados (051)",24,12,1,1,10
"Jefes y empleados de oficina (052)",21,3,1,2,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",117,105,8,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",460,426,33,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",62,40,4,7,11
"Obreros construc.,conf.,papel, fab., instr. (056)",83,71,5,3,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",302,231,31,11,29
"Otra (058)",11,,,,11
"Ocupación no especificada (059)",44,30,4,5,5
"Mujeres (060)",774,583,52,39,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",149,24,17,35,73
"Técnicos de nivel medio y trab. asimilados (063)",12,1,4,1,6
"Jefes y empleados de oficina (064)",17,2,,,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",170,164,5,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",111,106,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",257,237,18,,2
"Ocupación no especificada (071)",48,42,3,3,
,,,,,
"RURAL (072)",7212,5246,402,164,1400
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,,,1,7
"Profes., científicos e intelectuales (074)",320,44,43,47,186
"Técnicos de nivel medio y trab. asimilados (075)",82,14,7,2,59
"Jefes y empleados de oficina (076)",71,5,2,4,60
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",206,162,10,4,30
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3078,2922,152,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",662,67,7,48,540
"Obreros construc.,conf.,papel, fab., instr. (080)",279,69,13,11,186
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2378,1851,163,38,326
"Ocupación no especificada (083)",128,112,5,5,6
"Hombres (084)",5690,3907,335,138,1310
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,,1,6
"Profes., científicos e intelectuales (086)",233,30,31,31,141
"Técnicos de nivel medio y trab. asimilados (087)",67,12,3,2,50
"Jefes y empleados de oficina (088)",60,2,2,2,54
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",100,73,5,3,19
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2681,2533,144,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",648,59,6,47,536
"Obreros construc.,conf.,papel, fab., instr. (092)",276,67,13,11,185
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1584,1109,128,34,313
"Ocupación no especificada (095)",34,22,3,3,6
"Mujeres (096)",1522,1339,67,26,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",87,14,12,16,45
"Técnicos de nivel medio y trab. asimilados (099)",15,2,4,,9
"Jefes y empleados de oficina (100)",11,3,,2,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",106,89,5,1,11
"Agricult.trabaj.calif.agrop.y pesqueros (102)",397,389,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",14,8,1,1,4
"Obreros construc.,conf.,papel, fab., instr. (104)",3,2,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",794,742,35,4,13
"Ocupación no especificada (107)",94,90,2,2,
