"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. incompleta (027)",268907,,107306,97902,59431,4268
"Superior univ. completa (028)",603079,,120389,281909,182890,17891
"Desocupada (030)",122108,1967,63950,32635,20421,3135
"Sin nivel (031)",1385,31,265,458,448,183
"Educación inicial (032)",141,16,91,34,,
"Primaria (033)",11343,523,2920,3052,3660,1188
"Secundaria (034)",57388,1397,33834,13509,7702,946
"Superior no univ. incompleta (035)",12854,,8492,2900,1344,118
"Superior no univ. completa (036)",13792,,6711,4565,2333,183
"Superior univ. incompleta (037)",10578,,6652,2346,1444,136
"Superior univ. completa (038)",14627,,4985,5771,3490,381
"No PEA (040)",3441313,1126187,987713,441855,471086,414472
"Sin nivel (041)",105655,13663,8701,12864,26274,44153
"Educación inicial (042)",75965,72954,2218,793,,
"Primaria (043)",1140822,770711,48924,58057,114381,148749
"Secundaria (044)",1339529,268859,589813,192748,169949,118160
"Superior no univ. incompleta (045)",190118,,117435,38387,23100,11196
"Superior no univ. completa (046)",178062,,41855,58873,49690,27644
"Superior univ. incompleta (047)",207565,,147280,25814,22593,11878
"Superior univ. completa (048)",203597,,31487,54319,65099,52692
,,,,,,
"URBANA (060)",6841699,1145843,2190525,1718641,1272935,513755
"Sin nivel (061)",142120,13877,12718,23895,41435,50195
"Educación inicial (062)",78063,73040,3491,1532,,
"Primaria (063)",1449450,779244,106231,146038,235301,182636
"Secundaria (064)",2724767,279682,1190513,664772,444577,145223
"Superior no univ. incompleta (065)",531567,,280595,160439,75427,15106
"Superior no univ. completa (066)",607773,,179025,254031,141335,33382
"Superior univ. incompleta (067)",486857,,261145,126009,83431,16272
"Superior univ. completa (068)",821102,,156807,341925,251429,70941
"PEA (070)",3404560,21305,1204014,1277338,802294,99609
"Sin nivel (071)",36754,240,4038,11079,15245,6152
"Educación inicial (072)",2220,205,1274,741,,
"Primaria (073)",310455,9707,57467,88134,121127,34020
"Secundaria (074)",1386836,11153,601531,472303,274734,27115
"Superior no univ. incompleta (075)",341589,,163265,122073,52337,3914
"Superior no univ. completa (076)",429791,,137199,195185,91664,5743
"Superior univ. incompleta (077)",279357,,113907,100207,60843,4400
"Superior univ. completa (078)",617558,,125333,287616,186344,18265
"Ocupada (080)",3282559,19339,1140121,1244731,781891,96477
"Sin nivel (081)",35382,209,3776,10626,14801,5970
"Educación inicial (082)",2080,189,1184,707,,
"Primaria (083)",299138,9185,54554,85088,117477,32834
"Secundaria (084)",1329496,9756,567730,458806,267035,26169
"Superior no univ. incompleta (085)",328741,,154779,119173,50993,3796
"Superior no univ. completa (086)",416002,,130489,190621,89332,5560
"Superior univ. incompleta (087)",268784,,107260,97861,59399,4264
"Superior univ. completa (088)",602936,,120349,281849,182854,17884
"Desocupada (090)",122001,1966,63893,32607,20403,3132
"Sin nivel (091)",1372,31,262,453,444,182
"Educación inicial (092)",140,16,90,34,,
"Primaria (093)",11317,522,2913,3046,3650,1186
"Secundaria (094)",57340,1397,33801,13497,7699,946
"Superior no univ. incompleta (095)",12848,,8486,2900,1344,118
"Superior no univ. completa (096)",13789,,6710,4564,2332,183
"Superior univ. incompleta (097)",10573,,6647,2346,1444,136
"Superior univ. completa (098)",14622,,4984,5767,3490,381
"No PEA (100)",3437139,1124538,986511,441303,470641,414146
"Sin nivel (101)",105366,13637,8680,12816,26190,44043
"Educación inicial (102)",75843,72835,2217,791,,
"Primaria (103)",1138995,769537,48764,57904,114174,148616
"Secundaria (104)",1337931,268529,588982,192469,169843,118108
"Superior no univ. incompleta (105)",189978,,117330,38366,23090,11192
"Superior no univ. completa (106)",177982,,41826,58846,49671,27639
"Superior univ. incompleta (107)",207500,,147238,25802,22588,11872
"Superior univ. completa (108)",203544,,31474,54309,65085,52676
,,,,,,
"RURAL (120)",8492,1705,2810,2062,1350,565
"Sin nivel (121)",514,26,46,125,164,153
"Educación inicial (122)",130,119,6,5,,
"Primaria (123)",3036,1212,441,528,589,266
"Secundaria (124)",3831,348,1896,1071,426,90
"Superior no univ. incompleta (125)",348,,183,108,44,13
"Superior no univ. completa (126)",239,,91,98,40,10
"Superior univ. incompleta (127)",193,,93,53,37,10
"Superior univ. completa (128)",201,,54,74,50,23
"PEA (130)",4318,56,1608,1510,905,239
"Sin nivel (131)",225,,25,77,80,43
"Educación inicial (132)",8,,5,3,,
"Primaria (133)",1209,38,281,375,382,133
"Secundaria (134)",2233,18,1065,792,320,38
"Superior no univ. incompleta (135)",208,,78,87,34,9
"Superior no univ. completa (136)",159,,62,71,21,5
"Superior univ. incompleta (137)",128,,51,41,32,4
"Superior univ. completa (138)",148,,41,64,36,7
"Ocupada (140)",4211,55,1551,1482,887,236
"Sin nivel (141)",212,,22,72,76,42
"Educación inicial (142)",7,,4,3,,
"Primaria (143)",1183,37,274,369,372,131
"Secundaria (144)",2185,18,1032,780,317,38
"Superior no univ. incompleta (145)",202,,72,87,34,9
"Superior no univ. completa (146)",156,,61,70,20,5
"Superior univ. incompleta (147)",123,,46,41,32,4
"Superior univ. completa (148)",143,,40,60,36,7
"Desocupada (150)",107,1,57,28,18,3
"Sin nivel (151)",13,,3,5,4,1
"Educación inicial (152)",1,,1,,,
"Primaria (153)",26,1,7,6,10,2
"Secundaria (154)",48,,33,12,3,
"Superior no univ. incompleta (155)",6,,6,,,
"Superior no univ. completa (156)",3,,1,1,1,
"Superior univ. incompleta (157)",5,,5,,,
"Superior univ. completa (158)",5,,1,4,,
"No PEA (160)",4174,1649,1202,552,445,326
"Sin nivel (161)",289,26,21,48,84,110
"Educación inicial (162)",122,119,1,2,,
"Primaria (163)",1827,1174,160,153,207,133
"Secundaria (164)",1598,330,831,279,106,52
"Superior no univ. incompleta (165)",140,,105,21,10,4
"Superior no univ. completa (166)",80,,29,27,19,5
"Superior univ. incompleta (167)",65,,42,12,5,6
"Superior univ. completa (168)",53,,13,10,14,16
