"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia EL DORADO (000)",8084,7772,22,1475,1622,1185,1654,1009,578,227,312,29362
"De 12 a 14 años (001)",31,11,1,9,1,,,,,,20,11
"De 15 a 19 años (002)",611,514,4,420,83,5,2,,,,97,609
"De 20 a 24 años (003)",1197,1121,4,525,430,135,23,4,,,76,1915
"De 25 a 29 años (004)",1136,1095,,251,409,281,144,9,1,,41,2582
"De 30 a 34 años (005)",980,967,,95,291,238,286,52,5,,13,2985
"De 35 a 39 años (006)",953,940,4,66,174,188,336,141,26,5,13,3627
"De 40 a 44 años (007)",752,746,2,34,90,118,268,151,70,13,6,3453
"De 45 a 49 años (008)",632,628,1,18,48,77,206,164,84,30,4,3361
"De 50 y más años (009)",1792,1750,6,57,96,143,389,488,392,179,42,10819
"Sin nivel (010)",1518,1478,3,87,117,145,353,369,277,127,40,8426
"De 12 a 14 años (011)",3,,,,,,,,,,3,
"De 15 a 19 años (012)",27,24,,19,4,,1,,,,3,31
"De 20 a 24 años (013)",57,55,,16,21,9,8,1,,,2,126
"De 25 a 29 años (014)",71,67,,9,16,24,16,2,,,4,195
"De 30 a 34 años (015)",90,86,,5,14,25,32,9,1,,4,312
"De 35 a 39 años (016)",114,110,2,6,8,12,45,26,9,2,4,518
"De 40 a 44 años (017)",114,112,,3,4,13,31,35,21,5,2,646
"De 45 a 49 años (018)",155,153,,3,9,12,50,41,27,11,2,908
"De 50 y más años (019)",887,871,1,26,41,50,170,255,219,109,16,5690
"Educacion Inicial (020)",20,20,,4,4,4,5,2,1,,,67
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",5,5,,2,1,2,,,,,,10
