"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ASCOPE (000)",91375,11412,15880,17011,15868,12723,18481
"Conviviente (001)",21248,237,3905,7142,5093,2916,1955
"Separado(a) (002)",3160,13,297,661,790,700,699
"Casado(a) (003)",28766,20,657,3731,6729,6733,10896
"Viudo(a) (004)",4190,,20,50,168,386,3566
"Divorciado(a) (005)",301,,2,22,50,83,144
"Soltero(a) (006)",33710,11142,10999,5405,3038,1905,1221
"Hombres (008)",45601,5758,8157,8421,7758,6214,9293
"Conviviente (009)",10341,51,1392,3474,2643,1579,1202
"Separado(a) (010)",965,4,45,170,223,250,273
"Casado(a) (011)",14181,11,197,1483,3068,3267,6155
"Viudo(a) (012)",1128,,8,11,43,77,989
"Divorciado(a) (013)",151,,1,7,28,38,77
"Soltero(a) (014)",18835,5692,6514,3276,1753,1003,597
"Mujeres (016)",45774,5654,7723,8590,8110,6509,9188
"Conviviente (017)",10907,186,2513,3668,2450,1337,753
"Separado(a) (018)",2195,9,252,491,567,450,426
"Casado(a) (019)",14585,9,460,2248,3661,3466,4741
"Viudo(a) (020)",3062,,12,39,125,309,2577
"Divorciado(a) (021)",150,,1,15,22,45,67
"Soltero(a) (022)",14875,5450,4485,2129,1285,902,624
,,,,,,,
"URBANA (024)",80442,10048,13773,14922,14157,11219,16323
"Conviviente (025)",18052,206,3364,6158,4391,2396,1537
"Separado(a) (026)",2830,12,263,604,717,625,609
"Casado(a) (027)",25900,16,568,3368,6105,6047,9796
"Viudo(a) (028)",3718,,18,44,152,330,3174
"Divorciado(a) (029)",285,,2,20,48,81,134
"Soltero(a) (030)",29657,9814,9558,4728,2744,1740,1073
"Hombres (032)",39853,5059,7055,7306,6876,5439,8118
"Conviviente (033)",8741,44,1199,2992,2273,1293,940
"Separado(a) (034)",839,4,41,154,203,219,218
"Casado(a) (035)",12730,10,178,1333,2761,2931,5517
"Viudo(a) (036)",984,,8,8,37,59,872
"Divorciado(a) (037)",139,,1,6,26,36,70
"Soltero(a) (038)",16420,5001,5628,2813,1576,901,501
"Mujeres (040)",40589,4989,6718,7616,7281,5780,8205
"Conviviente (041)",9311,162,2165,3166,2118,1103,597
"Separado(a) (042)",1991,8,222,450,514,406,391
"Casado(a) (043)",13170,6,390,2035,3344,3116,4279
"Viudo(a) (044)",2734,,10,36,115,271,2302
"Divorciado(a) (045)",146,,1,14,22,45,64
"Soltero(a) (046)",13237,4813,3930,1915,1168,839,572
,,,,,,,
"RURAL (048)",10933,1364,2107,2089,1711,1504,2158
"Conviviente (049)",3196,31,541,984,702,520,418
"Separado(a) (050)",330,1,34,57,73,75,90
"Casado(a) (051)",2866,4,89,363,624,686,1100
"Viudo(a) (052)",472,,2,6,16,56,392
"Divorciado(a) (053)",16,,,2,2,2,10
"Soltero(a) (054)",4053,1328,1441,677,294,165,148
"Hombres (056)",5748,699,1102,1115,882,775,1175
"Conviviente (057)",1600,7,193,482,370,286,262
"Separado(a) (058)",126,,4,16,20,31,55
"Casado(a) (059)",1451,1,19,150,307,336,638
"Viudo(a) (060)",144,,,3,6,18,117
"Divorciado(a) (061)",12,,,1,2,2,7
"Soltero(a) (062)",2415,691,886,463,177,102,96
"Mujeres (064)",5185,665,1005,974,829,729,983
"Conviviente (065)",1596,24,348,502,332,234,156
"Separado(a) (066)",204,1,30,41,53,44,35
"Casado(a) (067)",1415,3,70,213,317,350,462
"Viudo(a) (068)",328,,2,3,10,38,275
"Divorciado(a) (069)",4,,,1,,,3
"Soltero(a) (070)",1638,637,555,214,117,63,52
