"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TARATA (000)",219,2,103,74,28,12
"Conviviente (001)",95,,42,40,9,4
"Separado(a) (002)",9,,3,3,3,
"Casado(a) (003)",32,,3,15,10,4
"Viudo(a) (004)",6,,,2,1,3
"Divorciado(a) (005)",3,,,,3,
"Soltero(a) (006)",74,2,55,14,2,1
"Hombres (008)",154,1,69,53,21,10
"Conviviente (009)",70,,27,32,7,4
"Separado(a) (010)",3,,1,,2,
"Casado(a) (011)",23,,2,11,7,3
"Viudo(a) (012)",4,,,,1,3
"Divorciado(a) (013)",2,,,,2,
"Soltero(a) (014)",52,1,39,10,2,
"Mujeres (016)",65,1,34,21,7,2
"Conviviente (017)",25,,15,8,2,
"Separado(a) (018)",6,,2,3,1,
"Casado(a) (019)",9,,1,4,3,1
"Viudo(a) (020)",2,,,2,,
"Divorciado(a) (021)",1,,,,1,
"Soltero(a) (022)",22,1,16,4,,1
,,,,,,
"AREA URBANA (024)",176,2,81,60,22,11
"Conviviente (025)",77,,37,30,7,3
"Separado(a) (026)",8,,3,3,2,
"Casado(a) (027)",26,,3,12,7,4
"Viudo(a) (028)",6,,,2,1,3
"Divorciado(a) (029)",3,,,,3,
"Soltero(a) (030)",56,2,38,13,2,1
"Hombres (032)",115,1,50,40,15,9
"Conviviente (033)",53,,22,23,5,3
"Separado(a) (034)",2,,1,,1,
"Casado(a) (035)",17,,2,8,4,3
"Viudo(a) (036)",4,,,,1,3
"Divorciado(a) (037)",2,,,,2,
"Soltero(a) (038)",37,1,25,9,2,
"Mujeres (040)",61,1,31,20,7,2
"Conviviente (041)",24,,15,7,2,
"Separado(a) (042)",6,,2,3,1,
"Casado(a) (043)",9,,1,4,3,1
"Viudo(a) (044)",2,,,2,,
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",19,1,13,4,,1
,,,,,,
"AREA RURAL (048)",43,,22,14,6,1
"Conviviente (049)",18,,5,10,2,1
"Separado(a) (050)",1,,,,1,
"Casado(a) (051)",6,,,3,3,
"Soltero(a) (054)",18,,17,1,,
"Hombres (056)",39,,19,13,6,1
"Conviviente (057)",17,,5,9,2,1
"Separado(a) (058)",1,,,,1,
"Casado(a) (059)",6,,,3,3,
"Soltero(a) (062)",15,,14,1,,
"Mujeres (064)",4,,3,1,,
"Conviviente (065)",1,,,1,,
"Soltero(a) (070)",3,,3,,,
