"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia BOLOGNESI (000)",30725,30183,409,133
"Hombres (001)",16004,15813,133,58
"Mujeres (002)",14721,14370,276,75
"Menores de 1 año (003)",543,475,44,24
"Hombres (004)",275,248,20,7
"Mujeres (005)",268,227,24,17
"De 1 a 5 años (006)",3092,2940,64,88
"Hombres (007)",1579,1504,30,45
"Mujeres (008)",1513,1436,34,43
"De 6 a 14 años (009)",6183,6121,58,4
"Hombres (010)",3197,3166,28,3
"Mujeres (011)",2986,2955,30,1
"De 15 a 29 años (012)",7495,7453,42,
"Hombres (013)",4025,4006,19,
"Mujeres (014)",3470,3447,23,
"De 30 a 44 años (015)",5935,5899,35,1
"Hombres (016)",3243,3230,12,1
"Mujeres (017)",2692,2669,23,
"De 45 a 64 años (018)",4636,4586,47,3
"Hombres (019)",2327,2319,8,
"Mujeres (020)",2309,2267,39,3
"De 65 a más años (021)",2841,2709,119,13
"Hombres (022)",1358,1340,16,2
"Mujeres (023)",1483,1369,103,11
,,,,
"URBANA (024)",19382,19168,135,79
"Hombres (025)",9823,9749,35,39
"Mujeres (026)",9559,9419,100,40
"Menores de 1 año (027)",315,280,24,11
"Hombres (028)",155,141,11,3
"Mujeres (029)",160,139,13,8
"De 1 a 5 años (030)",1872,1792,22,58
"Hombres (031)",972,926,14,32
"Mujeres (032)",900,866,8,26
"De 6 a 14 años (033)",3974,3970,1,3
"Hombres (034)",2041,2038,1,2
"Mujeres (035)",1933,1932,,1
"De 15 a 29 años (036)",4732,4727,5,
"Hombres (037)",2459,2458,1,
"Mujeres (038)",2273,2269,4,
"De 30 a 44 años (039)",3780,3776,4,
"Hombres (040)",1948,1948,,
"Mujeres (041)",1832,1828,4,
"De 45 a 64 años (042)",2919,2907,12,
"Hombres (043)",1430,1430,,
"Mujeres (044)",1489,1477,12,
"De 65 a más años (045)",1790,1716,67,7
"Hombres (046)",818,808,8,2
"Mujeres (047)",972,908,59,5
,,,,
"RURAL (048)",11343,11015,274,54
"Hombres (049)",6181,6064,98,19
"Mujeres (050)",5162,4951,176,35
"Menores de 1 año (051)",228,195,20,13
"Hombres (052)",120,107,9,4
"Mujeres (053)",108,88,11,9
"De 1 a 5 años (054)",1220,1148,42,30
"Hombres (055)",607,578,16,13
"Mujeres (056)",613,570,26,17
"De 6 a 14 años (057)",2209,2151,57,1
"Hombres (058)",1156,1128,27,1
"Mujeres (059)",1053,1023,30,
"De 15 a 29 años (060)",2763,2726,37,
"Hombres (061)",1566,1548,18,
"Mujeres (062)",1197,1178,19,
"De 30 a 44 años (063)",2155,2123,31,1
"Hombres (064)",1295,1282,12,1
"Mujeres (065)",860,841,19,
"De 45 a 64 años (066)",1717,1679,35,3
"Hombres (067)",897,889,8,
"Mujeres (068)",820,790,27,3
"De 65 a más años (069)",1051,993,52,6
"Hombres (070)",540,532,8,
"Mujeres (071)",511,461,44,6
