"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",4145,1508,16,1872,707,20,13,4,5
"Explotación de minas y canteras (047)",1,,,1,,,,,
"Industrias manufactureras (048)",42,7,,10,18,2,4,1,
"Construcción (050)",22,2,,13,5,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1292,179,3,517,443,41,75,11,23
"Venta, mant.y rep. veh.autom.y motoc. (052)",22,,,6,11,1,3,,1
"Comercio al por mayor (053)",31,2,,11,14,1,2,,1
"Comercio al por menor (054)",1239,177,3,500,418,39,70,11,21
"Hoteles y restaurantes (055)",449,60,2,190,167,13,6,6,5
"Trans., almac. y comunicaciones (056)",17,,,,10,2,2,1,2
"Intermediación financiera (057)",3,,,,,,2,1,
"Activid.inmobil., empres. y de alquiler (058)",18,,,1,2,4,2,3,6
"Admin.pub. y defensa; p. segur.soc.afil (059)",73,3,,9,16,7,20,4,14
"Enseñanza (060)",463,,,,43,40,211,17,152
"Servicios sociales y de salud (061)",95,2,,,8,1,25,6,53
"Otras activ. serv.comun.soc y personales (062)",81,18,1,14,33,7,6,1,1
"Hogares privados con servicio doméstico (063)",125,20,,51,53,1,,,
"Actividad economica no especificada (065)",504,160,2,224,98,6,11,1,2
,,,,,,,,,
"URBANA (066)",12204,1632,34,4593,4119,348,653,208,617
"Agric., ganadería, caza y silvicultura (067)",6852,1275,27,3243,2138,48,51,36,34
"Pesca (068)",8,,,2,4,1,1,,
"Explotación de minas y canteras (069)",12,,,4,5,,,1,2
"Industrias manufactureras (070)",190,6,1,65,92,13,3,6,4
"Suministro de electricidad, gas y agua (071)",8,,,,2,4,1,,1
"Construcción (072)",335,17,,107,149,17,12,9,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1885,153,3,615,814,93,116,34,57
"Venta, mant.y rep. veh.autom.y motoc. (074)",128,,,30,76,9,8,1,4
"Comercio al por mayor (075)",67,3,,14,37,3,6,,4
"Comercio al por menor (076)",1690,150,3,571,701,81,102,33,49
"Hoteles y restaurantes (077)",527,56,2,187,233,20,9,10,10
"Trans., almac. y comunicaciones (078)",359,6,,74,220,24,17,11,7
"Intermediación financiera (079)",20,,,,4,1,4,3,8
"Activid.inmobil., empres. y de alquiler (080)",98,1,,7,17,17,8,11,37
"Admin.pub. y defensa; p. segur.soc.afil (081)",330,6,,30,111,24,59,33,67
"Enseñanza (082)",700,,,2,48,48,313,27,262
"Servicios sociales y de salud (083)",125,2,,1,11,5,30,9,67
"Otras activ. serv.comun.soc y personales (084)",134,19,1,18,59,11,8,7,11
"Hogares privados con servicio doméstico (085)",100,9,,39,50,1,,,1
"Actividad economica no especificada (087)",521,82,,199,162,21,21,11,25
"Hombres (088)",7964,770,19,3033,2991,227,351,159,414
"Agric., ganadería, caza y silvicultura (089)",5049,699,17,2427,1767,35,41,33,30
"Pesca (090)",8,,,2,4,1,1,,
"Explotación de minas y canteras (091)",11,,,3,5,,,1,2
"Industrias manufactureras (092)",164,5,1,59,78,11,1,5,4
"Suministro de electricidad, gas y agua (093)",8,,,,2,4,1,,1
"Construcción (094)",329,17,,105,147,17,12,8,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",806,18,1,202,429,56,42,24,34
"Venta, mant.y rep. veh.autom.y motoc. (096)",106,,,24,65,8,5,1,3
"Comercio al por mayor (097)",44,1,,9,25,2,4,,3
"Comercio al por menor (098)",656,17,1,169,339,46,33,23,28
"Hoteles y restaurantes (099)",137,1,,30,86,7,3,5,5
"Trans., almac. y comunicaciones (100)",343,6,,74,211,22,15,10,5
"Intermediación financiera (101)",17,,,,4,1,2,2,8
"Activid.inmobil., empres. y de alquiler (102)",81,1,,6,15,13,6,8,32
"Admin.pub. y defensa; p. segur.soc.afil (103)",268,4,,26,96,17,43,29,53
"Enseñanza (104)",360,,,2,18,18,153,14,155
"Servicios sociales y de salud (105)",58,,,1,4,5,16,4,28
"Otras activ. serv.comun.soc y personales (106)",54,1,,4,26,5,2,6,10
"Hogares privados con servicio doméstico (107)",17,2,,7,7,,,,1
"Actividad economica no especificada (109)",254,16,,85,92,15,13,10,23
"Mujeres (110)",4240,862,15,1560,1128,121,302,49,203
"Agric., ganadería, caza y silvicultura (111)",1803,576,10,816,371,13,10,3,4
"Explotación de minas y canteras (113)",1,,,1,,,,,
"Industrias manufactureras (114)",26,1,,6,14,2,2,1,
"Construcción (116)",6,,,2,2,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1079,135,2,413,385,37,74,10,23
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,,,6,11,1,3,,1
"Comercio al por mayor (119)",23,2,,5,12,1,2,,1
"Comercio al por menor (120)",1034,133,2,402,362,35,69,10,21
"Hoteles y restaurantes (121)",390,55,2,157,147,13,6,5,5
"Trans., almac. y comunicaciones (122)",16,,,,9,2,2,1,2
"Intermediación financiera (123)",3,,,,,,2,1,
"Activid.inmobil., empres. y de alquiler (124)",17,,,1,2,4,2,3,5
"Admin.pub. y defensa; p. segur.soc.afil (125)",62,2,,4,15,7,16,4,14
"Enseñanza (126)",340,,,,30,30,160,13,107
"Servicios sociales y de salud (127)",67,2,,,7,,14,5,39
"Otras activ. serv.comun.soc y personales (128)",80,18,1,14,33,6,6,1,1
"Hogares privados con servicio doméstico (129)",83,7,,32,43,1,,,
"Actividad economica no especificada (131)",267,66,,114,70,6,8,1,2
,,,,,,,,,
"RURAL (132)",14354,2709,24,7141,3805,151,258,58,208
"Agric., ganadería, caza y silvicultura (133)",12496,2507,20,6539,3280,70,40,23,17
"Pesca (134)",3,1,,1,1,,,,
"Explotación de minas y canteras (135)",18,,,6,6,3,2,,1
"Industrias manufactureras (136)",56,7,,21,22,,4,1,1
"Suministro de electricidad, gas y agua (137)",7,1,,1,1,,,1,3
"Construcción (138)",285,13,,137,112,6,6,3,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",358,50,1,155,135,10,4,2,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,1,1,,,,
"Comercio al por mayor (141)",23,1,,9,12,1,,,
"Comercio al por menor (142)",333,49,1,145,122,9,4,2,1
"Hoteles y restaurantes (143)",80,5,,35,26,3,4,5,2
"Trans., almac. y comunicaciones (144)",104,2,,27,52,1,11,5,6
"Activid.inmobil., empres. y de alquiler (146)",17,,,2,2,3,3,,7
"Admin.pub. y defensa; p. segur.soc.afil (147)",161,4,,37,56,21,27,4,12
"Enseñanza (148)",310,,,,21,27,130,8,124
"Servicios sociales y de salud (149)",54,,,,2,5,20,2,25
"Otras activ. serv.comun.soc y personales (150)",11,,,4,1,1,1,3,1
"Hogares privados con servicio doméstico (151)",55,13,,25,15,1,,1,
"Actividad economica no especificada (153)",339,106,3,151,73,,6,,
"Hombres (154)",11264,1612,15,5799,3330,128,183,50,147
"Agric., ganadería, caza y silvicultura (155)",10154,1575,14,5483,2944,63,37,22,16
"Pesca (156)",3,1,,1,1,,,,
"Explotación de minas y canteras (157)",18,,,6,6,3,2,,1
"Industrias manufactureras (158)",40,1,,17,18,,2,1,1
"Suministro de electricidad, gas y agua (159)",7,1,,1,1,,,1,3
"Construcción (160)",269,11,,126,109,6,6,3,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",145,6,,51,77,6,3,1,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,1,1,,,,
"Comercio al por mayor (163)",15,1,,3,10,1,,,
"Comercio al por menor (164)",128,5,,47,66,5,3,1,1
"Hoteles y restaurantes (165)",21,,,2,6,3,4,4,2
"Trans., almac. y comunicaciones (166)",103,2,,27,51,1,11,5,6
"Activid.inmobil., empres. y de alquiler (168)",16,,,2,2,3,3,,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",150,3,,32,55,21,23,4,12
"Enseñanza (170)",187,,,,8,17,79,4,79
"Servicios sociales y de salud (171)",26,,,,1,4,9,1,11
"Otras activ. serv.comun.soc y personales (172)",10,,,4,1,,1,3,1
"Hogares privados con servicio doméstico (173)",13,,,6,5,1,,1,
"Actividad economica no especificada (175)",102,12,1,41,45,,3,,
"Mujeres (176)",3090,1097,9,1342,475,23,75,8,61
"Agric., ganadería, caza y silvicultura (177)",2342,932,6,1056,336,7,3,1,1
"Industrias manufactureras (180)",16,6,,4,4,,2,,
"Construcción (182)",16,2,,11,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",213,44,1,104,58,4,1,1,
"Comercio al por mayor (185)",8,,,6,2,,,,
"Comercio al por menor (186)",205,44,1,98,56,4,1,1,
"Hoteles y restaurantes (187)",59,5,,33,20,,,1,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,,5,1,,4,,
"Enseñanza (192)",123,,,,13,10,51,4,45
"Servicios sociales y de salud (193)",28,,,,1,1,11,1,14
"Otras activ. serv.comun.soc y personales (194)",1,,,,,1,,,
"Hogares privados con servicio doméstico (195)",42,13,,19,10,,,,
"Actividad economica no especificada (197)",237,94,2,110,28,,3,,
