"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",133,,,8,17,24,65,5,14
"Jefes y empleados de oficina (040)",138,,,1,41,15,54,10,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",554,16,,225,230,24,40,7,12
"Agricult.trabaj. calif.agrop. y pesquros (042)",2744,177,,1743,710,46,33,19,16
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",257,8,,132,88,9,16,1,3
"Obreros. construc., conf., papel, fab., instr (044)",266,2,,82,145,13,16,5,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1791,147,5,953,578,42,40,11,15
"Otra (046)",41,,,,9,5,24,2,1
"Ocupación no especificada (047)",209,29,,92,58,11,14,1,4
"Hombres (048)",4974,215,3,2530,1512,160,278,76,200
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",45,,,3,12,5,11,6,8
"Profes., científicos e intelectuales (050)",294,,,,3,25,109,22,135
"Técnicos de nivel medio ytrab.asimilados (051)",69,,,5,9,16,29,2,8
"Jefes y empleados de oficina (052)",62,,,,32,6,9,5,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",185,,,58,97,3,15,6,6
"Agricult.trabaj. calif.agrop. y pesquros (054)",2628,146,,1680,690,45,32,19,16
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",151,,,67,64,7,10,,3
"Obreros. construc., conf., papel, fab., instr (056)",262,2,,82,142,13,15,5,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1193,67,3,621,433,32,19,9,9
"Otra (058)",41,,,,9,5,24,2,1
"Ocupación no especificada (059)",44,,,14,21,3,5,,1
"Mujeres (060)",1811,164,2,711,391,85,285,34,139
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",13,,,2,2,4,5,,
"Profes., científicos e intelectuales (062)",300,,,,10,22,136,21,111
"Técnicos de nivel medio ytrab.asimilados (063)",64,,,3,8,8,36,3,6
"Jefes y empleados de oficina (064)",76,,,1,9,9,45,5,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",369,16,,167,133,21,25,1,6
"Agricult.trabaj. calif.agrop. y pesquros (066)",116,31,,63,20,1,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",106,8,,65,24,2,6,1,
"Obreros. construc., conf., papel, fab., instr (068)",4,,,,3,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",598,80,2,332,145,10,21,2,6
"Ocupación no especificada (071)",165,29,,78,37,8,9,1,3
,,,,,,,,,
"RURAL (072)",8926,828,15,5961,1639,78,250,72,83
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,1,2,,3,,1
"Profes., científicos e intelectuales (074)",326,,,,14,25,167,50,70
"Técnicos de nivel medio ytrab.asimilados (075)",39,,,2,4,7,23,1,2
"Jefes y empleados de oficina (076)",15,,,2,5,,6,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",172,9,,102,49,1,10,,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",4781,434,7,3489,791,26,14,14,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",169,16,1,110,37,2,2,1,
"Obreros. construc., conf., papel, fab., instr (080)",130,4,,64,54,2,3,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2946,306,7,1959,637,14,19,3,1
"Ocupación no especificada (083)",341,59,,232,46,1,3,,
"Hombres (084)",7676,611,14,5257,1482,59,144,58,51
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,1,1,,1,,1
"Profes., científicos e intelectuales (086)",182,,,,,10,94,37,41
"Técnicos de nivel medio ytrab.asimilados (087)",21,,,2,3,6,8,1,1
"Jefes y empleados de oficina (088)",9,,,2,5,,2,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",71,,,36,29,1,5,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",4665,396,7,3424,780,24,14,14,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",93,3,,54,31,2,2,1,
"Obreros. construc., conf., papel, fab., instr (092)",117,4,,55,50,2,3,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2459,206,7,1647,568,13,14,3,1
"Ocupación no especificada (095)",55,2,,36,15,1,1,,
"Mujeres (096)",1250,217,1,704,157,19,106,14,32
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,2,,
"Profes., científicos e intelectuales (098)",144,,,,14,15,73,13,29
"Técnicos de nivel medio ytrab.asimilados (099)",18,,,,1,1,15,,1
"Jefes y empleados de oficina (100)",6,,,,,,4,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",101,9,,66,20,,5,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",116,38,,65,11,2,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",76,13,1,56,6,,,,
"Obreros. construc., conf., papel, fab., instr (104)",13,,,9,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",487,100,,312,69,1,5,,
"Ocupación no especificada (107)",286,57,,196,31,,2,,
