"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BELLAVISTA (000)",19097,16112,1405,1061,519
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,1,7,8,19
"Profes., científicos e intelectuales (002)",765,239,149,295,82
"Técnicos de nivel medio y trab. asimilados (003)",315,179,21,34,81
"Jefes y empleados de oficina (004)",295,56,32,60,147
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1521,1429,68,13,11
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7476,7130,324,20,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",542,478,34,24,6
"Obreros construc.,conf.,papel, fab., instr. (008)",797,676,63,43,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6815,5453,683,552,127
"Otra (010)",25,,,,25
"Ocupación no especificada (011)",511,471,24,12,4
"Hombres (012)",14655,12400,1123,781,351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",29,,5,7,17
"Profes., científicos e intelectuales (014)",393,108,83,153,49
"Técnicos de nivel medio y trab. asimilados (015)",231,139,18,31,43
"Jefes y empleados de oficina (016)",148,18,17,35,78
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",661,607,39,5,10
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7017,6701,298,16,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",460,402,31,22,5
"Obreros construc.,conf.,papel, fab., instr. (020)",786,668,60,43,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4728,3600,558,465,105
"Otra (022)",24,,,,24
"Ocupación no especificada (023)",178,157,14,4,3
"Mujeres (024)",4442,3712,282,280,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,1,2,1,2
"Profes., científicos e intelectuales (026)",372,131,66,142,33
"Técnicos de nivel medio y trab. asimilados (027)",84,40,3,3,38
"Jefes y empleados de oficina (028)",147,38,15,25,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",860,822,29,8,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",459,429,26,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",82,76,3,2,1
"Obreros construc.,conf.,papel, fab., instr. (032)",11,8,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2087,1853,125,87,22
