"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1412,,,,,495,488,386,43
"Superior univ. incompleto (037)",333,,,,36,125,84,81,7
"Superior univ. completo (038)",999,,,,,287,362,329,21
"Hombres (040)",10112,472,1114,1307,1074,2065,1751,1868,461
"Sin nivel (041)",1022,472,110,23,46,53,56,148,114
"Educación inicial (042)",282,,273,2,1,3,3,,
"Primaria (043)",3654,,731,871,185,423,485,693,266
"Secundaria (044)",2879,,,411,755,782,480,419,32
"Superior no univ. incompleto (045)",555,,,,65,257,148,80,5
"Superior no univ. completo (046)",854,,,,,299,299,229,27
"Superior univ. incompleto (047)",199,,,,22,70,51,52,4
"Superior univ. completo (048)",667,,,,,178,229,247,13
"Mujeres (050)",8968,443,1131,1277,947,1634,1395,1593,548
"Sin nivel (051)",1647,443,122,35,25,101,193,416,312
"Educación inicial (052)",299,,279,8,2,5,5,,
"Primaria (053)",3605,,730,863,220,491,474,641,186
"Secundaria (054)",1997,,,371,625,476,289,219,17
"Superior no univ. incompleto (055)",396,,,,61,201,79,49,6
"Superior no univ. completo (056)",558,,,,,196,189,157,16
"Superior univ. incompleto (057)",134,,,,14,55,33,29,3
"Superior univ. completo (058)",332,,,,,109,133,82,8
,,,,,,,,,
"RURAL (060)",52941,3296,7792,8061,5314,8376,7156,9439,3507
"Sin nivel (061)",14114,3296,1819,182,305,977,1550,3692,2293
"Educación inicial (062)",1481,,1404,31,7,21,18,,
"Primaria (063)",26694,,4569,6566,2152,3961,3785,4525,1136
"Secundaria (064)",7984,,,1282,2767,2239,998,653,45
"Superior no univ. incompleto (065)",648,,,,73,308,169,92,6
"Superior no univ. completo (066)",1171,,,,,565,377,217,12
"Superior univ. incompleto (067)",241,,,,10,107,65,54,5
"Superior univ. completo (068)",608,,,,,198,194,206,10
"Hombres (070)",28210,1681,4041,4116,2813,4796,4051,5048,1664
"Sin nivel (071)",5496,1681,929,84,128,290,457,1146,781
"Educación inicial (072)",730,,707,7,2,8,6,,
"Primaria (073)",14713,,2405,3315,1074,2019,2177,2903,820
"Secundaria (074)",5211,,,710,1557,1593,779,534,38
"Superior no univ. incompleto (075)",484,,,,44,212,140,83,5
"Superior no univ. completo (076)",928,,,,,455,295,168,10
"Superior univ. incompleto (077)",196,,,,8,86,56,43,3
"Superior univ. completo (078)",452,,,,,133,141,171,7
"Mujeres (080)",24731,1615,3751,3945,2501,3580,3105,4391,1843
"Sin nivel (081)",8618,1615,890,98,177,687,1093,2546,1512
"Educación inicial (082)",751,,697,24,5,13,12,,
"Primaria (083)",11981,,2164,3251,1078,1942,1608,1622,316
"Secundaria (084)",2773,,,572,1210,646,219,119,7
"Superior no univ. incompleto (085)",164,,,,29,96,29,9,1
"Superior no univ. completo (086)",243,,,,,110,82,49,2
"Superior univ. incompleto (087)",45,,,,2,21,9,11,2
"Superior univ. completo (088)",156,,,,,65,53,35,3
