"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LA MAR (000)",27134,2227,3504,15270,496,4261,151,1225
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",28,27,,,1,,,
"Profes., científicos e intelectuales (002)",1221,1092,,123,4,2,,
"Técnicos de nivel medio y trab. asimilados (003)",309,197,,97,15,,,
"Jefes y empleados de oficina (004)",222,222,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1963,229,11,1376,53,294,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",12448,1,1,12085,361,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",404,,104,263,18,19,,
"Obreros construc.,conf.,papel, fab., instr. (008)",736,105,244,355,19,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",7679,153,3027,581,10,3757,151,
"Otra (010)",86,86,,,,,,
"Ocupación no especificada (011)",813,115,117,390,15,176,,
"Desocupado (012)",1225,,,,,,,1225
"Hombres (013)",19687,1424,2621,12250,409,2069,30,884
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,23,,,1,,,
"Profes., científicos e intelectuales (015)",700,641,,55,3,1,,
"Técnicos de nivel medio y trab. asimilados (016)",220,142,,70,8,,,
"Jefes y empleados de oficina (017)",151,151,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",716,127,5,507,18,59,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",11046,1,1,10713,331,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",357,,100,231,15,11,,
"Obreros construc.,conf.,papel, fab., instr. (021)",728,105,240,351,19,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",4454,78,2209,182,7,1948,30,
"Otra (023)",86,86,,,,,,
"Ocupación no especificada (024)",321,70,66,141,7,37,,
"Desocupado (025)",884,,,,,,,884
"Mujeres (026)",7447,803,883,3020,87,2192,121,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",521,451,,68,1,1,,
"Técnicos de nivel medio y trab. asimilados (029)",89,55,,27,7,,,
"Jefes y empleados de oficina (030)",71,71,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1247,102,6,869,35,235,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1402,,,1372,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",47,,4,32,3,8,,
"Obreros construc.,conf.,papel, fab., instr. (034)",8,,4,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3225,75,818,399,3,1809,121,
"Ocupación no especificada (037)",492,45,51,249,8,139,,
"Desocupado (038)",341,,,,,,,341
,,,,,,,,
"URBANA (039)",12594,1668,1720,6334,308,1736,97,731
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",20,19,,,1,,,
"Profes., científicos e intelectuales (041)",865,760,,99,4,2,,
"Técnicos de nivel medio y trab. asimilados (042)",237,131,,92,14,,,
"Jefes y empleados de oficina (043)",189,189,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1686,197,10,1183,45,251,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3988,1,1,3787,199,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",318,,60,230,16,12,,
"Obreros construc.,conf.,papel, fab., instr. (047)",509,74,142,273,13,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3497,122,1422,462,8,1386,97,
"Otra (049)",78,78,,,,,,
"Ocupación no especificada (050)",476,97,85,208,8,78,,
"Desocupado (051)",731,,,,,,,731
"Hombres (052)",8249,1041,1253,4385,245,816,17,492
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,16,,,1,,,
"Profes., científicos e intelectuales (054)",480,431,,45,3,1,,
"Técnicos de nivel medio y trab. asimilados (055)",164,90,,66,8,,,
"Jefes y empleados de oficina (056)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",633,112,5,447,18,51,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",3321,1,1,3141,178,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",287,,57,206,14,10,,
"Obreros construc.,conf.,papel, fab., instr. (060)",506,74,140,272,13,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1927,60,999,123,5,723,17,
"Otra (062)",78,78,,,,,,
"Ocupación no especificada (063)",220,55,51,85,5,24,,
"Desocupado (064)",492,,,,,,,492
"Mujeres (065)",4345,627,467,1949,63,920,80,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",385,329,,54,1,1,,
"Técnicos de nivel medio y trab. asimilados (068)",73,41,,26,6,,,
"Jefes y empleados de oficina (069)",65,65,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1053,85,5,736,27,200,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",667,,,646,21,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",31,,3,24,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (073)",3,,2,1,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1570,62,423,339,3,663,80,
"Ocupación no especificada (076)",256,42,34,123,3,54,,
"Desocupado (077)",239,,,,,,,239
,,,,,,,,
"RURAL (078)",14540,559,1784,8936,188,2525,54,494
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",356,332,,24,,,,
"Técnicos de nivel medio y trab. asimilados (081)",72,66,,5,1,,,
"Jefes y empleados de oficina (082)",33,33,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",277,32,1,193,8,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8460,,,8298,162,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",86,,44,33,2,7,,
"Obreros construc.,conf.,papel, fab., instr. (086)",227,31,102,82,6,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4182,31,1605,119,2,2371,54,
"Otra (088)",8,8,,,,,,
"Ocupación no especificada (089)",337,18,32,182,7,98,,
"Desocupado (090)",494,,,,,,,494
"Hombres (091)",11438,383,1368,7865,164,1253,13,392
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",220,210,,10,,,,
"Técnicos de nivel medio y trab. asimilados (094)",56,52,,4,,,,
"Jefes y empleados de oficina (095)",27,27,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",83,15,,60,,8,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",7725,,,7572,153,,,
