"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",53952,3079,7133,7634,5551,8608,7611,10286,4050
"Sabe leer y escribir (001)",43331,,4872,7520,5393,8136,6990,8331,2089
"No sabe leer y escribir (002)",10621,3079,2261,114,158,472,621,1955,1961
"Hombres (004)",27559,1542,3535,3909,2801,4575,4072,5246,1879
"Sabe leer y escribir (005)",23797,,2401,3861,2755,4449,3957,4916,1458
"No sabe leer y escribir (006)",3762,1542,1134,48,46,126,115,330,421
"Mujeres (008)",26393,1537,3598,3725,2750,4033,3539,5040,2171
"Sabe leer y escribir (009)",19534,,2471,3659,2638,3687,3033,3415,631
"No sabe leer y escribir (010)",6859,1537,1127,66,112,346,506,1625,1540
,,,,,,,,,
"URBANA (012)",18605,951,2233,2667,2022,2993,2771,3700,1268
"Sabe leer y escribir (013)",16003,,1760,2640,1988,2914,2647,3264,790
"No sabe leer y escribir (014)",2602,951,473,27,34,79,124,436,478
"Hombres (016)",8881,465,1090,1332,964,1434,1310,1747,539
"Sabe leer y escribir (017)",7978,,842,1321,954,1410,1289,1691,471
"No sabe leer y escribir (018)",903,465,248,11,10,24,21,56,68
"Mujeres (020)",9724,486,1143,1335,1058,1559,1461,1953,729
"Sabe leer y escribir (021)",8025,,918,1319,1034,1504,1358,1573,319
"No sabe leer y escribir (022)",1699,486,225,16,24,55,103,380,410
,,,,,,,,,
"RURAL (024)",35347,2128,4900,4967,3529,5615,4840,6586,2782
"Sabe leer y escribir (025)",27328,,3112,4880,3405,5222,4343,5067,1299
"No sabe leer y escribir (026)",8019,2128,1788,87,124,393,497,1519,1483
"Hombres (028)",18678,1077,2445,2577,1837,3141,2762,3499,1340
"Sabe leer y escribir (029)",15819,,1559,2540,1801,3039,2668,3225,987
"No sabe leer y escribir (030)",2859,1077,886,37,36,102,94,274,353
"Mujeres (032)",16669,1051,2455,2390,1692,2474,2078,3087,1442
"Sabe leer y escribir (033)",11509,,1553,2340,1604,2183,1675,1842,312
"No sabe leer y escribir (034)",5160,1051,902,50,88,291,403,1245,1130
