"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",2139,55,1049,583,376,76
"Sin nivel (031)",133,8,28,37,37,23
"Educación inicial (032)",3,,3,,,
"Primaria (033)",584,34,192,159,163,36
"Secundaria (034)",884,13,531,202,128,10
"Superior no univ. incompleta (035)",133,,83,38,11,1
"Superior no univ. completa (036)",212,,108,90,13,1
"Superior univ. incompleta (037)",59,,47,7,4,1
"Superior univ. completa (038)",131,,57,50,20,4
"No PEA (040)",52661,20070,14366,7364,6525,4336
"Sin nivel (041)",7344,877,891,1498,2205,1873
"Educación inicial (042)",1722,1633,64,25,,
"Primaria (043)",24263,14249,3276,2637,2376,1725
"Secundaria (044)",14216,3311,7380,2035,1150,340
"Superior no univ. incompleta (045)",1728,,1242,298,147,41
"Superior no univ. completa (046)",1669,,470,606,407,186
"Superior univ. incompleta (047)",1046,,877,93,54,22
"Superior univ. completa (048)",673,,166,172,186,149
,,,,,,
"URBANA (060)",45709,10109,13278,10273,8425,3624
"Sin nivel (061)",2667,216,251,469,812,919
"Educación inicial (062)",738,701,27,10,,
"Primaria (063)",15217,6942,1660,2097,2727,1791
"Secundaria (064)",16092,2250,7015,3831,2577,419
"Superior no univ. incompleta (065)",2762,,1539,770,393,60
"Superior no univ. completa (066)",4210,,1141,1829,1015,225
"Superior univ. incompleta (067)",1565,,1099,285,153,28
"Superior univ. completa (068)",2458,,546,982,748,182
"PEA (070)",17598,231,5404,6363,4796,804
"Sin nivel (071)",725,10,88,189,294,144
"Educación inicial (072)",17,4,9,4,,
"Primaria (073)",3724,149,770,1026,1340,439
"Secundaria (074)",6693,68,2576,2335,1601,113
"Superior no univ. incompleta (075)",1323,,544,506,253,20
"Superior no univ. completa (076)",2693,,735,1279,635,44
"Superior univ. incompleta (077)",602,,289,203,103,7
"Superior univ. completa (078)",1821,,393,821,570,37
"Ocupada (080)",16133,202,4660,5983,4532,756
"Sin nivel (081)",658,7,72,174,272,133
"Educación inicial (082)",14,4,6,4,,
"Primaria (083)",3413,130,672,951,1245,415
"Secundaria (084)",6070,61,2205,2200,1498,106
"Superior no univ. incompleta (085)",1216,,478,475,244,19
"Superior no univ. completa (086)",2512,,639,1207,623,43
"Superior univ. incompleta (087)",547,,246,196,99,6
"Superior univ. completa (088)",1703,,342,776,551,34
"Desocupada (090)",1465,29,744,380,264,48
"Sin nivel (091)",67,3,16,15,22,11
"Educación inicial (092)",3,,3,,,
"Primaria (093)",311,19,98,75,95,24
"Secundaria (094)",623,7,371,135,103,7
"Superior no univ. incompleta (095)",107,,66,31,9,1
"Superior no univ. completa (096)",181,,96,72,12,1
"Superior univ. incompleta (097)",55,,43,7,4,1
"Superior univ. completa (098)",118,,51,45,19,3
"No PEA (100)",28111,9878,7874,3910,3629,2820
"Sin nivel (101)",1942,206,163,280,518,775
"Educación inicial (102)",721,697,18,6,,
"Primaria (103)",11493,6793,890,1071,1387,1352
"Secundaria (104)",9399,2182,4439,1496,976,306
"Superior no univ. incompleta (105)",1439,,995,264,140,40
"Superior no univ. completa (106)",1517,,406,550,380,181
"Superior univ. incompleta (107)",963,,810,82,50,21
"Superior univ. completa (108)",637,,153,161,178,145
,,,,,,
"RURAL (120)",37046,10675,10850,7445,5779,2297
"Sin nivel (121)",7748,720,1035,1867,2587,1539
"Educación inicial (122)",1064,945,74,45,,
"Primaria (123)",18464,7807,4147,3401,2428,681
"Secundaria (124)",8260,1203,4795,1637,570,55
"Superior no univ. incompleta (125)",551,,378,129,41,3
"Superior no univ. completa (126)",575,,234,242,91,8
"Superior univ. incompleta (127)",163,,113,35,13,2
"Superior univ. completa (128)",221,,74,89,49,9
"PEA (130)",12496,483,4358,3991,2883,781
"Sin nivel (131)",2346,49,307,649,900,441
"Educación inicial (132)",63,9,28,26,,
"Primaria (133)",5694,351,1761,1835,1439,308
"Secundaria (134)",3443,74,1854,1098,396,21
"Superior no univ. incompleta (135)",262,,131,95,34,2
"Superior no univ. completa (136)",423,,170,186,64,3
"Superior univ. incompleta (137)",80,,46,24,9,1
"Superior univ. completa (138)",185,,61,78,41,5
"Ocupada (140)",11822,457,4053,3788,2771,753
"Sin nivel (141)",2280,44,295,627,885,429
"Educación inicial (142)",63,9,28,26,,
"Primaria (143)",5421,336,1667,1751,1371,296
"Secundaria (144)",3182,68,1694,1031,371,18
"Superior no univ. incompleta (145)",236,,114,88,32,2
"Superior no univ. completa (146)",392,,158,168,63,3
"Superior univ. incompleta (147)",76,,42,24,9,1
"Superior univ. completa (148)",172,,55,73,40,4
"Desocupada (150)",674,26,305,203,112,28
"Sin nivel (151)",66,5,12,22,15,12
"Primaria (153)",273,15,94,84,68,12
"Secundaria (154)",261,6,160,67,25,3
"Superior no univ. incompleta (155)",26,,17,7,2,
"Superior no univ. completa (156)",31,,12,18,1,
"Superior univ. incompleta (157)",4,,4,,,
"Superior univ. completa (158)",13,,6,5,1,1
"No PEA (160)",24550,10192,6492,3454,2896,1516
"Sin nivel (161)",5402,671,728,1218,1687,1098
"Educación inicial (162)",1001,936,46,19,,
"Primaria (163)",12770,7456,2386,1566,989,373
"Secundaria (164)",4817,1129,2941,539,174,34
"Superior no univ. incompleta (165)",289,,247,34,7,1
"Superior no univ. completa (166)",152,,64,56,27,5
"Superior univ. incompleta (167)",83,,67,11,4,1
"Superior univ. completa (168)",36,,13,11,8,4
