"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia AIJA (000)",7995,3994,4001,2528,1252,1276,5467,2742,2725
"Menores de 1 año (001)",155,77,78,43,22,21,112,55,57
"Menores de 1 mes (002)",24,15,9,8,5,3,16,10,6
"De 1 a 11 meses (003)",131,62,69,35,17,18,96,45,51
"De 1 a 4 años (004)",758,389,369,204,108,96,554,281,273
"1 año (005)",191,96,95,50,28,22,141,68,73
"2 años (006)",204,102,102,59,26,33,145,76,69
"3 años (007)",190,99,91,53,26,27,137,73,64
"4 años (008)",173,92,81,42,28,14,131,64,67
"De 5 a 9 años (009)",938,471,467,271,136,135,667,335,332
"5 años (010)",188,92,96,56,31,25,132,61,71
"6 años (011)",190,95,95,55,27,28,135,68,67
"7 años (012)",180,90,90,59,31,28,121,59,62
"8 años (013)",192,98,94,53,24,29,139,74,65
"9 años (014)",188,96,92,48,23,25,140,73,67
"De 10 a 14 años (015)",918,483,435,255,133,122,663,350,313
"10 años (016)",212,111,101,58,32,26,154,79,75
"11 años (017)",172,90,82,45,20,25,127,70,57
"12 años (018)",193,98,95,59,26,33,134,72,62
"13 años (019)",181,96,85,54,32,22,127,64,63
"14 años (020)",160,88,72,39,23,16,121,65,56
"De 15 a 19 años (021)",700,360,340,200,99,101,500,261,239
"15 años (022)",177,85,92,57,24,33,120,61,59
"16 años (023)",163,80,83,42,21,21,121,59,62
"17 años (024)",139,69,70,41,22,19,98,47,51
"18 años (025)",120,65,55,31,14,17,89,51,38
"19 años (026)",101,61,40,29,18,11,72,43,29
"De 20 a 24 años (027)",554,263,291,156,73,83,398,190,208
"20 años (028)",112,55,57,30,14,16,82,41,41
"21 años (029)",91,47,44,17,9,8,74,38,36
"22 años (030)",118,56,62,47,25,22,71,31,40
"23 años (031)",132,56,76,30,9,21,102,47,55
"24 años (032)",101,49,52,32,16,16,69,33,36
"De 25 a 29 años (033)",488,243,245,161,75,86,327,168,159
"25 años (034)",107,54,53,30,17,13,77,37,40
"26 años (035)",95,44,51,29,10,19,66,34,32
"27 años (036)",92,46,46,29,11,18,63,35,28
"28 años (037)",106,50,56,41,22,19,65,28,37
"29 años (038)",88,49,39,32,15,17,56,34,22
"De 30 a 34 años (039)",485,255,230,159,77,82,326,178,148
"30 años (040)",119,62,57,49,25,24,70,37,33
"31 años (041)",79,36,43,21,8,13,58,28,30
"32 años (042)",98,59,39,36,18,18,62,41,21
"33 años (043)",99,49,50,28,11,17,71,38,33
"34 años (044)",90,49,41,25,15,10,65,34,31
"De 35 a 39 años (045)",459,223,236,148,73,75,311,150,161
"35 años (046)",95,40,55,23,10,13,72,30,42
"36 años (047)",78,38,40,27,14,13,51,24,27
